# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
426,controllerType=0 controllerNumber=1 scan=429,1,Unknown,ms1,138.27,649.5352,21772.7695
426,controllerType=0 controllerNumber=1 scan=429,1,Unknown,ms1,138.27,649.5392,27327.8379
545,controllerType=0 controllerNumber=1 scan=548,1,Unknown,ms1,176.99,649.5353,0.0000
545,controllerType=0 controllerNumber=1 scan=548,1,Unknown,ms1,176.99,649.5392,0.0000
565,controllerType=0 controllerNumber=1 scan=568,1,Unknown,ms1,183.80,649.5351,24689.7656
565,controllerType=0 controllerNumber=1 scan=568,1,Unknown,ms1,183.80,649.5390,23068.4199
672,controllerType=0 controllerNumber=1 scan=675,1,Unknown,ms1,218.48,649.5352,0.0000
672,controllerType=0 controllerNumber=1 scan=675,1,Unknown,ms1,218.48,649.5391,0.0000
1141,controllerType=0 controllerNumber=1 scan=1144,1,Unknown,ms1,370.68,649.5391,0.0000
1669,controllerType=0 controllerNumber=1 scan=1678,1,Unknown,ms1,543.81,649.5352,0.0000
1669,controllerType=0 controllerNumber=1 scan=1678,1,Unknown,ms1,543.81,649.5391,0.0000
2318,controllerType=0 controllerNumber=1 scan=2360,1,Unknown,ms1,760.09,649.5348,19996.2383
2318,controllerType=0 controllerNumber=1 scan=2360,1,Unknown,ms1,760.09,649.5388,25420.9668
2377,controllerType=0 controllerNumber=1 scan=2424,1,Unknown,ms1,780.48,649.5350,11150.1123
2377,controllerType=0 controllerNumber=1 scan=2424,1,Unknown,ms1,780.48,649.5389,0.0000
2392,controllerType=0 controllerNumber=1 scan=2440,1,Unknown,ms1,785.66,649.5350,0.0000
2392,controllerType=0 controllerNumber=1 scan=2440,1,Unknown,ms1,785.66,649.5389,0.0000
2407,controllerType=0 controllerNumber=1 scan=2456,1,Unknown,ms1,790.71,649.5351,26021.4043
2407,controllerType=0 controllerNumber=1 scan=2456,1,Unknown,ms1,790.71,649.5390,29318.5723
2610,controllerType=0 controllerNumber=1 scan=2663,1,Unknown,ms1,858.35,649.5352,34029.7617
2610,controllerType=0 controllerNumber=1 scan=2663,1,Unknown,ms1,858.35,649.5391,30195.9121
2656,controllerType=0 controllerNumber=1 scan=2709,1,Unknown,ms1,873.01,649.5353,26442.5801
2656,controllerType=0 controllerNumber=1 scan=2709,1,Unknown,ms1,873.01,649.5392,29466.4492
2748,controllerType=0 controllerNumber=1 scan=2803,1,Unknown,ms1,903.57,649.5352,19878.5215
2748,controllerType=0 controllerNumber=1 scan=2803,1,Unknown,ms1,903.57,649.5391,21499.3906
2763,controllerType=0 controllerNumber=1 scan=2819,1,Unknown,ms1,908.81,649.5351,38029.4883
2763,controllerType=0 controllerNumber=1 scan=2819,1,Unknown,ms1,908.81,649.5390,40924.2422
2910,controllerType=0 controllerNumber=1 scan=2967,1,Unknown,ms1,957.74,649.5349,28374.2266
2910,controllerType=0 controllerNumber=1 scan=2967,1,Unknown,ms1,957.74,649.5389,14051.0967
3222,controllerType=0 controllerNumber=1 scan=3282,1,Unknown,ms1,1059.67,649.5351,18723.1953
3222,controllerType=0 controllerNumber=1 scan=3282,1,Unknown,ms1,1059.67,649.5390,26258.4609
3329,controllerType=0 controllerNumber=1 scan=3393,1,Unknown,ms1,1094.83,649.5352,0.0000
3329,controllerType=0 controllerNumber=1 scan=3393,1,Unknown,ms1,1094.83,649.5392,0.0000
3563,controllerType=0 controllerNumber=1 scan=3636,1,Unknown,ms1,1172.69,649.5348,32162.8496
3563,controllerType=0 controllerNumber=1 scan=3636,1,Unknown,ms1,1172.69,649.5388,17688.7363
3728,controllerType=0 controllerNumber=1 scan=3812,1,Unknown,ms1,1227.71,649.5349,0.0000
3728,controllerType=0 controllerNumber=1 scan=3812,1,Unknown,ms1,1227.71,649.5388,0.0000
3787,controllerType=0 controllerNumber=1 scan=3876,1,Unknown,ms1,1247.53,649.5349,34517.4375
3787,controllerType=0 controllerNumber=1 scan=3876,1,Unknown,ms1,1247.53,649.5388,24359.5234
3824,controllerType=0 controllerNumber=1 scan=3918,1,Unknown,ms1,1260.03,649.5349,20764.1172
3824,controllerType=0 controllerNumber=1 scan=3918,1,Unknown,ms1,1260.03,649.5388,9799.9111
3861,controllerType=0 controllerNumber=1 scan=3960,1,Unknown,ms1,1273.03,649.5349,22240.8125
3861,controllerType=0 controllerNumber=1 scan=3960,1,Unknown,ms1,1273.03,649.5388,8757.6953
3867,controllerType=0 controllerNumber=1 scan=3966,1,Unknown,ms1,1274.92,649.5347,29403.0625
3867,controllerType=0 controllerNumber=1 scan=3966,1,Unknown,ms1,1274.92,649.5386,16112.3438
3871,controllerType=0 controllerNumber=1 scan=3971,1,Unknown,ms1,1276.39,649.5348,0.0000
3908,controllerType=0 controllerNumber=1 scan=4011,1,Unknown,ms1,1288.98,649.5349,26018.5449
3908,controllerType=0 controllerNumber=1 scan=4011,1,Unknown,ms1,1288.98,649.5388,14259.0166
4083,controllerType=0 controllerNumber=1 scan=4203,1,Unknown,ms1,1347.96,649.5353,0.0000
4083,controllerType=0 controllerNumber=1 scan=4203,1,Unknown,ms1,1347.96,649.5392,0.0000
4133,controllerType=0 controllerNumber=1 scan=4257,1,Unknown,ms1,1364.62,649.5351,26634.2344
4133,controllerType=0 controllerNumber=1 scan=4257,1,Unknown,ms1,1364.62,649.5391,23713.2793
4201,controllerType=0 controllerNumber=1 scan=4329,1,Unknown,ms1,1387.00,649.5353,0.0000
4201,controllerType=0 controllerNumber=1 scan=4329,1,Unknown,ms1,1387.00,649.5392,0.0000
4300,controllerType=0 controllerNumber=1 scan=4434,1,Unknown,ms1,1420.33,649.5350,13060.5068
4300,controllerType=0 controllerNumber=1 scan=4434,1,Unknown,ms1,1420.33,649.5390,0.0000
4352,controllerType=0 controllerNumber=1 scan=4490,1,Unknown,ms1,1437.90,649.5351,0.0000
4352,controllerType=0 controllerNumber=1 scan=4490,1,Unknown,ms1,1437.90,649.5390,0.0000
4413,controllerType=0 controllerNumber=1 scan=4557,1,Unknown,ms1,1458.87,649.5351,0.0000
4413,controllerType=0 controllerNumber=1 scan=4557,1,Unknown,ms1,1458.87,649.5390,0.0000
4422,controllerType=0 controllerNumber=1 scan=4566,1,Unknown,ms1,1461.71,649.5352,33198.5000
4422,controllerType=0 controllerNumber=1 scan=4566,1,Unknown,ms1,1461.71,649.5391,27219.9297
4440,controllerType=0 controllerNumber=1 scan=4584,1,Unknown,ms1,1467.54,649.5352,9783.9648
4440,controllerType=0 controllerNumber=1 scan=4584,1,Unknown,ms1,1467.54,649.5391,21246.7461
4448,controllerType=0 controllerNumber=1 scan=4594,1,Unknown,ms1,1470.35,649.5351,26788.2598
4448,controllerType=0 controllerNumber=1 scan=4594,1,Unknown,ms1,1470.35,649.5390,13923.6035
4490,controllerType=0 controllerNumber=1 scan=4641,1,Unknown,ms1,1484.74,649.5351,28622.3906
4490,controllerType=0 controllerNumber=1 scan=4641,1,Unknown,ms1,1484.74,649.5390,34483.0547
4507,controllerType=0 controllerNumber=1 scan=4659,1,Unknown,ms1,1490.30,649.5351,0.0000
4507,controllerType=0 controllerNumber=1 scan=4659,1,Unknown,ms1,1490.30,649.5390,0.0000
4511,controllerType=0 controllerNumber=1 scan=4664,1,Unknown,ms1,1491.72,649.5350,0.0000
4550,controllerType=0 controllerNumber=1 scan=4708,1,Unknown,ms1,1505.13,649.5351,0.0000
4558,controllerType=0 controllerNumber=1 scan=4717,1,Unknown,ms1,1508.09,649.5350,20679.6230
4558,controllerType=0 controllerNumber=1 scan=4717,1,Unknown,ms1,1508.09,649.5390,12095.6611
4573,controllerType=0 controllerNumber=1 scan=4734,1,Unknown,ms1,1513.27,649.5349,0.0000
4574,controllerType=0 controllerNumber=1 scan=4736,1,Unknown,ms1,1513.68,649.5350,0.0000
4574,controllerType=0 controllerNumber=1 scan=4736,1,Unknown,ms1,1513.68,649.5389,0.0000
4582,controllerType=0 controllerNumber=1 scan=4748,1,Unknown,ms1,1517.02,649.5348,0.0000
4582,controllerType=0 controllerNumber=1 scan=4748,1,Unknown,ms1,1517.02,649.5387,0.0000
4600,controllerType=0 controllerNumber=1 scan=4771,1,Unknown,ms1,1523.62,649.5349,0.0000
4600,controllerType=0 controllerNumber=1 scan=4771,1,Unknown,ms1,1523.62,649.5388,0.0000
4607,controllerType=0 controllerNumber=1 scan=4783,1,Unknown,ms1,1526.54,649.5348,0.0000
4607,controllerType=0 controllerNumber=1 scan=4783,1,Unknown,ms1,1526.54,649.5387,0.0000
4612,controllerType=0 controllerNumber=1 scan=4790,1,Unknown,ms1,1528.42,649.5347,0.0000
4613,controllerType=0 controllerNumber=1 scan=4793,1,Unknown,ms1,1529.02,649.5348,0.0000
4613,controllerType=0 controllerNumber=1 scan=4793,1,Unknown,ms1,1529.02,649.5388,0.0000
4614,controllerType=0 controllerNumber=1 scan=4794,1,Unknown,ms1,1529.39,649.5348,0.0000
4614,controllerType=0 controllerNumber=1 scan=4794,1,Unknown,ms1,1529.39,649.5388,0.0000
4619,controllerType=0 controllerNumber=1 scan=4802,1,Unknown,ms1,1531.43,649.5349,0.0000
4619,controllerType=0 controllerNumber=1 scan=4802,1,Unknown,ms1,1531.43,649.5388,0.0000
4620,controllerType=0 controllerNumber=1 scan=4803,1,Unknown,ms1,1531.80,649.5348,0.0000
4623,controllerType=0 controllerNumber=1 scan=4808,1,Unknown,ms1,1533.10,649.5349,0.0000
4623,controllerType=0 controllerNumber=1 scan=4808,1,Unknown,ms1,1533.10,649.5389,0.0000
