# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
269,controllerType=0 controllerNumber=1 scan=272,1,Unknown,ms1,87.65,595.2628,0.0000
958,controllerType=0 controllerNumber=1 scan=961,1,Unknown,ms1,311.56,595.2627,43785.9648
1287,controllerType=0 controllerNumber=1 scan=1290,1,Unknown,ms1,417.80,595.2629,12469.0830
1406,controllerType=0 controllerNumber=1 scan=1410,1,Unknown,ms1,457.43,595.2627,44306.9727
1410,controllerType=0 controllerNumber=1 scan=1414,1,Unknown,ms1,458.69,595.2627,48992.9023
1411,controllerType=0 controllerNumber=1 scan=1415,1,Unknown,ms1,459.00,595.2628,92700.3125
1412,controllerType=0 controllerNumber=1 scan=1416,1,Unknown,ms1,459.32,595.2628,26244.9727
2301,controllerType=0 controllerNumber=1 scan=2343,1,Unknown,ms1,754.07,595.2625,0.0000
2361,controllerType=0 controllerNumber=1 scan=2408,1,Unknown,ms1,775.22,595.2626,0.0000
2945,controllerType=0 controllerNumber=1 scan=3002,1,Unknown,ms1,969.29,595.2627,0.0000
3335,controllerType=0 controllerNumber=1 scan=3399,1,Unknown,ms1,1096.72,595.2628,0.0000
3802,controllerType=0 controllerNumber=1 scan=3893,1,Unknown,ms1,1252.62,595.2626,19210.3906
3898,controllerType=0 controllerNumber=1 scan=4001,1,Unknown,ms1,1285.67,595.2626,0.0000
3936,controllerType=0 controllerNumber=1 scan=4044,1,Unknown,ms1,1298.80,595.2626,27802.9824
4064,controllerType=0 controllerNumber=1 scan=4184,1,Unknown,ms1,1341.97,595.2626,28969.7129
4074,controllerType=0 controllerNumber=1 scan=4194,1,Unknown,ms1,1345.12,595.2627,15551.4717
4097,controllerType=0 controllerNumber=1 scan=4218,1,Unknown,ms1,1352.79,595.2627,10585.2002
4280,controllerType=0 controllerNumber=1 scan=4413,1,Unknown,ms1,1413.51,595.2626,0.0000
4281,controllerType=0 controllerNumber=1 scan=4414,1,Unknown,ms1,1413.83,595.2626,28704.3105
4403,controllerType=0 controllerNumber=1 scan=4547,1,Unknown,ms1,1455.66,595.2627,25857.5859
4420,controllerType=0 controllerNumber=1 scan=4564,1,Unknown,ms1,1461.08,595.2627,0.0000
4429,controllerType=0 controllerNumber=1 scan=4573,1,Unknown,ms1,1463.92,595.2627,0.0000
4441,controllerType=0 controllerNumber=1 scan=4585,1,Unknown,ms1,1467.86,595.2628,0.0000
4459,controllerType=0 controllerNumber=1 scan=4608,1,Unknown,ms1,1474.18,595.2627,17233.2051
4484,controllerType=0 controllerNumber=1 scan=4634,1,Unknown,ms1,1482.70,595.2627,25487.9297
4515,controllerType=0 controllerNumber=1 scan=4669,1,Unknown,ms1,1493.07,595.2627,22907.3379
4553,controllerType=0 controllerNumber=1 scan=4711,1,Unknown,ms1,1506.23,595.2627,27618.7422
4572,controllerType=0 controllerNumber=1 scan=4733,1,Unknown,ms1,1512.95,595.2626,0.0000
4573,controllerType=0 controllerNumber=1 scan=4734,1,Unknown,ms1,1513.27,595.2625,14536.0342
4587,controllerType=0 controllerNumber=1 scan=4755,1,Unknown,ms1,1518.91,595.2624,17701.2793
4590,controllerType=0 controllerNumber=1 scan=4761,1,Unknown,ms1,1520.30,595.2625,18704.9609
4595,controllerType=0 controllerNumber=1 scan=4766,1,Unknown,ms1,1522.04,595.2625,26021.4453
4605,controllerType=0 controllerNumber=1 scan=4779,1,Unknown,ms1,1525.63,595.2624,0.0000
4609,controllerType=0 controllerNumber=1 scan=4785,1,Unknown,ms1,1527.23,595.2625,27012.7930
4614,controllerType=0 controllerNumber=1 scan=4794,1,Unknown,ms1,1529.39,595.2625,27749.6289
4615,controllerType=0 controllerNumber=1 scan=4795,1,Unknown,ms1,1529.71,595.2624,40879.0352
4618,controllerType=0 controllerNumber=1 scan=4800,1,Unknown,ms1,1531.02,595.2625,35015.9961
4620,controllerType=0 controllerNumber=1 scan=4803,1,Unknown,ms1,1531.80,595.2625,39340.8633
4621,controllerType=0 controllerNumber=1 scan=4804,1,Unknown,ms1,1532.11,595.2625,112234.9922
4623,controllerType=0 controllerNumber=1 scan=4808,1,Unknown,ms1,1533.10,595.2626,42094.2227
4624,controllerType=0 controllerNumber=1 scan=4809,1,Unknown,ms1,1533.46,595.2625,47955.9414
4625,controllerType=0 controllerNumber=1 scan=4811,1,Unknown,ms1,1533.88,595.2624,29472.6523
4626,controllerType=0 controllerNumber=1 scan=4814,1,Unknown,ms1,1534.50,595.2624,30941.9063
4628,controllerType=0 controllerNumber=1 scan=4816,1,Unknown,ms1,1535.18,595.2625,46026.3633
4629,controllerType=0 controllerNumber=1 scan=4819,1,Unknown,ms1,1535.91,595.2624,135633.4688
4630,controllerType=0 controllerNumber=1 scan=4820,1,Unknown,ms1,1536.28,595.2625,22478.5508
4631,controllerType=0 controllerNumber=1 scan=4822,1,Unknown,ms1,1536.68,595.2625,98742.3828
4632,controllerType=0 controllerNumber=1 scan=4824,1,Unknown,ms1,1537.11,595.2625,45150.3477
4633,controllerType=0 controllerNumber=1 scan=4826,1,Unknown,ms1,1537.53,595.2625,93468.3984
4634,controllerType=0 controllerNumber=1 scan=4827,1,Unknown,ms1,1537.90,595.2620,188877.8438
4634,controllerType=0 controllerNumber=1 scan=4827,1,Unknown,ms1,1537.90,595.2654,213308.7969
4635,controllerType=0 controllerNumber=1 scan=4828,1,Unknown,ms1,1538.21,595.2624,138909.5625
4636,controllerType=0 controllerNumber=1 scan=4829,1,Unknown,ms1,1538.53,595.2625,11077.0879
4637,controllerType=0 controllerNumber=1 scan=4830,1,Unknown,ms1,1538.84,595.2623,38159.2461
4638,controllerType=0 controllerNumber=1 scan=4832,1,Unknown,ms1,1539.29,595.2626,88083.4375
4640,controllerType=0 controllerNumber=1 scan=4836,1,Unknown,ms1,1540.27,595.2625,30509.7227
4641,controllerType=0 controllerNumber=1 scan=4837,1,Unknown,ms1,1540.59,595.2625,128623.7109
4642,controllerType=0 controllerNumber=1 scan=4838,1,Unknown,ms1,1540.90,595.2626,205120.5781
4643,controllerType=0 controllerNumber=1 scan=4839,1,Unknown,ms1,1541.22,595.2625,86125.6641
4644,controllerType=0 controllerNumber=1 scan=4840,1,Unknown,ms1,1541.53,595.2625,110032.8750
