# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
2045,controllerType=0 controllerNumber=1 scan=2067,1,Unknown,ms1,667.82,34153.1465,869.0520,22503.5879
2244,controllerType=0 controllerNumber=1 scan=2278,1,Unknown,ms1,734.23,33486.5342,869.0516,23909.0020
2246,controllerType=0 controllerNumber=1 scan=2280,1,Unknown,ms1,734.86,9243.3711,869.0517,9243.3711
2250,controllerType=0 controllerNumber=1 scan=2284,1,Unknown,ms1,736.12,14713.8936,869.0516,14713.8936
2268,controllerType=0 controllerNumber=1 scan=2303,1,Unknown,ms1,742.10,14525.8691,869.0516,14525.8691
2310,controllerType=0 controllerNumber=1 scan=2352,1,Unknown,ms1,757.17,36531.4521,869.0516,24946.3066
2730,controllerType=0 controllerNumber=1 scan=2784,1,Unknown,ms1,897.32,50524.2832,869.0522,27609.5371
2920,controllerType=0 controllerNumber=1 scan=2977,1,Unknown,ms1,961.00,33096.5254,869.0580,20918.0664
3374,controllerType=0 controllerNumber=1 scan=3440,1,Unknown,ms1,1109.49,32791.7402,869.0520,20560.8555
3749,controllerType=0 controllerNumber=1 scan=3834,1,Unknown,ms1,1234.59,36960.9668,869.0516,23506.3555
4047,controllerType=0 controllerNumber=1 scan=4164,1,Unknown,ms1,1335.96,35651.0869,869.0520,22705.7031
4072,controllerType=0 controllerNumber=1 scan=4192,1,Unknown,ms1,1344.49,33421.2324,869.0521,21490.1621
4079,controllerType=0 controllerNumber=1 scan=4199,1,Unknown,ms1,1346.70,47758.8711,869.0522,25687.8008
4096,controllerType=0 controllerNumber=1 scan=4217,1,Unknown,ms1,1352.42,54642.9844,869.0582,27782.5449
4573,controllerType=0 controllerNumber=1 scan=4734,1,Unknown,ms1,1513.27,17417.5273,869.0518,17417.5273
4679,controllerType=0 controllerNumber=1 scan=4888,1,Unknown,ms1,1554.96,34048.4199,869.0580,21632.8965
4767,controllerType=0 controllerNumber=1 scan=5005,1,Unknown,ms1,1587.50,11661.4277,869.0519,11661.4277
4769,controllerType=0 controllerNumber=1 scan=5007,1,Unknown,ms1,1588.13,38712.2061,869.0519,25427.2695
4808,controllerType=0 controllerNumber=1 scan=5069,1,Unknown,ms1,1604.23,83285.0000,869.0516,43629.7969
4810,controllerType=0 controllerNumber=1 scan=5076,1,Unknown,ms1,1605.68,61039.5313,869.0517,32947.2031
4817,controllerType=0 controllerNumber=1 scan=5083,1,Unknown,ms1,1608.10,42454.6035,869.0517,26033.3809
4824,controllerType=0 controllerNumber=1 scan=5092,1,Unknown,ms1,1610.61,71727.3242,869.0520,38493.6484
4835,controllerType=0 controllerNumber=1 scan=5106,1,Unknown,ms1,1614.51,43680.5723,869.0520,26845.4629
4841,controllerType=0 controllerNumber=1 scan=5115,1,Unknown,ms1,1617.06,64304.7129,869.0518,36149.4258
4845,controllerType=0 controllerNumber=1 scan=5123,1,Unknown,ms1,1618.92,51676.1211,869.0518,31793.1523
4852,controllerType=0 controllerNumber=1 scan=5139,1,Unknown,ms1,1622.58,11555.0322,869.0515,11555.0322
4854,controllerType=0 controllerNumber=1 scan=5142,1,Unknown,ms1,1623.36,20294.5820,869.0516,20294.5820
4857,controllerType=0 controllerNumber=1 scan=5147,1,Unknown,ms1,1624.64,78399.8711,869.0514,41766.7578
4860,controllerType=0 controllerNumber=1 scan=5152,1,Unknown,ms1,1625.85,18780.9785,869.0513,18780.9785
4867,controllerType=0 controllerNumber=1 scan=5168,1,Unknown,ms1,1629.46,56883.3184,869.0511,36343.1563
4877,controllerType=0 controllerNumber=1 scan=5187,1,Unknown,ms1,1634.14,19352.8984,869.0567,19352.8984
4907,controllerType=0 controllerNumber=1 scan=5239,1,Unknown,ms1,1647.40,22519.5234,869.0570,22519.5234
4929,controllerType=0 controllerNumber=1 scan=5275,1,Unknown,ms1,1656.82,45071.5205,869.0513,30035.2773
4941,controllerType=0 controllerNumber=1 scan=5296,1,Unknown,ms1,1661.90,16118.3584,869.0514,16118.3584
4949,controllerType=0 controllerNumber=1 scan=5315,1,Unknown,ms1,1666.15,25854.7910,869.0514,25854.7910
4956,controllerType=0 controllerNumber=1 scan=5331,1,Unknown,ms1,1670.00,67294.3555,869.0513,44298.3906
4960,controllerType=0 controllerNumber=1 scan=5338,1,Unknown,ms1,1671.70,26170.8750,869.0513,26170.8750
4968,controllerType=0 controllerNumber=1 scan=5364,1,Unknown,ms1,1676.97,45909.1563,869.0570,45909.1563
4969,controllerType=0 controllerNumber=1 scan=5365,1,Unknown,ms1,1677.34,25747.5059,869.0513,25747.5059
4981,controllerType=0 controllerNumber=1 scan=5409,1,Unknown,ms1,1685.99,25047.8145,869.0511,25047.8145
5003,controllerType=0 controllerNumber=1 scan=5500,1,Unknown,ms1,1702.36,830657.0000,869.0512,554882.1875
5008,controllerType=0 controllerNumber=1 scan=5508,1,Unknown,ms1,1704.28,941113.4375,869.0513,841488.7500
5012,controllerType=0 controllerNumber=1 scan=5516,1,Unknown,ms1,1706.18,662102.3906,869.0514,570277.3750
5016,controllerType=0 controllerNumber=1 scan=5524,1,Unknown,ms1,1708.06,229117.5000,869.0514,229117.5000
5017,controllerType=0 controllerNumber=1 scan=5526,1,Unknown,ms1,1708.47,875720.4063,869.0526,701966.5625
5020,controllerType=0 controllerNumber=1 scan=5533,1,Unknown,ms1,1710.04,1522781.4375,869.0511,993653.1875
5021,controllerType=0 controllerNumber=1 scan=5534,1,Unknown,ms1,1710.40,319850.3281,869.0514,217204.0469
5022,controllerType=0 controllerNumber=1 scan=5535,1,Unknown,ms1,1710.72,533533.1719,869.0515,467333.7188
5023,controllerType=0 controllerNumber=1 scan=5538,1,Unknown,ms1,1711.26,69608.1953,869.0514,69608.1953
5024,controllerType=0 controllerNumber=1 scan=5545,1,Unknown,ms1,1712.42,164409.8594,869.0513,164409.8594
5025,controllerType=0 controllerNumber=1 scan=5546,1,Unknown,ms1,1712.79,205397.0859,869.0513,129196.0313
5028,controllerType=0 controllerNumber=1 scan=5559,1,Unknown,ms1,1715.17,328574.7461,869.0512,271492.4375
5030,controllerType=0 controllerNumber=1 scan=5573,1,Unknown,ms1,1717.48,170581.6641,869.0509,138573.0156
5031,controllerType=0 controllerNumber=1 scan=5577,1,Unknown,ms1,1718.10,394733.6094,869.0519,295257.0313
5032,controllerType=0 controllerNumber=1 scan=5580,1,Unknown,ms1,1718.65,267381.4688,869.0562,267381.4688
5033,controllerType=0 controllerNumber=1 scan=5584,1,Unknown,ms1,1719.34,402917.8438,869.0539,402917.8438
5034,controllerType=0 controllerNumber=1 scan=5593,1,Unknown,ms1,1720.82,825637.8438,869.0524,584678.8750
5035,controllerType=0 controllerNumber=1 scan=5601,1,Unknown,ms1,1722.32,820111.4844,869.0520,577096.0625
5036,controllerType=0 controllerNumber=1 scan=5607,1,Unknown,ms1,1723.26,1389131.2188,869.0512,962485.2500
5037,controllerType=0 controllerNumber=1 scan=5616,1,Unknown,ms1,1724.61,308166.9063,869.0568,308166.9063
5038,controllerType=0 controllerNumber=1 scan=5619,1,Unknown,ms1,1725.09,1290957.6563,869.0509,885378.5000
