# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
859,controllerType=0 controllerNumber=1 scan=862,1,Unknown,ms1,279.67,15557.4072,1071.7826,15557.4072
988,controllerType=0 controllerNumber=1 scan=991,1,Unknown,ms1,321.23,52991.3145,1071.7910,30273.4102
1350,controllerType=0 controllerNumber=1 scan=1354,1,Unknown,ms1,438.94,11398.0293,1071.7826,11398.0293
1460,controllerType=0 controllerNumber=1 scan=1465,1,Unknown,ms1,475.16,34801.2822,1071.7908,22262.0469
1526,controllerType=0 controllerNumber=1 scan=1532,1,Unknown,ms1,496.79,10722.4189,1071.7825,10722.4189
1568,controllerType=0 controllerNumber=1 scan=1575,1,Unknown,ms1,510.64,11075.0186,1071.7909,11075.0186
1573,controllerType=0 controllerNumber=1 scan=1580,1,Unknown,ms1,512.32,10613.8330,1071.7910,10613.8330
1639,controllerType=0 controllerNumber=1 scan=1647,1,Unknown,ms1,533.95,55159.3887,1071.7906,29032.0801
1663,controllerType=0 controllerNumber=1 scan=1672,1,Unknown,ms1,541.87,10094.7637,1071.7825,10094.7637
1715,controllerType=0 controllerNumber=1 scan=1725,1,Unknown,ms1,558.56,76118.1992,1071.7825,38774.8203
1737,controllerType=0 controllerNumber=1 scan=1747,1,Unknown,ms1,565.61,54160.1719,1071.7825,30109.4531
1801,controllerType=0 controllerNumber=1 scan=1815,1,Unknown,ms1,586.78,35593.5273,1071.7823,23040.4219
1817,controllerType=0 controllerNumber=1 scan=1831,1,Unknown,ms1,592.09,47686.2754,1071.7907,25791.6973
1925,controllerType=0 controllerNumber=1 scan=1943,1,Unknown,ms1,628.35,37518.9561,1071.7906,23051.4980
1990,controllerType=0 controllerNumber=1 scan=2010,1,Unknown,ms1,649.96,17919.2168,1071.7822,17919.2168
2029,controllerType=0 controllerNumber=1 scan=2049,1,Unknown,ms1,662.42,11710.5967,1071.7905,11710.5967
2299,controllerType=0 controllerNumber=1 scan=2341,1,Unknown,ms1,753.44,8491.1104,1071.7821,8491.1104
2701,controllerType=0 controllerNumber=1 scan=2755,1,Unknown,ms1,887.71,20523.6582,1071.7828,20523.6582
2716,controllerType=0 controllerNumber=1 scan=2770,1,Unknown,ms1,892.60,36127.7393,1071.7909,24066.8613
2779,controllerType=0 controllerNumber=1 scan=2835,1,Unknown,ms1,914.32,15312.5244,1071.7825,15312.5244
2783,controllerType=0 controllerNumber=1 scan=2839,1,Unknown,ms1,915.63,56577.4551,1071.7907,30836.8379
2992,controllerType=0 controllerNumber=1 scan=3049,1,Unknown,ms1,984.68,11678.4385,1071.7905,11678.4385
3522,controllerType=0 controllerNumber=1 scan=3594,1,Unknown,ms1,1158.87,14476.5518,1071.7824,14476.5518
3582,controllerType=0 controllerNumber=1 scan=3658,1,Unknown,ms1,1179.47,71048.4512,1071.7819,42943.1484
3628,controllerType=0 controllerNumber=1 scan=3705,1,Unknown,ms1,1194.38,64557.9648,1071.7904,37873.8750
3652,controllerType=0 controllerNumber=1 scan=3732,1,Unknown,ms1,1202.76,52293.9199,1071.7822,29175.1426
3660,controllerType=0 controllerNumber=1 scan=3740,1,Unknown,ms1,1205.43,10233.1455,1071.7820,10233.1455
3696,controllerType=0 controllerNumber=1 scan=3780,1,Unknown,ms1,1217.51,82671.7461,1071.7820,44449.2539
3707,controllerType=0 controllerNumber=1 scan=3791,1,Unknown,ms1,1220.98,34244.1982,1071.7904,25503.5840
3792,controllerType=0 controllerNumber=1 scan=3881,1,Unknown,ms1,1249.11,18355.7676,1071.7905,18355.7676
3807,controllerType=0 controllerNumber=1 scan=3898,1,Unknown,ms1,1254.19,40172.1592,1071.7903,25866.0938
3828,controllerType=0 controllerNumber=1 scan=3922,1,Unknown,ms1,1261.45,69298.2207,1071.7904,39756.9844
3836,controllerType=0 controllerNumber=1 scan=3933,1,Unknown,ms1,1264.59,34799.9482,1071.7900,24550.5645
4212,controllerType=0 controllerNumber=1 scan=4340,1,Unknown,ms1,1390.52,48196.4014,1071.7909,32104.9199
4283,controllerType=0 controllerNumber=1 scan=4416,1,Unknown,ms1,1414.46,10022.2217,1071.7903,10022.2217
4305,controllerType=0 controllerNumber=1 scan=4440,1,Unknown,ms1,1422.05,15933.3740,1071.7905,15933.3740
4983,controllerType=0 controllerNumber=1 scan=5418,1,Unknown,ms1,1687.70,111805.8750,1071.7892,111805.8750
4984,controllerType=0 controllerNumber=1 scan=5423,1,Unknown,ms1,1688.63,139680.0000,1071.7890,139680.0000
4985,controllerType=0 controllerNumber=1 scan=5424,1,Unknown,ms1,1688.99,426636.3438,1071.7823,218084.8750
4986,controllerType=0 controllerNumber=1 scan=5427,1,Unknown,ms1,1689.54,228767.9844,1071.7845,228767.9844
4987,controllerType=0 controllerNumber=1 scan=5433,1,Unknown,ms1,1690.55,118888.2813,1071.7884,118888.2813
4988,controllerType=0 controllerNumber=1 scan=5440,1,Unknown,ms1,1691.72,143013.8438,1071.7876,143013.8438
4989,controllerType=0 controllerNumber=1 scan=5441,1,Unknown,ms1,1692.09,159966.3125,1071.7878,159966.3125
5314,controllerType=0 controllerNumber=1 scan=6862,1,Unknown,ms1,1952.77,52816.8750,1071.7898,52816.8750
5357,controllerType=0 controllerNumber=1 scan=7059,1,Unknown,ms1,1989.30,139789.0313,1071.7890,139789.0313
5359,controllerType=0 controllerNumber=1 scan=7073,1,Unknown,ms1,1991.82,143212.4688,1071.7889,143212.4688
5360,controllerType=0 controllerNumber=1 scan=7077,1,Unknown,ms1,1992.59,170644.5000,1071.7890,170644.5000
5361,controllerType=0 controllerNumber=1 scan=7084,1,Unknown,ms1,1993.76,166196.4219,1071.7888,166196.4219
5364,controllerType=0 controllerNumber=1 scan=7101,1,Unknown,ms1,1996.95,94227.7656,1071.7888,94227.7656
5410,controllerType=0 controllerNumber=1 scan=7265,1,Unknown,ms1,2028.62,166014.1719,1071.7896,166014.1719
5451,controllerType=0 controllerNumber=1 scan=7382,1,Unknown,ms1,2052.63,592638.5313,1071.7900,321629.0313
5466,controllerType=0 controllerNumber=1 scan=7432,1,Unknown,ms1,2062.31,327528.8750,1071.7891,327528.8750
5475,controllerType=0 controllerNumber=1 scan=7520,1,Unknown,ms1,2076.82,140159.7969,1071.7872,140159.7969
5476,controllerType=0 controllerNumber=1 scan=7526,1,Unknown,ms1,2077.83,223918.5938,1071.7874,223918.5938
5477,controllerType=0 controllerNumber=1 scan=7533,1,Unknown,ms1,2079.00,814343.4063,1071.7831,420028.8438
5478,controllerType=0 controllerNumber=1 scan=7541,1,Unknown,ms1,2080.33,536540.1875,1071.7882,536540.1875
