# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
548,controllerType=0 controllerNumber=1 scan=551,1,Unknown,ms1,177.93,814.3433,20370.4902
1505,controllerType=0 controllerNumber=1 scan=1511,1,Unknown,ms1,489.91,814.3434,0.0000
1539,controllerType=0 controllerNumber=1 scan=1546,1,Unknown,ms1,501.14,814.3434,0.0000
1545,controllerType=0 controllerNumber=1 scan=1552,1,Unknown,ms1,503.33,814.3433,0.0000
2413,controllerType=0 controllerNumber=1 scan=2462,1,Unknown,ms1,792.75,814.3433,23356.4688
3208,controllerType=0 controllerNumber=1 scan=3268,1,Unknown,ms1,1055.26,814.3432,23117.5703
4562,controllerType=0 controllerNumber=1 scan=4721,1,Unknown,ms1,1509.35,814.3431,0.0000
4565,controllerType=0 controllerNumber=1 scan=4725,1,Unknown,ms1,1510.44,814.3432,24496.3340
4646,controllerType=0 controllerNumber=1 scan=4842,1,Unknown,ms1,1542.16,814.3428,31754.4434
4665,controllerType=0 controllerNumber=1 scan=4869,1,Unknown,ms1,1549.63,814.3431,24063.8613
4695,controllerType=0 controllerNumber=1 scan=4911,1,Unknown,ms1,1561.00,814.3432,24947.3320
4790,controllerType=0 controllerNumber=1 scan=5040,1,Unknown,ms1,1596.77,814.3431,16178.9590
4800,controllerType=0 controllerNumber=1 scan=5053,1,Unknown,ms1,1600.53,814.3429,39971.8398
4814,controllerType=0 controllerNumber=1 scan=5080,1,Unknown,ms1,1607.15,814.3430,0.0000
4816,controllerType=0 controllerNumber=1 scan=5082,1,Unknown,ms1,1607.78,814.3429,0.0000
4817,controllerType=0 controllerNumber=1 scan=5083,1,Unknown,ms1,1608.10,814.3430,0.0000
4818,controllerType=0 controllerNumber=1 scan=5084,1,Unknown,ms1,1608.41,814.3430,0.0000
4819,controllerType=0 controllerNumber=1 scan=5085,1,Unknown,ms1,1608.73,814.3431,0.0000
4820,controllerType=0 controllerNumber=1 scan=5086,1,Unknown,ms1,1609.04,814.3431,0.0000
4822,controllerType=0 controllerNumber=1 scan=5089,1,Unknown,ms1,1609.83,814.3431,0.0000
4825,controllerType=0 controllerNumber=1 scan=5095,1,Unknown,ms1,1611.15,814.3431,0.0000
4826,controllerType=0 controllerNumber=1 scan=5096,1,Unknown,ms1,1611.52,814.3399,0.0000
4826,controllerType=0 controllerNumber=1 scan=5096,1,Unknown,ms1,1611.52,814.3454,0.0000
4827,controllerType=0 controllerNumber=1 scan=5098,1,Unknown,ms1,1611.93,814.3405,0.0000
4827,controllerType=0 controllerNumber=1 scan=5098,1,Unknown,ms1,1611.93,814.3460,6705.7876
4828,controllerType=0 controllerNumber=1 scan=5099,1,Unknown,ms1,1612.30,814.3431,0.0000
4829,controllerType=0 controllerNumber=1 scan=5100,1,Unknown,ms1,1612.61,814.3440,0.0000
4830,controllerType=0 controllerNumber=1 scan=5101,1,Unknown,ms1,1612.93,814.3406,0.0000
