# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
416,controllerType=0 controllerNumber=1 scan=419,1,Unknown,ms1,134.86,14401.6406,1089.4463,14401.6406
674,controllerType=0 controllerNumber=1 scan=677,1,Unknown,ms1,219.11,51894.2246,1089.4547,28272.5039
780,controllerType=0 controllerNumber=1 scan=783,1,Unknown,ms1,254.02,17686.9023,1089.4462,17686.9023
1500,controllerType=0 controllerNumber=1 scan=1506,1,Unknown,ms1,488.33,16026.8506,1089.4462,16026.8506
1565,controllerType=0 controllerNumber=1 scan=1572,1,Unknown,ms1,509.64,54533.8457,1089.4547,30194.3594
1653,controllerType=0 controllerNumber=1 scan=1661,1,Unknown,ms1,538.36,56427.7754,1089.4547,30391.1250
1716,controllerType=0 controllerNumber=1 scan=1726,1,Unknown,ms1,558.88,17844.4063,1089.4462,17844.4063
1731,controllerType=0 controllerNumber=1 scan=1741,1,Unknown,ms1,563.72,51445.1621,1089.4546,30376.9863
1790,controllerType=0 controllerNumber=1 scan=1803,1,Unknown,ms1,583.18,55780.8027,1089.4463,36383.4883
1818,controllerType=0 controllerNumber=1 scan=1832,1,Unknown,ms1,592.45,59650.1914,1089.4547,32067.9746
2011,controllerType=0 controllerNumber=1 scan=2031,1,Unknown,ms1,656.74,41043.2275,1089.4545,25703.9141
2041,controllerType=0 controllerNumber=1 scan=2063,1,Unknown,ms1,666.56,48377.6631,1089.4459,32876.4492
2055,controllerType=0 controllerNumber=1 scan=2077,1,Unknown,ms1,670.97,49856.4219,1089.4459,27592.2109
2079,controllerType=0 controllerNumber=1 scan=2101,1,Unknown,ms1,678.76,16779.5898,1089.4459,16779.5898
2148,controllerType=0 controllerNumber=1 scan=2171,1,Unknown,ms1,701.56,33697.1885,1089.4546,21696.8359
2298,controllerType=0 controllerNumber=1 scan=2340,1,Unknown,ms1,753.12,59162.9512,1089.4457,30077.5781
2397,controllerType=0 controllerNumber=1 scan=2445,1,Unknown,ms1,787.29,16113.6357,1089.4462,16113.6357
2398,controllerType=0 controllerNumber=1 scan=2446,1,Unknown,ms1,787.60,15911.4131,1089.4461,15911.4131
2412,controllerType=0 controllerNumber=1 scan=2461,1,Unknown,ms1,792.44,48811.1680,1089.4547,26141.5723
2441,controllerType=0 controllerNumber=1 scan=2490,1,Unknown,ms1,801.79,49019.2813,1089.4462,30785.8125
2466,controllerType=0 controllerNumber=1 scan=2516,1,Unknown,ms1,810.08,50542.1523,1089.4462,27684.2441
2540,controllerType=0 controllerNumber=1 scan=2592,1,Unknown,ms1,834.81,15406.8359,1089.4544,15406.8359
2700,controllerType=0 controllerNumber=1 scan=2754,1,Unknown,ms1,887.40,66084.0625,1089.4549,39971.4883
2704,controllerType=0 controllerNumber=1 scan=2758,1,Unknown,ms1,888.66,16932.2500,1089.4463,16932.2500
2749,controllerType=0 controllerNumber=1 scan=2804,1,Unknown,ms1,903.88,58567.5156,1089.4549,33547.2695
2817,controllerType=0 controllerNumber=1 scan=2873,1,Unknown,ms1,926.77,14270.7383,1089.4546,14270.7383
2825,controllerType=0 controllerNumber=1 scan=2881,1,Unknown,ms1,929.29,60457.4531,1089.4547,32613.6289
2968,controllerType=0 controllerNumber=1 scan=3025,1,Unknown,ms1,977.06,13816.0488,1089.4460,13816.0488
3013,controllerType=0 controllerNumber=1 scan=3070,1,Unknown,ms1,991.51,71698.0195,1089.4462,44484.5273
3211,controllerType=0 controllerNumber=1 scan=3271,1,Unknown,ms1,1056.20,36345.4971,1089.4546,21364.7148
3490,controllerType=0 controllerNumber=1 scan=3560,1,Unknown,ms1,1147.97,20045.0898,1089.4457,20045.0898
3494,controllerType=0 controllerNumber=1 scan=3565,1,Unknown,ms1,1149.34,42473.0938,1089.4545,25418.8809
3617,controllerType=0 controllerNumber=1 scan=3694,1,Unknown,ms1,1190.87,52033.2695,1089.4542,33334.7188
3631,controllerType=0 controllerNumber=1 scan=3709,1,Unknown,ms1,1195.47,65087.2539,1089.4542,39226.5039
3634,controllerType=0 controllerNumber=1 scan=3713,1,Unknown,ms1,1196.58,14257.1064,1089.4458,14257.1064
3636,controllerType=0 controllerNumber=1 scan=3716,1,Unknown,ms1,1197.36,49793.8047,1089.4456,33051.9102
3651,controllerType=0 controllerNumber=1 scan=3731,1,Unknown,ms1,1202.39,11096.9932,1089.4457,11096.9932
