# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
3150,controllerType=0 controllerNumber=1 scan=3209,1,Unknown,ms1,1036.61,8485.0254,796.3516,8485.0254
4866,controllerType=0 controllerNumber=1 scan=5166,1,Unknown,ms1,1629.05,15541.3594,796.3507,15541.3594
4964,controllerType=0 controllerNumber=1 scan=5350,1,Unknown,ms1,1674.20,45424.0234,796.3508,45424.0234
4982,controllerType=0 controllerNumber=1 scan=5410,1,Unknown,ms1,1686.37,26537.8418,796.3507,26537.8418
4984,controllerType=0 controllerNumber=1 scan=5423,1,Unknown,ms1,1688.63,52946.0195,796.3502,52946.0195
4985,controllerType=0 controllerNumber=1 scan=5424,1,Unknown,ms1,1688.99,28984.7168,796.3502,28984.7168
4987,controllerType=0 controllerNumber=1 scan=5433,1,Unknown,ms1,1690.55,52839.9023,796.3498,52839.9023
5019,controllerType=0 controllerNumber=1 scan=5530,1,Unknown,ms1,1709.51,106237.4453,796.3457,106237.4453
5024,controllerType=0 controllerNumber=1 scan=5545,1,Unknown,ms1,1712.42,188019.2031,796.3508,188019.2031
5026,controllerType=0 controllerNumber=1 scan=5551,1,Unknown,ms1,1713.64,261495.6250,796.3507,261495.6250
5027,controllerType=0 controllerNumber=1 scan=5552,1,Unknown,ms1,1714.01,367118.0938,796.3507,367118.0938
5028,controllerType=0 controllerNumber=1 scan=5559,1,Unknown,ms1,1715.17,824464.6563,796.3473,505180.9688
5029,controllerType=0 controllerNumber=1 scan=5564,1,Unknown,ms1,1716.20,502104.5313,796.3487,502104.5313
5030,controllerType=0 controllerNumber=1 scan=5573,1,Unknown,ms1,1717.48,704301.7500,796.3495,704301.7500
5031,controllerType=0 controllerNumber=1 scan=5577,1,Unknown,ms1,1718.10,725025.9375,796.3462,424032.3750
5032,controllerType=0 controllerNumber=1 scan=5580,1,Unknown,ms1,1718.65,222214.1563,796.3503,222214.1563
5033,controllerType=0 controllerNumber=1 scan=5584,1,Unknown,ms1,1719.34,434805.7344,796.3477,270219.1875
5034,controllerType=0 controllerNumber=1 scan=5593,1,Unknown,ms1,1720.82,603975.6406,796.3464,366979.4375
5035,controllerType=0 controllerNumber=1 scan=5601,1,Unknown,ms1,1722.32,90505.2813,796.3503,90505.2813
5036,controllerType=0 controllerNumber=1 scan=5607,1,Unknown,ms1,1723.26,66259.5547,796.3501,66259.5547
5037,controllerType=0 controllerNumber=1 scan=5616,1,Unknown,ms1,1724.61,100005.6484,796.3501,100005.6484
5039,controllerType=0 controllerNumber=1 scan=5624,1,Unknown,ms1,1725.93,185421.1719,796.3504,185421.1719
5043,controllerType=0 controllerNumber=1 scan=5641,1,Unknown,ms1,1729.00,53529.3711,796.3505,53529.3711
5044,controllerType=0 controllerNumber=1 scan=5646,1,Unknown,ms1,1729.86,37188.4961,796.3506,37188.4961
5045,controllerType=0 controllerNumber=1 scan=5652,1,Unknown,ms1,1731.00,54292.0781,796.3507,54292.0781
5047,controllerType=0 controllerNumber=1 scan=5658,1,Unknown,ms1,1732.22,90082.9844,796.3507,90082.9844
5048,controllerType=0 controllerNumber=1 scan=5659,1,Unknown,ms1,1732.59,36918.9766,796.3507,36918.9766
5049,controllerType=0 controllerNumber=1 scan=5666,1,Unknown,ms1,1733.75,23683.0410,796.3509,23683.0410
5051,controllerType=0 controllerNumber=1 scan=5671,1,Unknown,ms1,1734.81,30005.0898,796.3508,30005.0898
5052,controllerType=0 controllerNumber=1 scan=5675,1,Unknown,ms1,1735.59,46625.1523,796.3509,46625.1523
5053,controllerType=0 controllerNumber=1 scan=5676,1,Unknown,ms1,1735.96,67134.3438,796.3508,67134.3438
5056,controllerType=0 controllerNumber=1 scan=5689,1,Unknown,ms1,1738.34,49555.2305,796.3509,49555.2305
5057,controllerType=0 controllerNumber=1 scan=5695,1,Unknown,ms1,1739.36,179378.1094,796.3457,120062.5938
5058,controllerType=0 controllerNumber=1 scan=5700,1,Unknown,ms1,1740.29,70133.8945,796.3458,48489.2422
5059,controllerType=0 controllerNumber=1 scan=5701,1,Unknown,ms1,1740.66,75254.6563,796.3458,39536.5156
5061,controllerType=0 controllerNumber=1 scan=5710,1,Unknown,ms1,1742.16,46922.5205,796.3460,34232.1484
5063,controllerType=0 controllerNumber=1 scan=5714,1,Unknown,ms1,1743.07,161164.5977,796.3460,104898.0156
5064,controllerType=0 controllerNumber=1 scan=5715,1,Unknown,ms1,1743.43,82878.8184,796.3459,59473.4375
5070,controllerType=0 controllerNumber=1 scan=5754,1,Unknown,ms1,1750.07,21249.8809,796.3509,21249.8809
5085,controllerType=0 controllerNumber=1 scan=5818,1,Unknown,ms1,1762.33,51684.7656,796.3506,51684.7656
5089,controllerType=0 controllerNumber=1 scan=5833,1,Unknown,ms1,1765.27,65311.8086,796.3506,65311.8086
5092,controllerType=0 controllerNumber=1 scan=5844,1,Unknown,ms1,1767.55,87919.8984,796.3507,87919.8984
5106,controllerType=0 controllerNumber=1 scan=5887,1,Unknown,ms1,1776.13,23838.0742,796.3503,23838.0742
5107,controllerType=0 controllerNumber=1 scan=5894,1,Unknown,ms1,1777.30,83417.1016,796.3503,83417.1016
5112,controllerType=0 controllerNumber=1 scan=5908,1,Unknown,ms1,1780.18,128989.5625,796.3503,128989.5625
5127,controllerType=0 controllerNumber=1 scan=5973,1,Unknown,ms1,1792.27,123990.8633,796.3479,99143.8750
5128,controllerType=0 controllerNumber=1 scan=5979,1,Unknown,ms1,1793.28,44361.8867,796.3505,44361.8867
5131,controllerType=0 controllerNumber=1 scan=5991,1,Unknown,ms1,1795.51,55881.9688,796.3505,55881.9688
5133,controllerType=0 controllerNumber=1 scan=6003,1,Unknown,ms1,1797.61,27278.2344,796.3505,27278.2344
5134,controllerType=0 controllerNumber=1 scan=6010,1,Unknown,ms1,1798.78,52761.5977,796.3505,52761.5977
5136,controllerType=0 controllerNumber=1 scan=6024,1,Unknown,ms1,1801.11,102990.4063,796.3497,102990.4063
5137,controllerType=0 controllerNumber=1 scan=6032,1,Unknown,ms1,1802.31,29128.4160,796.3503,29128.4160
5138,controllerType=0 controllerNumber=1 scan=6033,1,Unknown,ms1,1802.67,39193.8867,796.3504,39193.8867
5139,controllerType=0 controllerNumber=1 scan=6037,1,Unknown,ms1,1803.37,73023.5313,796.3503,73023.5313
5142,controllerType=0 controllerNumber=1 scan=6051,1,Unknown,ms1,1805.76,46475.9766,796.3502,46475.9766
5143,controllerType=0 controllerNumber=1 scan=6057,1,Unknown,ms1,1806.86,19492.5156,796.3503,19492.5156
