# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
352,controllerType=0 controllerNumber=1 scan=355,1,Unknown,ms1,114.31,10954.8760,901.4297,10954.8760
502,controllerType=0 controllerNumber=1 scan=505,1,Unknown,ms1,163.11,27528.4824,901.4297,27528.4824
678,controllerType=0 controllerNumber=1 scan=681,1,Unknown,ms1,220.37,18028.7031,901.4296,18028.7031
934,controllerType=0 controllerNumber=1 scan=937,1,Unknown,ms1,303.84,24542.2500,901.4298,24542.2500
1104,controllerType=0 controllerNumber=1 scan=1107,1,Unknown,ms1,358.80,22931.6094,901.4298,22931.6094
1701,controllerType=0 controllerNumber=1 scan=1711,1,Unknown,ms1,554.15,7787.0830,901.4297,7787.0830
2166,controllerType=0 controllerNumber=1 scan=2192,1,Unknown,ms1,707.95,20666.1602,901.4295,20666.1602
3407,controllerType=0 controllerNumber=1 scan=3475,1,Unknown,ms1,1120.47,12834.2451,901.4294,12834.2451
3765,controllerType=0 controllerNumber=1 scan=3853,1,Unknown,ms1,1240.24,26102.6719,901.4293,26102.6719
4009,controllerType=0 controllerNumber=1 scan=4123,1,Unknown,ms1,1323.45,23723.3281,901.4296,23723.3281
4058,controllerType=0 controllerNumber=1 scan=4178,1,Unknown,ms1,1339.86,8359.3203,901.4296,8359.3203
4111,controllerType=0 controllerNumber=1 scan=4233,1,Unknown,ms1,1357.35,22399.6914,901.4296,22399.6914
4157,controllerType=0 controllerNumber=1 scan=4281,1,Unknown,ms1,1372.35,26909.7129,901.4297,26909.7129
4203,controllerType=0 controllerNumber=1 scan=4331,1,Unknown,ms1,1387.63,20234.2051,901.4298,20234.2051
4232,controllerType=0 controllerNumber=1 scan=4362,1,Unknown,ms1,1397.36,31843.3535,901.4298,31843.3535
5479,controllerType=0 controllerNumber=1 scan=7549,1,Unknown,ms1,2081.65,35126.9844,901.4274,35126.9844
5480,controllerType=0 controllerNumber=1 scan=7562,1,Unknown,ms1,2083.66,104086.9612,901.4260,102642.8594
5481,controllerType=0 controllerNumber=1 scan=7571,1,Unknown,ms1,2085.14,174926.4937,901.4254,173284.4688
5482,controllerType=0 controllerNumber=1 scan=7582,1,Unknown,ms1,2087.11,328698.0000,901.4286,328698.0000
5483,controllerType=0 controllerNumber=1 scan=7586,1,Unknown,ms1,2087.81,681042.7383,901.4276,624440.3750
5484,controllerType=0 controllerNumber=1 scan=7592,1,Unknown,ms1,2088.81,1579449.2813,901.4272,1298196.7500
5485,controllerType=0 controllerNumber=1 scan=7598,1,Unknown,ms1,2089.74,1462898.9375,901.4272,1266273.3750
5486,controllerType=0 controllerNumber=1 scan=7602,1,Unknown,ms1,2090.52,1463177.5313,901.4275,1243975.0000
5487,controllerType=0 controllerNumber=1 scan=7603,1,Unknown,ms1,2090.88,1203812.9063,901.4267,1003274.0000
5488,controllerType=0 controllerNumber=1 scan=7607,1,Unknown,ms1,2091.51,1412765.1250,901.4279,1412765.1250
5489,controllerType=0 controllerNumber=1 scan=7612,1,Unknown,ms1,2092.43,1023861.4375,901.4280,1023861.4375
5490,controllerType=0 controllerNumber=1 scan=7613,1,Unknown,ms1,2092.79,1070070.7500,901.4286,1070070.7500
5491,controllerType=0 controllerNumber=1 scan=7620,1,Unknown,ms1,2093.81,851383.5000,901.4285,851383.5000
5492,controllerType=0 controllerNumber=1 scan=7621,1,Unknown,ms1,2094.18,1201261.1250,901.4283,1201261.1250
5493,controllerType=0 controllerNumber=1 scan=7627,1,Unknown,ms1,2095.18,767927.0000,901.4284,767927.0000
5494,controllerType=0 controllerNumber=1 scan=7628,1,Unknown,ms1,2095.55,628328.1875,901.4289,628328.1875
5495,controllerType=0 controllerNumber=1 scan=7631,1,Unknown,ms1,2096.16,589522.3125,901.4282,589522.3125
5496,controllerType=0 controllerNumber=1 scan=7632,1,Unknown,ms1,2096.52,782440.6875,901.4282,782440.6875
5497,controllerType=0 controllerNumber=1 scan=7636,1,Unknown,ms1,2097.22,592329.3750,901.4287,592329.3750
5498,controllerType=0 controllerNumber=1 scan=7637,1,Unknown,ms1,2097.58,659772.3750,901.4281,659772.3750
5499,controllerType=0 controllerNumber=1 scan=7642,1,Unknown,ms1,2098.50,437094.6250,901.4286,437094.6250
5500,controllerType=0 controllerNumber=1 scan=7647,1,Unknown,ms1,2099.48,406435.4375,901.4287,406435.4375
5501,controllerType=0 controllerNumber=1 scan=7651,1,Unknown,ms1,2100.26,246194.1094,901.4289,246194.1094
5502,controllerType=0 controllerNumber=1 scan=7652,1,Unknown,ms1,2100.63,123622.4297,901.4297,123622.4297
5503,controllerType=0 controllerNumber=1 scan=7658,1,Unknown,ms1,2101.53,178357.7813,901.4291,178357.7813
5504,controllerType=0 controllerNumber=1 scan=7665,1,Unknown,ms1,2102.70,165061.7813,901.4295,165061.7813
5505,controllerType=0 controllerNumber=1 scan=7668,1,Unknown,ms1,2103.16,15229.9902,901.4301,15229.9902
5506,controllerType=0 controllerNumber=1 scan=7675,1,Unknown,ms1,2104.30,55618.6914,901.4291,55618.6914
5507,controllerType=0 controllerNumber=1 scan=7684,1,Unknown,ms1,2105.66,2251.8892,901.4290,2251.8892
5508,controllerType=0 controllerNumber=1 scan=7687,1,Unknown,ms1,2106.17,13994.0645,901.4288,13994.0645
5509,controllerType=0 controllerNumber=1 scan=7695,1,Unknown,ms1,2107.49,22100.3281,901.4287,22100.3281
5510,controllerType=0 controllerNumber=1 scan=7696,1,Unknown,ms1,2107.86,91190.1484,901.4287,91190.1484
5514,controllerType=0 controllerNumber=1 scan=7722,1,Unknown,ms1,2112.15,40204.8477,901.4287,40204.8477
5627,controllerType=0 controllerNumber=1 scan=8290,1,Unknown,ms1,2211.29,36076.5313,901.4272,36076.5313
5629,controllerType=0 controllerNumber=1 scan=8304,1,Unknown,ms1,2213.70,56634.8867,901.4278,56634.8867
5635,controllerType=0 controllerNumber=1 scan=8357,1,Unknown,ms1,2222.45,28743.6230,901.4258,28743.6230
5665,controllerType=0 controllerNumber=1 scan=8478,1,Unknown,ms1,2244.73,201538.9063,901.4299,201538.9063
5669,controllerType=0 controllerNumber=1 scan=8490,1,Unknown,ms1,2247.03,200020.4844,901.4293,200020.4844
5683,controllerType=0 controllerNumber=1 scan=8538,1,Unknown,ms1,2256.01,214096.2656,901.4297,214096.2656
5708,controllerType=0 controllerNumber=1 scan=8621,1,Unknown,ms1,2272.36,75043.0859,901.4287,75043.0859
5712,controllerType=0 controllerNumber=1 scan=8643,1,Unknown,ms1,2276.13,76281.6484,901.4285,76281.6484
5802,controllerType=0 controllerNumber=1 scan=9012,1,Unknown,ms1,2342.59,113034.7109,901.4305,113034.7109
5803,controllerType=0 controllerNumber=1 scan=9018,1,Unknown,ms1,2343.45,43461.8359,901.4314,43461.8359
5804,controllerType=0 controllerNumber=1 scan=9025,1,Unknown,ms1,2344.58,95498.7891,901.4277,95498.7891
5805,controllerType=0 controllerNumber=1 scan=9026,1,Unknown,ms1,2344.95,241529.9688,901.4278,241529.9688
5806,controllerType=0 controllerNumber=1 scan=9033,1,Unknown,ms1,2346.10,362082.6563,901.4283,362082.6563
5807,controllerType=0 controllerNumber=1 scan=9034,1,Unknown,ms1,2346.47,259760.4531,901.4270,259760.4531
5808,controllerType=0 controllerNumber=1 scan=9037,1,Unknown,ms1,2347.07,577986.7969,901.4267,453471.3125
5809,controllerType=0 controllerNumber=1 scan=9038,1,Unknown,ms1,2347.44,494556.5313,901.4280,494556.5313
5810,controllerType=0 controllerNumber=1 scan=9039,1,Unknown,ms1,2347.75,459150.1875,901.4269,354145.3125
5811,controllerType=0 controllerNumber=1 scan=9043,1,Unknown,ms1,2348.36,348200.3672,901.4262,310859.5625
5813,controllerType=0 controllerNumber=1 scan=9049,1,Unknown,ms1,2349.64,362129.2500,901.4274,362129.2500
5814,controllerType=0 controllerNumber=1 scan=9050,1,Unknown,ms1,2349.95,79534.0938,901.4301,79534.0938
5816,controllerType=0 controllerNumber=1 scan=9054,1,Unknown,ms1,2350.94,185314.5469,901.4293,185314.5469
5824,controllerType=0 controllerNumber=1 scan=9080,1,Unknown,ms1,2355.95,124149.1484,901.4287,124149.1484
5825,controllerType=0 controllerNumber=1 scan=9081,1,Unknown,ms1,2356.32,100906.4063,901.4285,100906.4063
5888,controllerType=0 controllerNumber=1 scan=9337,1,Unknown,ms1,2403.23,39738.9023,901.4288,39738.9023
5891,controllerType=0 controllerNumber=1 scan=9348,1,Unknown,ms1,2405.31,56067.4219,901.4280,56067.4219
5898,controllerType=0 controllerNumber=1 scan=9378,1,Unknown,ms1,2410.75,46586.6250,901.4276,46586.6250
5944,controllerType=0 controllerNumber=1 scan=9579,1,Unknown,ms1,2446.49,1060063.2500,901.4284,1060063.2500
5966,controllerType=0 controllerNumber=1 scan=9620,1,Unknown,ms1,2456.35,1170065.3750,901.4286,1170065.3750
5967,controllerType=0 controllerNumber=1 scan=9621,1,Unknown,ms1,2456.72,1294560.1250,901.4286,1294560.1250
5969,controllerType=0 controllerNumber=1 scan=9631,1,Unknown,ms1,2458.31,530438.0000,901.4285,530438.0000
5974,controllerType=0 controllerNumber=1 scan=9647,1,Unknown,ms1,2461.33,849820.5625,901.4289,849820.5625
5976,controllerType=0 controllerNumber=1 scan=9652,1,Unknown,ms1,2462.39,1046759.9375,901.4284,1046759.9375
5978,controllerType=0 controllerNumber=1 scan=9656,1,Unknown,ms1,2463.36,404701.9688,901.4284,404701.9688
5980,controllerType=0 controllerNumber=1 scan=9665,1,Unknown,ms1,2464.92,743322.3125,901.4287,743322.3125
5981,controllerType=0 controllerNumber=1 scan=9666,1,Unknown,ms1,2465.29,1188652.8750,901.4283,1188652.8750
5982,controllerType=0 controllerNumber=1 scan=9670,1,Unknown,ms1,2465.97,463390.6563,901.4288,463390.6563
5983,controllerType=0 controllerNumber=1 scan=9677,1,Unknown,ms1,2467.03,628754.6250,901.4286,628754.6250
5986,controllerType=0 controllerNumber=1 scan=9684,1,Unknown,ms1,2468.60,525200.6250,901.4284,525200.6250
5987,controllerType=0 controllerNumber=1 scan=9689,1,Unknown,ms1,2469.45,1291908.3750,901.4279,1291908.3750
5988,controllerType=0 controllerNumber=1 scan=9694,1,Unknown,ms1,2470.25,864831.6875,901.4292,864831.6875
5989,controllerType=0 controllerNumber=1 scan=9695,1,Unknown,ms1,2470.62,798526.6875,901.4288,798526.6875
5990,controllerType=0 controllerNumber=1 scan=9701,1,Unknown,ms1,2471.60,1155906.7500,901.4304,1155906.7500
5991,controllerType=0 controllerNumber=1 scan=9705,1,Unknown,ms1,2472.31,1751354.0000,901.4330,1045339.4375
5992,controllerType=0 controllerNumber=1 scan=9711,1,Unknown,ms1,2473.28,3348185.0000,901.4335,1770929.1250
5993,controllerType=0 controllerNumber=1 scan=9712,1,Unknown,ms1,2473.65,3924664.1250,901.4327,2269605.7500
5994,controllerType=0 controllerNumber=1 scan=9716,1,Unknown,ms1,2474.35,1131178.7500,901.4282,1131178.7500
5995,controllerType=0 controllerNumber=1 scan=9719,1,Unknown,ms1,2474.89,3227573.3750,901.4318,1829864.1250
5996,controllerType=0 controllerNumber=1 scan=9725,1,Unknown,ms1,2475.90,2837556.3750,901.4341,1575292.0000
5997,controllerType=0 controllerNumber=1 scan=9726,1,Unknown,ms1,2476.27,4376766.1250,901.4340,2392221.0000
5998,controllerType=0 controllerNumber=1 scan=9733,1,Unknown,ms1,2477.43,1590511.8750,901.4304,1590511.8750
5999,controllerType=0 controllerNumber=1 scan=9739,1,Unknown,ms1,2478.35,6708036.0000,901.4334,3591416.5000
6000,controllerType=0 controllerNumber=1 scan=9744,1,Unknown,ms1,2479.23,6069144.0000,901.4325,3107228.5000
6001,controllerType=0 controllerNumber=1 scan=9749,1,Unknown,ms1,2480.12,7631492.5000,901.4334,4092000.0000
6002,controllerType=0 controllerNumber=1 scan=9752,1,Unknown,ms1,2480.74,2313918.4375,901.4328,1310017.0000
6003,controllerType=0 controllerNumber=1 scan=9753,1,Unknown,ms1,2481.10,1571790.5000,901.4293,1571790.5000
6004,controllerType=0 controllerNumber=1 scan=9756,1,Unknown,ms1,2481.64,3085555.0000,901.4254,1681776.7500
6005,controllerType=0 controllerNumber=1 scan=9757,1,Unknown,ms1,2482.01,1569922.5000,901.4289,1569922.5000
6006,controllerType=0 controllerNumber=1 scan=9760,1,Unknown,ms1,2482.55,4823444.0000,901.4323,2737943.5000
6007,controllerType=0 controllerNumber=1 scan=9761,1,Unknown,ms1,2482.92,3916484.6250,901.4322,2023884.2500
6008,controllerType=0 controllerNumber=1 scan=9765,1,Unknown,ms1,2483.62,2143261.0000,901.4307,2143261.0000
6009,controllerType=0 controllerNumber=1 scan=9766,1,Unknown,ms1,2483.98,2681364.2500,901.4307,2681364.2500
6010,controllerType=0 controllerNumber=1 scan=9772,1,Unknown,ms1,2484.91,956028.5625,901.4293,956028.5625
6011,controllerType=0 controllerNumber=1 scan=9777,1,Unknown,ms1,2485.77,3634298.5000,901.4340,1961821.7500
6012,controllerType=0 controllerNumber=1 scan=9778,1,Unknown,ms1,2486.13,5318069.7500,901.4336,2686775.2500
6013,controllerType=0 controllerNumber=1 scan=9781,1,Unknown,ms1,2486.67,3461024.8750,901.4337,1768550.3750
6014,controllerType=0 controllerNumber=1 scan=9784,1,Unknown,ms1,2487.21,1965737.7500,901.4280,1965737.7500
6015,controllerType=0 controllerNumber=1 scan=9788,1,Unknown,ms1,2487.91,3624997.3750,901.4273,1842633.3750
