# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
213,controllerType=0 controllerNumber=1 scan=216,1,Unknown,ms1,69.38,909.3954,24142.7910
368,controllerType=0 controllerNumber=1 scan=371,1,Unknown,ms1,119.35,909.3954,9769.9434
602,controllerType=0 controllerNumber=1 scan=605,1,Unknown,ms1,195.88,909.3954,0.0000
739,controllerType=0 controllerNumber=1 scan=742,1,Unknown,ms1,240.73,909.3953,0.0000
739,controllerType=0 controllerNumber=1 scan=742,1,Unknown,ms1,240.73,909.4018,12618.4473
1195,controllerType=0 controllerNumber=1 scan=1198,1,Unknown,ms1,387.82,909.3954,0.0000
1198,controllerType=0 controllerNumber=1 scan=1201,1,Unknown,ms1,388.77,909.3954,11911.5479
1247,controllerType=0 controllerNumber=1 scan=1250,1,Unknown,ms1,404.83,909.3954,10470.8428
1439,controllerType=0 controllerNumber=1 scan=1444,1,Unknown,ms1,468.33,909.3953,0.0000
1462,controllerType=0 controllerNumber=1 scan=1467,1,Unknown,ms1,475.79,909.3954,6189.4844
1864,controllerType=0 controllerNumber=1 scan=1880,1,Unknown,ms1,607.65,909.3953,0.0000
1864,controllerType=0 controllerNumber=1 scan=1880,1,Unknown,ms1,607.65,909.4018,14784.7334
1865,controllerType=0 controllerNumber=1 scan=1881,1,Unknown,ms1,607.97,909.3952,0.0000
1865,controllerType=0 controllerNumber=1 scan=1881,1,Unknown,ms1,607.97,909.4017,12762.1572
2018,controllerType=0 controllerNumber=1 scan=2038,1,Unknown,ms1,658.95,909.3952,0.0000
2018,controllerType=0 controllerNumber=1 scan=2038,1,Unknown,ms1,658.95,909.4017,0.0000
2103,controllerType=0 controllerNumber=1 scan=2125,1,Unknown,ms1,686.44,909.3953,15231.1709
2103,controllerType=0 controllerNumber=1 scan=2125,1,Unknown,ms1,686.44,909.4018,0.0000
2194,controllerType=0 controllerNumber=1 scan=2221,1,Unknown,ms1,717.08,909.3951,26591.6152
2194,controllerType=0 controllerNumber=1 scan=2221,1,Unknown,ms1,717.08,909.4016,24711.6758
3487,controllerType=0 controllerNumber=1 scan=3557,1,Unknown,ms1,1147.02,909.3949,31361.7969
3487,controllerType=0 controllerNumber=1 scan=3557,1,Unknown,ms1,1147.02,909.4014,26684.5586
3601,controllerType=0 controllerNumber=1 scan=3677,1,Unknown,ms1,1185.62,909.3949,34165.5742
3601,controllerType=0 controllerNumber=1 scan=3677,1,Unknown,ms1,1185.62,909.4015,21013.0430
3727,controllerType=0 controllerNumber=1 scan=3811,1,Unknown,ms1,1227.40,909.3949,0.0000
3727,controllerType=0 controllerNumber=1 scan=3811,1,Unknown,ms1,1227.40,909.4014,0.0000
3764,controllerType=0 controllerNumber=1 scan=3852,1,Unknown,ms1,1239.92,909.3950,0.0000
3764,controllerType=0 controllerNumber=1 scan=3852,1,Unknown,ms1,1239.92,909.4015,0.0000
3788,controllerType=0 controllerNumber=1 scan=3877,1,Unknown,ms1,1247.85,909.3950,0.0000
3788,controllerType=0 controllerNumber=1 scan=3877,1,Unknown,ms1,1247.85,909.4015,13216.6533
3808,controllerType=0 controllerNumber=1 scan=3899,1,Unknown,ms1,1254.51,909.3950,0.0000
3808,controllerType=0 controllerNumber=1 scan=3899,1,Unknown,ms1,1254.51,909.4015,0.0000
3967,controllerType=0 controllerNumber=1 scan=4076,1,Unknown,ms1,1308.95,909.3951,9640.3105
3967,controllerType=0 controllerNumber=1 scan=4076,1,Unknown,ms1,1308.95,909.4016,21510.0273
4529,controllerType=0 controllerNumber=1 scan=4685,1,Unknown,ms1,1498.01,909.3954,0.0000
4552,controllerType=0 controllerNumber=1 scan=4710,1,Unknown,ms1,1505.87,909.3952,0.0000
4552,controllerType=0 controllerNumber=1 scan=4710,1,Unknown,ms1,1505.87,909.4017,0.0000
4572,controllerType=0 controllerNumber=1 scan=4733,1,Unknown,ms1,1512.95,909.3952,0.0000
4572,controllerType=0 controllerNumber=1 scan=4733,1,Unknown,ms1,1512.95,909.4017,0.0000
4573,controllerType=0 controllerNumber=1 scan=4734,1,Unknown,ms1,1513.27,909.3950,0.0000
4573,controllerType=0 controllerNumber=1 scan=4734,1,Unknown,ms1,1513.27,909.4015,0.0000
4574,controllerType=0 controllerNumber=1 scan=4736,1,Unknown,ms1,1513.68,909.3951,0.0000
4574,controllerType=0 controllerNumber=1 scan=4736,1,Unknown,ms1,1513.68,909.4016,0.0000
4575,controllerType=0 controllerNumber=1 scan=4739,1,Unknown,ms1,1514.30,909.3950,0.0000
4575,controllerType=0 controllerNumber=1 scan=4739,1,Unknown,ms1,1514.30,909.4015,0.0000
4576,controllerType=0 controllerNumber=1 scan=4740,1,Unknown,ms1,1514.67,909.3950,0.0000
4576,controllerType=0 controllerNumber=1 scan=4740,1,Unknown,ms1,1514.67,909.4015,0.0000
4577,controllerType=0 controllerNumber=1 scan=4741,1,Unknown,ms1,1514.99,909.3951,0.0000
4577,controllerType=0 controllerNumber=1 scan=4741,1,Unknown,ms1,1514.99,909.4016,0.0000
4582,controllerType=0 controllerNumber=1 scan=4748,1,Unknown,ms1,1517.02,909.3932,0.0000
4582,controllerType=0 controllerNumber=1 scan=4748,1,Unknown,ms1,1517.02,909.3997,0.0000
4583,controllerType=0 controllerNumber=1 scan=4750,1,Unknown,ms1,1517.42,909.3949,0.0000
4583,controllerType=0 controllerNumber=1 scan=4750,1,Unknown,ms1,1517.42,909.4014,0.0000
4584,controllerType=0 controllerNumber=1 scan=4751,1,Unknown,ms1,1517.79,909.3947,0.0000
4584,controllerType=0 controllerNumber=1 scan=4751,1,Unknown,ms1,1517.79,909.4012,0.0000
4585,controllerType=0 controllerNumber=1 scan=4752,1,Unknown,ms1,1518.10,909.3947,0.0000
4585,controllerType=0 controllerNumber=1 scan=4752,1,Unknown,ms1,1518.10,909.4012,0.0000
4586,controllerType=0 controllerNumber=1 scan=4754,1,Unknown,ms1,1518.55,909.3949,0.0000
4586,controllerType=0 controllerNumber=1 scan=4754,1,Unknown,ms1,1518.55,909.4014,0.0000
4587,controllerType=0 controllerNumber=1 scan=4755,1,Unknown,ms1,1518.91,909.3948,0.0000
4587,controllerType=0 controllerNumber=1 scan=4755,1,Unknown,ms1,1518.91,909.4013,0.0000
