# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
4977,controllerType=0 controllerNumber=1 scan=5393,1,Unknown,ms1,1682.92,98367.6680,689.9855,53636.9141
4978,controllerType=0 controllerNumber=1 scan=5394,1,Unknown,ms1,1683.29,39765.5215,689.9856,28115.4297
4980,controllerType=0 controllerNumber=1 scan=5403,1,Unknown,ms1,1684.90,57447.1426,689.9856,36617.5625
4981,controllerType=0 controllerNumber=1 scan=5409,1,Unknown,ms1,1685.99,272709.3750,689.9846,272709.3750
4982,controllerType=0 controllerNumber=1 scan=5410,1,Unknown,ms1,1686.37,47513.8438,689.9854,47513.8438
4983,controllerType=0 controllerNumber=1 scan=5418,1,Unknown,ms1,1687.70,210415.5156,689.9839,210415.5156
4984,controllerType=0 controllerNumber=1 scan=5423,1,Unknown,ms1,1688.63,529246.3281,689.9864,322364.1875
4985,controllerType=0 controllerNumber=1 scan=5424,1,Unknown,ms1,1688.99,355910.9219,689.9856,224411.1719
4986,controllerType=0 controllerNumber=1 scan=5427,1,Unknown,ms1,1689.54,298036.7500,689.9854,298036.7500
4987,controllerType=0 controllerNumber=1 scan=5433,1,Unknown,ms1,1690.55,418278.2031,689.9867,243375.0000
4988,controllerType=0 controllerNumber=1 scan=5440,1,Unknown,ms1,1691.72,603965.7500,689.9853,603965.7500
4989,controllerType=0 controllerNumber=1 scan=5441,1,Unknown,ms1,1692.09,701389.1875,689.9846,701389.1875
4990,controllerType=0 controllerNumber=1 scan=5450,1,Unknown,ms1,1693.56,2317552.2500,689.9838,2317552.2500
4991,controllerType=0 controllerNumber=1 scan=5456,1,Unknown,ms1,1694.50,5665940.0000,689.9850,5665940.0000
4992,controllerType=0 controllerNumber=1 scan=5466,1,Unknown,ms1,1695.81,9631461.0000,689.9847,9631461.0000
4993,controllerType=0 controllerNumber=1 scan=5471,1,Unknown,ms1,1696.64,8895753.0000,689.9843,8895753.0000
4994,controllerType=0 controllerNumber=1 scan=5477,1,Unknown,ms1,1697.64,15769368.0000,689.9851,15769368.0000
4995,controllerType=0 controllerNumber=1 scan=5478,1,Unknown,ms1,1698.01,12378766.0000,689.9848,12378766.0000
4996,controllerType=0 controllerNumber=1 scan=5479,1,Unknown,ms1,1698.32,12950388.0000,689.9853,12950388.0000
4997,controllerType=0 controllerNumber=1 scan=5483,1,Unknown,ms1,1698.94,19137847.0000,689.9859,11460005.0000
4998,controllerType=0 controllerNumber=1 scan=5484,1,Unknown,ms1,1699.30,18815893.5000,689.9861,11155545.0000
4999,controllerType=0 controllerNumber=1 scan=5488,1,Unknown,ms1,1699.96,12619868.0000,689.9847,12619868.0000
5000,controllerType=0 controllerNumber=1 scan=5489,1,Unknown,ms1,1700.32,19274929.0000,689.9860,11367719.0000
5001,controllerType=0 controllerNumber=1 scan=5495,1,Unknown,ms1,1701.45,13433243.5000,689.9859,7896674.0000
5002,controllerType=0 controllerNumber=1 scan=5496,1,Unknown,ms1,1701.81,23787778.0000,689.9857,13961127.0000
5003,controllerType=0 controllerNumber=1 scan=5500,1,Unknown,ms1,1702.36,17686923.0000,689.9860,10336710.0000
5004,controllerType=0 controllerNumber=1 scan=5501,1,Unknown,ms1,1702.73,12894912.0000,689.9850,12894912.0000
5005,controllerType=0 controllerNumber=1 scan=5502,1,Unknown,ms1,1703.04,16456318.5000,689.9862,9318994.0000
