# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
157,controllerType=0 controllerNumber=1 scan=160,1,Unknown,ms1,51.46,11603.8799,1131.9385,11603.8799
163,controllerType=0 controllerNumber=1 scan=166,1,Unknown,ms1,53.45,53850.6777,1131.9476,29793.5293
260,controllerType=0 controllerNumber=1 scan=263,1,Unknown,ms1,84.81,16061.4658,1131.9476,16061.4658
343,controllerType=0 controllerNumber=1 scan=346,1,Unknown,ms1,111.47,59579.8281,1131.9474,30047.3867
430,controllerType=0 controllerNumber=1 scan=433,1,Unknown,ms1,139.53,54449.7070,1131.9476,31159.3711
445,controllerType=0 controllerNumber=1 scan=448,1,Unknown,ms1,144.26,41600.8779,1131.9387,25620.8320
510,controllerType=0 controllerNumber=1 scan=513,1,Unknown,ms1,165.69,16991.4297,1131.9385,16991.4297
854,controllerType=0 controllerNumber=1 scan=857,1,Unknown,ms1,278.09,13062.7627,1131.9386,13062.7627
992,controllerType=0 controllerNumber=1 scan=995,1,Unknown,ms1,322.49,53228.9980,1131.9383,27443.9297
1046,controllerType=0 controllerNumber=1 scan=1049,1,Unknown,ms1,340.14,45311.4355,1131.9476,28006.6230
1185,controllerType=0 controllerNumber=1 scan=1188,1,Unknown,ms1,384.67,40390.7803,1131.9385,27124.3457
1217,controllerType=0 controllerNumber=1 scan=1220,1,Unknown,ms1,395.06,8454.6846,1131.9478,8454.6846
1328,controllerType=0 controllerNumber=1 scan=1332,1,Unknown,ms1,431.40,32774.5098,1131.9477,22037.6738
1333,controllerType=0 controllerNumber=1 scan=1337,1,Unknown,ms1,433.22,50995.1777,1131.9477,27327.2676
1400,controllerType=0 controllerNumber=1 scan=1404,1,Unknown,ms1,455.54,9955.6113,1131.9386,9955.6113
1410,controllerType=0 controllerNumber=1 scan=1414,1,Unknown,ms1,458.69,30279.8604,1131.9474,21176.2383
1592,controllerType=0 controllerNumber=1 scan=1599,1,Unknown,ms1,518.31,32390.3486,1131.9476,23088.7852
1604,controllerType=0 controllerNumber=1 scan=1611,1,Unknown,ms1,522.26,48293.6563,1131.9475,29080.2227
1631,controllerType=0 controllerNumber=1 scan=1639,1,Unknown,ms1,531.02,14573.9863,1131.9476,14573.9863
1795,controllerType=0 controllerNumber=1 scan=1809,1,Unknown,ms1,584.89,39296.6377,1131.9387,24769.9082
1802,controllerType=0 controllerNumber=1 scan=1816,1,Unknown,ms1,587.10,58760.7441,1131.9383,37598.4805
1849,controllerType=0 controllerNumber=1 scan=1864,1,Unknown,ms1,602.78,35369.3428,1131.9474,21277.6328
1965,controllerType=0 controllerNumber=1 scan=1984,1,Unknown,ms1,641.61,39833.1875,1131.9473,25385.6895
1984,controllerType=0 controllerNumber=1 scan=2004,1,Unknown,ms1,648.07,14350.4277,1131.9384,14350.4277
2039,controllerType=0 controllerNumber=1 scan=2061,1,Unknown,ms1,665.87,47973.7168,1131.9473,27372.8164
2111,controllerType=0 controllerNumber=1 scan=2134,1,Unknown,ms1,689.17,13101.9043,1131.9384,13101.9043
2129,controllerType=0 controllerNumber=1 scan=2152,1,Unknown,ms1,694.85,34097.5127,1131.9385,21608.0215
2440,controllerType=0 controllerNumber=1 scan=2489,1,Unknown,ms1,801.42,48042.5898,1131.9386,27034.4746
2830,controllerType=0 controllerNumber=1 scan=2886,1,Unknown,ms1,930.97,33995.0859,1131.9473,22271.7656
2884,controllerType=0 controllerNumber=1 scan=2941,1,Unknown,ms1,949.08,39948.9648,1131.9473,24870.8887
3003,controllerType=0 controllerNumber=1 scan=3060,1,Unknown,ms1,988.36,40327.3711,1131.9476,26030.9512
