# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
64,controllerType=0 controllerNumber=1 scan=65,1,Unknown,ms1,21.00,440.7128,0.0000
65,controllerType=0 controllerNumber=1 scan=66,1,Unknown,ms1,21.37,440.7128,0.0000
66,controllerType=0 controllerNumber=1 scan=67,1,Unknown,ms1,21.68,440.7106,0.0000
66,controllerType=0 controllerNumber=1 scan=67,1,Unknown,ms1,21.68,440.7128,0.0000
67,controllerType=0 controllerNumber=1 scan=68,1,Unknown,ms1,22.00,440.7129,0.0000
68,controllerType=0 controllerNumber=1 scan=69,1,Unknown,ms1,22.31,440.7107,0.0000
68,controllerType=0 controllerNumber=1 scan=69,1,Unknown,ms1,22.31,440.7129,0.0000
69,controllerType=0 controllerNumber=1 scan=70,1,Unknown,ms1,22.63,440.7106,0.0000
69,controllerType=0 controllerNumber=1 scan=70,1,Unknown,ms1,22.63,440.7128,0.0000
70,controllerType=0 controllerNumber=1 scan=71,1,Unknown,ms1,22.94,440.7129,0.0000
71,controllerType=0 controllerNumber=1 scan=72,1,Unknown,ms1,23.26,440.7128,0.0000
72,controllerType=0 controllerNumber=1 scan=73,1,Unknown,ms1,23.57,440.7121,0.0000
72,controllerType=0 controllerNumber=1 scan=73,1,Unknown,ms1,23.57,440.7143,0.0000
73,controllerType=0 controllerNumber=1 scan=74,1,Unknown,ms1,23.89,440.7106,0.0000
73,controllerType=0 controllerNumber=1 scan=74,1,Unknown,ms1,23.89,440.7128,0.0000
74,controllerType=0 controllerNumber=1 scan=75,1,Unknown,ms1,24.20,440.7106,0.0000
74,controllerType=0 controllerNumber=1 scan=75,1,Unknown,ms1,24.20,440.7128,0.0000
75,controllerType=0 controllerNumber=1 scan=76,1,Unknown,ms1,24.52,440.7106,0.0000
75,controllerType=0 controllerNumber=1 scan=76,1,Unknown,ms1,24.52,440.7128,0.0000
76,controllerType=0 controllerNumber=1 scan=77,1,Unknown,ms1,24.83,440.7106,0.0000
76,controllerType=0 controllerNumber=1 scan=77,1,Unknown,ms1,24.83,440.7128,0.0000
77,controllerType=0 controllerNumber=1 scan=78,1,Unknown,ms1,25.15,440.7105,0.0000
77,controllerType=0 controllerNumber=1 scan=78,1,Unknown,ms1,25.15,440.7127,0.0000
78,controllerType=0 controllerNumber=1 scan=79,1,Unknown,ms1,25.52,440.7106,0.0000
78,controllerType=0 controllerNumber=1 scan=79,1,Unknown,ms1,25.52,440.7128,0.0000
79,controllerType=0 controllerNumber=1 scan=80,1,Unknown,ms1,25.89,440.7107,0.0000
79,controllerType=0 controllerNumber=1 scan=80,1,Unknown,ms1,25.89,440.7129,0.0000
80,controllerType=0 controllerNumber=1 scan=81,1,Unknown,ms1,26.20,440.7106,0.0000
80,controllerType=0 controllerNumber=1 scan=81,1,Unknown,ms1,26.20,440.7128,0.0000
81,controllerType=0 controllerNumber=1 scan=82,1,Unknown,ms1,26.52,440.7129,0.0000
82,controllerType=0 controllerNumber=1 scan=83,1,Unknown,ms1,26.83,440.7128,0.0000
83,controllerType=0 controllerNumber=1 scan=84,1,Unknown,ms1,27.15,440.7129,0.0000
84,controllerType=0 controllerNumber=1 scan=85,1,Unknown,ms1,27.46,440.7107,0.0000
84,controllerType=0 controllerNumber=1 scan=85,1,Unknown,ms1,27.46,440.7129,0.0000
85,controllerType=0 controllerNumber=1 scan=86,1,Unknown,ms1,27.78,440.7128,0.0000
86,controllerType=0 controllerNumber=1 scan=87,1,Unknown,ms1,28.10,440.7106,0.0000
86,controllerType=0 controllerNumber=1 scan=87,1,Unknown,ms1,28.10,440.7128,0.0000
88,controllerType=0 controllerNumber=1 scan=89,1,Unknown,ms1,28.73,440.7107,0.0000
88,controllerType=0 controllerNumber=1 scan=89,1,Unknown,ms1,28.73,440.7128,0.0000
89,controllerType=0 controllerNumber=1 scan=92,1,Unknown,ms1,29.33,440.7107,0.0000
89,controllerType=0 controllerNumber=1 scan=92,1,Unknown,ms1,29.33,440.7129,0.0000
90,controllerType=0 controllerNumber=1 scan=93,1,Unknown,ms1,29.70,440.7107,0.0000
90,controllerType=0 controllerNumber=1 scan=93,1,Unknown,ms1,29.70,440.7129,0.0000
91,controllerType=0 controllerNumber=1 scan=94,1,Unknown,ms1,30.01,440.7129,0.0000
92,controllerType=0 controllerNumber=1 scan=95,1,Unknown,ms1,30.33,440.7128,0.0000
93,controllerType=0 controllerNumber=1 scan=96,1,Unknown,ms1,30.70,440.7129,0.0000
94,controllerType=0 controllerNumber=1 scan=97,1,Unknown,ms1,31.07,440.7106,0.0000
94,controllerType=0 controllerNumber=1 scan=97,1,Unknown,ms1,31.07,440.7128,0.0000
95,controllerType=0 controllerNumber=1 scan=98,1,Unknown,ms1,31.43,440.7106,0.0000
95,controllerType=0 controllerNumber=1 scan=98,1,Unknown,ms1,31.43,440.7128,0.0000
96,controllerType=0 controllerNumber=1 scan=99,1,Unknown,ms1,31.80,440.7129,0.0000
97,controllerType=0 controllerNumber=1 scan=100,1,Unknown,ms1,32.11,440.7107,0.0000
97,controllerType=0 controllerNumber=1 scan=100,1,Unknown,ms1,32.11,440.7129,0.0000
98,controllerType=0 controllerNumber=1 scan=101,1,Unknown,ms1,32.43,440.7111,0.0000
