# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
35,controllerType=0 controllerNumber=1 scan=36,1,Unknown,ms1,11.59,1279.5754,0.0000
48,controllerType=0 controllerNumber=1 scan=49,1,Unknown,ms1,15.75,1279.5754,27914.0898
55,controllerType=0 controllerNumber=1 scan=56,1,Unknown,ms1,18.06,1279.5757,10611.9893
120,controllerType=0 controllerNumber=1 scan=123,1,Unknown,ms1,39.48,1279.5761,0.0000
130,controllerType=0 controllerNumber=1 scan=133,1,Unknown,ms1,42.79,1279.5761,0.0000
138,controllerType=0 controllerNumber=1 scan=141,1,Unknown,ms1,45.31,1279.5761,0.0000
139,controllerType=0 controllerNumber=1 scan=142,1,Unknown,ms1,45.62,1279.5764,0.0000
162,controllerType=0 controllerNumber=1 scan=165,1,Unknown,ms1,53.13,1279.5762,0.0000
183,controllerType=0 controllerNumber=1 scan=186,1,Unknown,ms1,59.76,1279.5761,25565.7148
190,controllerType=0 controllerNumber=1 scan=193,1,Unknown,ms1,62.12,1279.5763,11437.8604
203,controllerType=0 controllerNumber=1 scan=206,1,Unknown,ms1,66.22,1279.5762,14899.7041
240,controllerType=0 controllerNumber=1 scan=243,1,Unknown,ms1,78.20,1279.5762,0.0000
263,controllerType=0 controllerNumber=1 scan=266,1,Unknown,ms1,85.76,1279.5762,29792.2266
270,controllerType=0 controllerNumber=1 scan=273,1,Unknown,ms1,87.97,1279.5762,0.0000
281,controllerType=0 controllerNumber=1 scan=284,1,Unknown,ms1,91.55,1279.5763,21678.6367
343,controllerType=0 controllerNumber=1 scan=346,1,Unknown,ms1,111.47,1279.5761,12168.7803
375,controllerType=0 controllerNumber=1 scan=378,1,Unknown,ms1,121.77,1279.5763,21483.4297
404,controllerType=0 controllerNumber=1 scan=407,1,Unknown,ms1,131.07,1279.5764,0.0000
441,controllerType=0 controllerNumber=1 scan=444,1,Unknown,ms1,143.00,1279.5764,0.0000
457,controllerType=0 controllerNumber=1 scan=460,1,Unknown,ms1,148.45,1279.5764,9291.7090
482,controllerType=0 controllerNumber=1 scan=485,1,Unknown,ms1,156.49,1279.5762,0.0000
599,controllerType=0 controllerNumber=1 scan=602,1,Unknown,ms1,194.93,1279.5761,0.0000
607,controllerType=0 controllerNumber=1 scan=610,1,Unknown,ms1,197.46,1279.5762,13146.0723
674,controllerType=0 controllerNumber=1 scan=677,1,Unknown,ms1,219.11,1279.5762,0.0000
684,controllerType=0 controllerNumber=1 scan=687,1,Unknown,ms1,222.27,1279.5762,28681.0020
689,controllerType=0 controllerNumber=1 scan=692,1,Unknown,ms1,223.84,1279.5762,14611.7109
729,controllerType=0 controllerNumber=1 scan=732,1,Unknown,ms1,237.57,1279.5762,0.0000
745,controllerType=0 controllerNumber=1 scan=748,1,Unknown,ms1,242.62,1279.5763,27737.4961
780,controllerType=0 controllerNumber=1 scan=783,1,Unknown,ms1,254.02,1279.5762,0.0000
790,controllerType=0 controllerNumber=1 scan=793,1,Unknown,ms1,257.48,1279.5762,0.0000
797,controllerType=0 controllerNumber=1 scan=800,1,Unknown,ms1,259.89,1279.5762,0.0000
802,controllerType=0 controllerNumber=1 scan=805,1,Unknown,ms1,261.47,1279.5763,11462.1270
812,controllerType=0 controllerNumber=1 scan=815,1,Unknown,ms1,264.62,1279.5762,0.0000
819,controllerType=0 controllerNumber=1 scan=822,1,Unknown,ms1,266.93,1279.5763,0.0000
847,controllerType=0 controllerNumber=1 scan=850,1,Unknown,ms1,275.88,1279.5762,30384.2344
848,controllerType=0 controllerNumber=1 scan=851,1,Unknown,ms1,276.20,1279.5763,0.0000
851,controllerType=0 controllerNumber=1 scan=854,1,Unknown,ms1,277.14,1279.5762,0.0000
859,controllerType=0 controllerNumber=1 scan=862,1,Unknown,ms1,279.67,1279.5763,11676.9990
860,controllerType=0 controllerNumber=1 scan=863,1,Unknown,ms1,279.98,1279.5762,0.0000
893,controllerType=0 controllerNumber=1 scan=896,1,Unknown,ms1,290.75,1279.5762,0.0000
896,controllerType=0 controllerNumber=1 scan=899,1,Unknown,ms1,291.69,1279.5763,0.0000
912,controllerType=0 controllerNumber=1 scan=915,1,Unknown,ms1,296.90,1279.5762,0.0000
