# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
342,controllerType=0 controllerNumber=1 scan=345,1,Unknown,ms1,111.10,27403.5645,975.4320,27403.5645
620,controllerType=0 controllerNumber=1 scan=623,1,Unknown,ms1,201.76,18823.4063,975.4321,18823.4063
967,controllerType=0 controllerNumber=1 scan=970,1,Unknown,ms1,314.40,25972.0313,975.4319,25972.0313
1088,controllerType=0 controllerNumber=1 scan=1091,1,Unknown,ms1,353.59,9999.1162,975.4321,9999.1162
1168,controllerType=0 controllerNumber=1 scan=1171,1,Unknown,ms1,379.25,28728.2793,975.4322,28728.2793
1238,controllerType=0 controllerNumber=1 scan=1241,1,Unknown,ms1,401.94,25893.6016,975.4322,25893.6016
1255,controllerType=0 controllerNumber=1 scan=1258,1,Unknown,ms1,407.35,11852.5762,975.4323,11852.5762
1270,controllerType=0 controllerNumber=1 scan=1273,1,Unknown,ms1,412.39,34613.7813,975.4323,34613.7813
1290,controllerType=0 controllerNumber=1 scan=1293,1,Unknown,ms1,418.75,29240.0508,975.4322,29240.0508
1312,controllerType=0 controllerNumber=1 scan=1315,1,Unknown,ms1,425.95,19754.7480,975.4322,19754.7480
1321,controllerType=0 controllerNumber=1 scan=1324,1,Unknown,ms1,428.84,23262.1172,975.4321,23262.1172
1354,controllerType=0 controllerNumber=1 scan=1358,1,Unknown,ms1,440.20,19902.7695,975.4321,19902.7695
1370,controllerType=0 controllerNumber=1 scan=1374,1,Unknown,ms1,445.51,16625.2813,975.4322,16625.2813
1411,controllerType=0 controllerNumber=1 scan=1415,1,Unknown,ms1,459.00,25551.9277,975.4320,25551.9277
1521,controllerType=0 controllerNumber=1 scan=1527,1,Unknown,ms1,495.21,21711.0527,975.4319,21711.0527
1678,controllerType=0 controllerNumber=1 scan=1687,1,Unknown,ms1,546.65,27759.8613,975.4321,27759.8613
1745,controllerType=0 controllerNumber=1 scan=1755,1,Unknown,ms1,568.13,23857.6934,975.4319,23857.6934
1778,controllerType=0 controllerNumber=1 scan=1791,1,Unknown,ms1,579.18,22206.4609,975.4320,22206.4609
1804,controllerType=0 controllerNumber=1 scan=1818,1,Unknown,ms1,587.73,13960.9531,975.4319,13960.9531
1847,controllerType=0 controllerNumber=1 scan=1862,1,Unknown,ms1,602.15,21954.6250,975.4318,21954.6250
1881,controllerType=0 controllerNumber=1 scan=1897,1,Unknown,ms1,613.48,24627.3730,975.4318,24627.3730
1920,controllerType=0 controllerNumber=1 scan=1938,1,Unknown,ms1,626.77,29851.5723,975.4319,29851.5723
1925,controllerType=0 controllerNumber=1 scan=1943,1,Unknown,ms1,628.35,34847.6875,975.4318,34847.6875
1941,controllerType=0 controllerNumber=1 scan=1959,1,Unknown,ms1,633.40,38643.9023,975.4317,38643.9023
2113,controllerType=0 controllerNumber=1 scan=2136,1,Unknown,ms1,689.80,13906.3916,975.4319,13906.3916
