# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
258,controllerType=0 controllerNumber=1 scan=261,1,Unknown,ms1,84.18,36308.1416,763.5707,22490.8984
542,controllerType=0 controllerNumber=1 scan=545,1,Unknown,ms1,176.04,55694.3086,763.5756,30752.7891
618,controllerType=0 controllerNumber=1 scan=621,1,Unknown,ms1,201.03,41000.2295,763.5756,26419.2480
661,controllerType=0 controllerNumber=1 scan=664,1,Unknown,ms1,214.95,28867.7236,763.5757,18832.4980
744,controllerType=0 controllerNumber=1 scan=747,1,Unknown,ms1,242.31,38047.7695,763.5756,23670.2539
787,controllerType=0 controllerNumber=1 scan=790,1,Unknown,ms1,256.38,45675.7266,763.5758,25545.8086
1226,controllerType=0 controllerNumber=1 scan=1229,1,Unknown,ms1,397.90,28679.6992,763.5759,17870.2852
1227,controllerType=0 controllerNumber=1 scan=1230,1,Unknown,ms1,398.21,50067.2656,763.5708,27215.8242
1709,controllerType=0 controllerNumber=1 scan=1719,1,Unknown,ms1,556.67,29883.5107,763.5757,21056.7441
1827,controllerType=0 controllerNumber=1 scan=1841,1,Unknown,ms1,595.44,42620.9453,763.5756,23449.1230
2091,controllerType=0 controllerNumber=1 scan=2113,1,Unknown,ms1,682.55,30623.9844,763.5755,21028.5059
2136,controllerType=0 controllerNumber=1 scan=2159,1,Unknown,ms1,697.36,11342.9834,763.5705,11342.9834
2440,controllerType=0 controllerNumber=1 scan=2489,1,Unknown,ms1,801.42,26974.7485,763.5758,20078.7578
2508,controllerType=0 controllerNumber=1 scan=2560,1,Unknown,ms1,824.61,49729.7617,763.5755,26208.9043
2747,controllerType=0 controllerNumber=1 scan=2802,1,Unknown,ms1,903.25,14835.1064,763.5759,14835.1064
2807,controllerType=0 controllerNumber=1 scan=2863,1,Unknown,ms1,923.61,42859.4023,763.5707,23497.1836
3023,controllerType=0 controllerNumber=1 scan=3080,1,Unknown,ms1,994.67,10700.7900,763.5757,10700.7900
3105,controllerType=0 controllerNumber=1 scan=3163,1,Unknown,ms1,1021.75,35352.5723,763.5756,21765.8320
3107,controllerType=0 controllerNumber=1 scan=3165,1,Unknown,ms1,1022.38,18299.2871,763.5755,18299.2871
3112,controllerType=0 controllerNumber=1 scan=3170,1,Unknown,ms1,1023.96,45221.7969,763.5756,24375.3418
3493,controllerType=0 controllerNumber=1 scan=3563,1,Unknown,ms1,1148.91,31624.3320,763.5755,21750.8633
3530,controllerType=0 controllerNumber=1 scan=3602,1,Unknown,ms1,1161.70,58666.2129,763.5753,30227.6055
3667,controllerType=0 controllerNumber=1 scan=3747,1,Unknown,ms1,1207.64,33345.8496,763.5754,23094.5371
3733,controllerType=0 controllerNumber=1 scan=3817,1,Unknown,ms1,1229.29,30265.5322,763.5754,19198.7832
3735,controllerType=0 controllerNumber=1 scan=3819,1,Unknown,ms1,1229.92,16504.9746,763.5754,16504.9746
3866,controllerType=0 controllerNumber=1 scan=3965,1,Unknown,ms1,1274.61,19057.1309,763.5751,19057.1309
3955,controllerType=0 controllerNumber=1 scan=4064,1,Unknown,ms1,1305.11,29286.3584,763.5754,19750.0586
4212,controllerType=0 controllerNumber=1 scan=4340,1,Unknown,ms1,1390.52,66560.9766,763.5757,38651.7930
4214,controllerType=0 controllerNumber=1 scan=4343,1,Unknown,ms1,1391.35,43276.8105,763.5758,24451.7637
4294,controllerType=0 controllerNumber=1 scan=4427,1,Unknown,ms1,1418.28,34112.2246,763.5755,22236.4316
4535,controllerType=0 controllerNumber=1 scan=4692,1,Unknown,ms1,1500.10,48768.3594,763.5708,26669.7363
4586,controllerType=0 controllerNumber=1 scan=4754,1,Unknown,ms1,1518.55,18347.9453,763.5753,18347.9453
4618,controllerType=0 controllerNumber=1 scan=4800,1,Unknown,ms1,1531.02,60613.8184,763.5754,36625.6406
4762,controllerType=0 controllerNumber=1 scan=4999,1,Unknown,ms1,1585.76,20396.9590,763.5756,20396.9590
4776,controllerType=0 controllerNumber=1 scan=5018,1,Unknown,ms1,1590.99,35962.5313,763.5755,24651.3984
4787,controllerType=0 controllerNumber=1 scan=5035,1,Unknown,ms1,1595.48,33551.2930,763.5754,22290.8809
4845,controllerType=0 controllerNumber=1 scan=5123,1,Unknown,ms1,1618.92,10555.3223,763.5704,10555.3223
4958,controllerType=0 controllerNumber=1 scan=5333,1,Unknown,ms1,1670.68,65563.1133,763.5750,42488.4102
4965,controllerType=0 controllerNumber=1 scan=5354,1,Unknown,ms1,1674.98,71875.0723,763.5749,47750.4375
4968,controllerType=0 controllerNumber=1 scan=5364,1,Unknown,ms1,1676.97,97799.3398,763.5746,59339.8867
4970,controllerType=0 controllerNumber=1 scan=5370,1,Unknown,ms1,1678.19,147957.3555,763.5748,98757.8281
4971,controllerType=0 controllerNumber=1 scan=5371,1,Unknown,ms1,1678.56,95577.2656,763.5748,56448.0078
4973,controllerType=0 controllerNumber=1 scan=5379,1,Unknown,ms1,1680.09,199232.2813,763.5749,124881.3203
4975,controllerType=0 controllerNumber=1 scan=5384,1,Unknown,ms1,1681.15,45723.3340,763.5749,31573.2246
4976,controllerType=0 controllerNumber=1 scan=5389,1,Unknown,ms1,1682.15,94752.9805,763.5751,57048.3086
4977,controllerType=0 controllerNumber=1 scan=5393,1,Unknown,ms1,1682.92,234441.0156,763.5749,140693.8125
4978,controllerType=0 controllerNumber=1 scan=5394,1,Unknown,ms1,1683.29,213222.4141,763.5749,125769.3906
