# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
22,controllerType=0 controllerNumber=1 scan=23,1,Unknown,ms1,7.33,1301.5743,0.0000
51,controllerType=0 controllerNumber=1 scan=52,1,Unknown,ms1,16.79,1301.5744,0.0000
120,controllerType=0 controllerNumber=1 scan=123,1,Unknown,ms1,39.48,1301.5748,0.0000
133,controllerType=0 controllerNumber=1 scan=136,1,Unknown,ms1,43.73,1301.5749,43356.2500
144,controllerType=0 controllerNumber=1 scan=147,1,Unknown,ms1,47.20,1301.5748,0.0000
154,controllerType=0 controllerNumber=1 scan=157,1,Unknown,ms1,50.35,1301.5748,22674.8965
160,controllerType=0 controllerNumber=1 scan=163,1,Unknown,ms1,52.50,1301.5749,0.0000
164,controllerType=0 controllerNumber=1 scan=167,1,Unknown,ms1,53.77,1301.5748,0.0000
166,controllerType=0 controllerNumber=1 scan=169,1,Unknown,ms1,54.40,1301.5749,0.0000
239,controllerType=0 controllerNumber=1 scan=242,1,Unknown,ms1,77.88,1301.5750,0.0000
246,controllerType=0 controllerNumber=1 scan=249,1,Unknown,ms1,80.09,1301.5749,0.0000
254,controllerType=0 controllerNumber=1 scan=257,1,Unknown,ms1,82.92,1301.5750,0.0000
259,controllerType=0 controllerNumber=1 scan=262,1,Unknown,ms1,84.50,1301.5750,0.0000
260,controllerType=0 controllerNumber=1 scan=263,1,Unknown,ms1,84.81,1301.5750,29295.5469
274,controllerType=0 controllerNumber=1 scan=277,1,Unknown,ms1,89.23,1301.5750,31676.1699
299,controllerType=0 controllerNumber=1 scan=302,1,Unknown,ms1,97.23,1301.5749,0.0000
308,controllerType=0 controllerNumber=1 scan=311,1,Unknown,ms1,100.07,1301.5749,0.0000
310,controllerType=0 controllerNumber=1 scan=313,1,Unknown,ms1,100.75,1301.5751,0.0000
335,controllerType=0 controllerNumber=1 scan=338,1,Unknown,ms1,108.79,1301.5749,20757.8418
349,controllerType=0 controllerNumber=1 scan=352,1,Unknown,ms1,113.36,1301.5751,0.0000
394,controllerType=0 controllerNumber=1 scan=397,1,Unknown,ms1,127.81,1301.5751,0.0000
419,controllerType=0 controllerNumber=1 scan=422,1,Unknown,ms1,135.91,1301.5749,0.0000
442,controllerType=0 controllerNumber=1 scan=445,1,Unknown,ms1,143.31,1301.5752,13282.6387
459,controllerType=0 controllerNumber=1 scan=462,1,Unknown,ms1,149.08,1301.5750,0.0000
549,controllerType=0 controllerNumber=1 scan=552,1,Unknown,ms1,178.25,1301.5749,0.0000
566,controllerType=0 controllerNumber=1 scan=569,1,Unknown,ms1,184.17,1301.5749,0.0000
575,controllerType=0 controllerNumber=1 scan=578,1,Unknown,ms1,187.21,1301.5749,0.0000
595,controllerType=0 controllerNumber=1 scan=598,1,Unknown,ms1,193.67,1301.5750,0.0000
611,controllerType=0 controllerNumber=1 scan=614,1,Unknown,ms1,198.72,1301.5751,32550.2344
620,controllerType=0 controllerNumber=1 scan=623,1,Unknown,ms1,201.76,1301.5751,0.0000
634,controllerType=0 controllerNumber=1 scan=637,1,Unknown,ms1,206.18,1301.5750,0.0000
674,controllerType=0 controllerNumber=1 scan=677,1,Unknown,ms1,219.11,1301.5749,0.0000
697,controllerType=0 controllerNumber=1 scan=700,1,Unknown,ms1,226.57,1301.5749,0.0000
754,controllerType=0 controllerNumber=1 scan=757,1,Unknown,ms1,245.52,1301.5751,28718.9844
776,controllerType=0 controllerNumber=1 scan=779,1,Unknown,ms1,252.76,1301.5748,34364.1914
787,controllerType=0 controllerNumber=1 scan=790,1,Unknown,ms1,256.38,1301.5750,0.0000
868,controllerType=0 controllerNumber=1 scan=871,1,Unknown,ms1,282.51,1301.5749,0.0000
962,controllerType=0 controllerNumber=1 scan=965,1,Unknown,ms1,312.82,1301.5748,0.0000
981,controllerType=0 controllerNumber=1 scan=984,1,Unknown,ms1,319.02,1301.5750,0.0000
984,controllerType=0 controllerNumber=1 scan=987,1,Unknown,ms1,319.97,1301.5750,23374.1289
999,controllerType=0 controllerNumber=1 scan=1002,1,Unknown,ms1,324.70,1301.5749,0.0000
1012,controllerType=0 controllerNumber=1 scan=1015,1,Unknown,ms1,328.96,1301.5750,20270.2285
1016,controllerType=0 controllerNumber=1 scan=1019,1,Unknown,ms1,330.22,1301.5751,0.0000
1022,controllerType=0 controllerNumber=1 scan=1025,1,Unknown,ms1,332.11,1301.5750,0.0000
1033,controllerType=0 controllerNumber=1 scan=1036,1,Unknown,ms1,335.64,1301.5750,0.0000
1078,controllerType=0 controllerNumber=1 scan=1081,1,Unknown,ms1,350.44,1301.5749,27625.1797
1155,controllerType=0 controllerNumber=1 scan=1158,1,Unknown,ms1,375.15,1301.5750,0.0000
1184,controllerType=0 controllerNumber=1 scan=1187,1,Unknown,ms1,384.35,1301.5749,19807.7598
1193,controllerType=0 controllerNumber=1 scan=1196,1,Unknown,ms1,387.19,1301.5751,0.0000
1204,controllerType=0 controllerNumber=1 scan=1207,1,Unknown,ms1,390.71,1301.5751,0.0000
1255,controllerType=0 controllerNumber=1 scan=1258,1,Unknown,ms1,407.35,1301.5753,7164.6729
1260,controllerType=0 controllerNumber=1 scan=1263,1,Unknown,ms1,408.93,1301.5753,16065.2852
1265,controllerType=0 controllerNumber=1 scan=1268,1,Unknown,ms1,410.56,1301.5753,43255.5898
1278,controllerType=0 controllerNumber=1 scan=1281,1,Unknown,ms1,414.96,1301.5753,39568.9688
1294,controllerType=0 controllerNumber=1 scan=1297,1,Unknown,ms1,420.01,1301.5753,0.0000
1300,controllerType=0 controllerNumber=1 scan=1303,1,Unknown,ms1,422.06,1301.5753,14003.1143
1316,controllerType=0 controllerNumber=1 scan=1319,1,Unknown,ms1,427.26,1301.5752,36775.0469
1318,controllerType=0 controllerNumber=1 scan=1321,1,Unknown,ms1,427.89,1301.5750,28736.3633
1322,controllerType=0 controllerNumber=1 scan=1325,1,Unknown,ms1,429.15,1301.5751,0.0000
1327,controllerType=0 controllerNumber=1 scan=1331,1,Unknown,ms1,431.03,1301.5751,0.0000
1352,controllerType=0 controllerNumber=1 scan=1356,1,Unknown,ms1,439.57,1301.5751,31489.0176
1361,controllerType=0 controllerNumber=1 scan=1365,1,Unknown,ms1,442.62,1301.5753,14023.0146
1378,controllerType=0 controllerNumber=1 scan=1382,1,Unknown,ms1,448.09,1301.5751,0.0000
1383,controllerType=0 controllerNumber=1 scan=1387,1,Unknown,ms1,449.67,1301.5750,0.0000
1384,controllerType=0 controllerNumber=1 scan=1388,1,Unknown,ms1,449.98,1301.5750,15299.9209
1391,controllerType=0 controllerNumber=1 scan=1395,1,Unknown,ms1,452.50,1301.5750,0.0000
1421,controllerType=0 controllerNumber=1 scan=1425,1,Unknown,ms1,462.32,1301.5749,31796.4727
1434,controllerType=0 controllerNumber=1 scan=1438,1,Unknown,ms1,466.42,1301.5749,16794.1465
1453,controllerType=0 controllerNumber=1 scan=1458,1,Unknown,ms1,472.95,1301.5749,19165.1934
1459,controllerType=0 controllerNumber=1 scan=1464,1,Unknown,ms1,474.84,1301.5749,0.0000
1460,controllerType=0 controllerNumber=1 scan=1465,1,Unknown,ms1,475.16,1301.5749,30538.3438
1465,controllerType=0 controllerNumber=1 scan=1470,1,Unknown,ms1,476.74,1301.5748,29750.8652
1466,controllerType=0 controllerNumber=1 scan=1471,1,Unknown,ms1,477.05,1301.5750,25788.0254
1471,controllerType=0 controllerNumber=1 scan=1476,1,Unknown,ms1,478.63,1301.5749,0.0000
1478,controllerType=0 controllerNumber=1 scan=1484,1,Unknown,ms1,481.09,1301.5748,0.0000
1486,controllerType=0 controllerNumber=1 scan=1492,1,Unknown,ms1,483.92,1301.5749,0.0000
1537,controllerType=0 controllerNumber=1 scan=1544,1,Unknown,ms1,500.40,1301.5748,19470.8848
1538,controllerType=0 controllerNumber=1 scan=1545,1,Unknown,ms1,500.77,1301.5748,0.0000
1541,controllerType=0 controllerNumber=1 scan=1548,1,Unknown,ms1,501.87,1301.5748,0.0000
1556,controllerType=0 controllerNumber=1 scan=1563,1,Unknown,ms1,506.80,1301.5750,0.0000
1574,controllerType=0 controllerNumber=1 scan=1581,1,Unknown,ms1,512.64,1301.5750,31607.2285
1580,controllerType=0 controllerNumber=1 scan=1587,1,Unknown,ms1,514.53,1301.5749,0.0000
1583,controllerType=0 controllerNumber=1 scan=1590,1,Unknown,ms1,515.48,1301.5750,29802.5605
1591,controllerType=0 controllerNumber=1 scan=1598,1,Unknown,ms1,518.00,1301.5749,0.0000
1593,controllerType=0 controllerNumber=1 scan=1600,1,Unknown,ms1,518.63,1301.5750,0.0000
1597,controllerType=0 controllerNumber=1 scan=1604,1,Unknown,ms1,519.89,1301.5750,55452.0664
1598,controllerType=0 controllerNumber=1 scan=1605,1,Unknown,ms1,520.21,1301.5750,0.0000
1606,controllerType=0 controllerNumber=1 scan=1613,1,Unknown,ms1,522.89,1301.5750,0.0000
1615,controllerType=0 controllerNumber=1 scan=1622,1,Unknown,ms1,525.73,1301.5750,26986.3457
1618,controllerType=0 controllerNumber=1 scan=1625,1,Unknown,ms1,526.67,1301.5749,19416.8945
1637,controllerType=0 controllerNumber=1 scan=1645,1,Unknown,ms1,533.21,1301.5750,0.0000
1639,controllerType=0 controllerNumber=1 scan=1647,1,Unknown,ms1,533.95,1301.5746,0.0000
1641,controllerType=0 controllerNumber=1 scan=1649,1,Unknown,ms1,534.58,1301.5749,21165.2793
1643,controllerType=0 controllerNumber=1 scan=1651,1,Unknown,ms1,535.21,1301.5749,40552.0117
1651,controllerType=0 controllerNumber=1 scan=1659,1,Unknown,ms1,537.73,1301.5749,0.0000
1653,controllerType=0 controllerNumber=1 scan=1661,1,Unknown,ms1,538.36,1301.5749,12272.5039
1654,controllerType=0 controllerNumber=1 scan=1662,1,Unknown,ms1,538.68,1301.5749,20299.9238
1663,controllerType=0 controllerNumber=1 scan=1672,1,Unknown,ms1,541.87,1301.5749,0.0000
