# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
186,controllerType=0 controllerNumber=1 scan=189,1,Unknown,ms1,60.76,1198.8685,0.0000
235,controllerType=0 controllerNumber=1 scan=238,1,Unknown,ms1,76.62,1198.8684,0.0000
254,controllerType=0 controllerNumber=1 scan=257,1,Unknown,ms1,82.92,1198.8686,0.0000
304,controllerType=0 controllerNumber=1 scan=307,1,Unknown,ms1,98.80,1198.8686,25329.2520
325,controllerType=0 controllerNumber=1 scan=328,1,Unknown,ms1,105.64,1198.8686,0.0000
343,controllerType=0 controllerNumber=1 scan=346,1,Unknown,ms1,111.47,1198.8684,24218.1680
367,controllerType=0 controllerNumber=1 scan=370,1,Unknown,ms1,119.04,1198.8688,0.0000
444,controllerType=0 controllerNumber=1 scan=447,1,Unknown,ms1,143.94,1198.8687,0.0000
581,controllerType=0 controllerNumber=1 scan=584,1,Unknown,ms1,189.10,1198.8684,0.0000
653,controllerType=0 controllerNumber=1 scan=656,1,Unknown,ms1,212.43,1198.8685,25103.3105
675,controllerType=0 controllerNumber=1 scan=678,1,Unknown,ms1,219.43,1198.8683,33017.8594
733,controllerType=0 controllerNumber=1 scan=736,1,Unknown,ms1,238.84,1198.8686,0.0000
744,controllerType=0 controllerNumber=1 scan=747,1,Unknown,ms1,242.31,1198.8684,25024.2656
770,controllerType=0 controllerNumber=1 scan=773,1,Unknown,ms1,250.86,1198.8686,0.0000
871,controllerType=0 controllerNumber=1 scan=874,1,Unknown,ms1,283.45,1198.8685,0.0000
1049,controllerType=0 controllerNumber=1 scan=1052,1,Unknown,ms1,341.09,1198.8686,0.0000
1370,controllerType=0 controllerNumber=1 scan=1374,1,Unknown,ms1,445.51,1198.8688,0.0000
1394,controllerType=0 controllerNumber=1 scan=1398,1,Unknown,ms1,453.59,1198.8685,16854.3125
1399,controllerType=0 controllerNumber=1 scan=1403,1,Unknown,ms1,455.22,1198.8685,0.0000
1564,controllerType=0 controllerNumber=1 scan=1571,1,Unknown,ms1,509.33,1198.8686,0.0000
1583,controllerType=0 controllerNumber=1 scan=1590,1,Unknown,ms1,515.48,1198.8686,0.0000
1585,controllerType=0 controllerNumber=1 scan=1592,1,Unknown,ms1,516.11,1198.8686,36989.5625
1623,controllerType=0 controllerNumber=1 scan=1631,1,Unknown,ms1,528.39,1198.8685,0.0000
1631,controllerType=0 controllerNumber=1 scan=1639,1,Unknown,ms1,531.02,1198.8686,0.0000
1657,controllerType=0 controllerNumber=1 scan=1666,1,Unknown,ms1,539.76,1198.8685,0.0000
1684,controllerType=0 controllerNumber=1 scan=1693,1,Unknown,ms1,548.54,1198.8686,0.0000
1789,controllerType=0 controllerNumber=1 scan=1802,1,Unknown,ms1,582.86,1198.8686,0.0000
1802,controllerType=0 controllerNumber=1 scan=1816,1,Unknown,ms1,587.10,1198.8683,0.0000
1819,controllerType=0 controllerNumber=1 scan=1833,1,Unknown,ms1,592.82,1198.8683,0.0000
1851,controllerType=0 controllerNumber=1 scan=1867,1,Unknown,ms1,603.50,1198.8683,0.0000
1856,controllerType=0 controllerNumber=1 scan=1872,1,Unknown,ms1,605.13,1198.8682,0.0000
1916,controllerType=0 controllerNumber=1 scan=1934,1,Unknown,ms1,625.36,1198.8682,0.0000
1932,controllerType=0 controllerNumber=1 scan=1950,1,Unknown,ms1,630.56,1198.8685,0.0000
1942,controllerType=0 controllerNumber=1 scan=1960,1,Unknown,ms1,633.71,1198.8682,0.0000
