# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
5,controllerType=0 controllerNumber=1 scan=6,1,Unknown,ms1,1.87,1526.1561,0.0000
6,controllerType=0 controllerNumber=1 scan=7,1,Unknown,ms1,2.18,1526.1562,19466.5684
15,controllerType=0 controllerNumber=1 scan=16,1,Unknown,ms1,5.02,1526.1562,0.0000
54,controllerType=0 controllerNumber=1 scan=55,1,Unknown,ms1,17.74,1526.1428,39398.5664
54,controllerType=0 controllerNumber=1 scan=55,1,Unknown,ms1,17.74,1526.1569,33339.0391
125,controllerType=0 controllerNumber=1 scan=128,1,Unknown,ms1,41.21,1526.1434,11451.6680
125,controllerType=0 controllerNumber=1 scan=128,1,Unknown,ms1,41.21,1526.1575,0.0000
151,controllerType=0 controllerNumber=1 scan=154,1,Unknown,ms1,49.41,1526.1436,14985.8213
151,controllerType=0 controllerNumber=1 scan=154,1,Unknown,ms1,49.41,1526.1577,30433.9863
167,controllerType=0 controllerNumber=1 scan=170,1,Unknown,ms1,54.71,1526.1436,40391.5820
167,controllerType=0 controllerNumber=1 scan=170,1,Unknown,ms1,54.71,1526.1577,45454.0156
170,controllerType=0 controllerNumber=1 scan=173,1,Unknown,ms1,55.66,1526.1436,0.0000
170,controllerType=0 controllerNumber=1 scan=173,1,Unknown,ms1,55.66,1526.1577,0.0000
173,controllerType=0 controllerNumber=1 scan=176,1,Unknown,ms1,56.60,1526.1436,0.0000
173,controllerType=0 controllerNumber=1 scan=176,1,Unknown,ms1,56.60,1526.1578,0.0000
194,controllerType=0 controllerNumber=1 scan=197,1,Unknown,ms1,63.38,1526.1435,0.0000
207,controllerType=0 controllerNumber=1 scan=210,1,Unknown,ms1,67.48,1526.1434,0.0000
207,controllerType=0 controllerNumber=1 scan=210,1,Unknown,ms1,67.48,1526.1575,0.0000
214,controllerType=0 controllerNumber=1 scan=217,1,Unknown,ms1,69.69,1526.1436,28742.1797
214,controllerType=0 controllerNumber=1 scan=217,1,Unknown,ms1,69.69,1526.1578,16473.3320
228,controllerType=0 controllerNumber=1 scan=231,1,Unknown,ms1,74.42,1526.1436,76452.7734
228,controllerType=0 controllerNumber=1 scan=231,1,Unknown,ms1,74.42,1526.1578,56499.3984
234,controllerType=0 controllerNumber=1 scan=237,1,Unknown,ms1,76.31,1526.1437,0.0000
234,controllerType=0 controllerNumber=1 scan=237,1,Unknown,ms1,76.31,1526.1579,0.0000
241,controllerType=0 controllerNumber=1 scan=244,1,Unknown,ms1,78.52,1526.1436,19584.4023
241,controllerType=0 controllerNumber=1 scan=244,1,Unknown,ms1,78.52,1526.1578,0.0000
266,controllerType=0 controllerNumber=1 scan=269,1,Unknown,ms1,86.71,1526.1437,12684.0967
266,controllerType=0 controllerNumber=1 scan=269,1,Unknown,ms1,86.71,1526.1578,0.0000
295,controllerType=0 controllerNumber=1 scan=298,1,Unknown,ms1,95.97,1526.1437,0.0000
295,controllerType=0 controllerNumber=1 scan=298,1,Unknown,ms1,95.97,1526.1578,0.0000
296,controllerType=0 controllerNumber=1 scan=299,1,Unknown,ms1,96.28,1526.1437,0.0000
296,controllerType=0 controllerNumber=1 scan=299,1,Unknown,ms1,96.28,1526.1579,0.0000
300,controllerType=0 controllerNumber=1 scan=303,1,Unknown,ms1,97.54,1526.1437,0.0000
300,controllerType=0 controllerNumber=1 scan=303,1,Unknown,ms1,97.54,1526.1578,0.0000
304,controllerType=0 controllerNumber=1 scan=307,1,Unknown,ms1,98.80,1526.1437,0.0000
306,controllerType=0 controllerNumber=1 scan=309,1,Unknown,ms1,99.44,1526.1436,19269.8086
306,controllerType=0 controllerNumber=1 scan=309,1,Unknown,ms1,99.44,1526.1578,0.0000
