# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
182,controllerType=0 controllerNumber=1 scan=185,1,Unknown,ms1,59.44,12514.8076,646.0321,12514.8076
1473,controllerType=0 controllerNumber=1 scan=1479,1,Unknown,ms1,479.36,23056.7148,646.0321,23056.7148
2050,controllerType=0 controllerNumber=1 scan=2072,1,Unknown,ms1,669.40,26095.0820,646.0320,26095.0820
2099,controllerType=0 controllerNumber=1 scan=2121,1,Unknown,ms1,685.07,21299.1289,646.0320,21299.1289
2102,controllerType=0 controllerNumber=1 scan=2124,1,Unknown,ms1,686.12,25663.9004,646.0320,25663.9004
2115,controllerType=0 controllerNumber=1 scan=2138,1,Unknown,ms1,690.43,36420.4375,646.0320,36420.4375
2116,controllerType=0 controllerNumber=1 scan=2139,1,Unknown,ms1,690.75,25409.8086,646.0320,25409.8086
2119,controllerType=0 controllerNumber=1 scan=2142,1,Unknown,ms1,691.69,25278.6094,646.0320,25278.6094
2124,controllerType=0 controllerNumber=1 scan=2147,1,Unknown,ms1,693.27,33632.4688,646.0320,33632.4688
2132,controllerType=0 controllerNumber=1 scan=2155,1,Unknown,ms1,695.90,33498.6914,646.0319,33498.6914
2133,controllerType=0 controllerNumber=1 scan=2156,1,Unknown,ms1,696.27,33398.1953,646.0320,33398.1953
2134,controllerType=0 controllerNumber=1 scan=2157,1,Unknown,ms1,696.63,72960.0703,646.0320,72960.0703
2135,controllerType=0 controllerNumber=1 scan=2158,1,Unknown,ms1,697.00,84920.1328,646.0320,84920.1328
2136,controllerType=0 controllerNumber=1 scan=2159,1,Unknown,ms1,697.36,36513.4297,646.0320,36513.4297
2137,controllerType=0 controllerNumber=1 scan=2160,1,Unknown,ms1,697.73,99194.4453,646.0320,99194.4453
2140,controllerType=0 controllerNumber=1 scan=2163,1,Unknown,ms1,698.83,21315.5879,646.0321,21315.5879
2141,controllerType=0 controllerNumber=1 scan=2164,1,Unknown,ms1,699.14,45126.2383,646.0321,45126.2383
2142,controllerType=0 controllerNumber=1 scan=2165,1,Unknown,ms1,699.46,40081.6641,646.0320,40081.6641
2143,controllerType=0 controllerNumber=1 scan=2166,1,Unknown,ms1,699.77,67407.6797,646.0321,67407.6797
2144,controllerType=0 controllerNumber=1 scan=2167,1,Unknown,ms1,700.09,21025.8184,646.0320,21025.8184
2145,controllerType=0 controllerNumber=1 scan=2168,1,Unknown,ms1,700.46,20477.6660,646.0320,20477.6660
2146,controllerType=0 controllerNumber=1 scan=2169,1,Unknown,ms1,700.83,25660.5234,646.0320,25660.5234
2147,controllerType=0 controllerNumber=1 scan=2170,1,Unknown,ms1,701.19,34168.3047,646.0321,34168.3047
2148,controllerType=0 controllerNumber=1 scan=2171,1,Unknown,ms1,701.56,92736.5547,646.0321,92736.5547
2149,controllerType=0 controllerNumber=1 scan=2172,1,Unknown,ms1,701.93,99357.9453,646.0320,99357.9453
2150,controllerType=0 controllerNumber=1 scan=2173,1,Unknown,ms1,702.29,37800.9688,646.0320,37800.9688
2151,controllerType=0 controllerNumber=1 scan=2174,1,Unknown,ms1,702.66,269039.4453,646.0355,150274.0938
2152,controllerType=0 controllerNumber=1 scan=2175,1,Unknown,ms1,703.03,121197.1563,646.0327,121197.1563
2153,controllerType=0 controllerNumber=1 scan=2176,1,Unknown,ms1,703.39,181235.3281,646.0319,181235.3281
2154,controllerType=0 controllerNumber=1 scan=2177,1,Unknown,ms1,703.71,101824.9766,646.0320,101824.9766
2155,controllerType=0 controllerNumber=1 scan=2178,1,Unknown,ms1,704.02,94785.4141,646.0320,94785.4141
2156,controllerType=0 controllerNumber=1 scan=2179,1,Unknown,ms1,704.34,65083.5391,646.0321,65083.5391
2157,controllerType=0 controllerNumber=1 scan=2180,1,Unknown,ms1,704.65,111372.3125,646.0321,111372.3125
2158,controllerType=0 controllerNumber=1 scan=2181,1,Unknown,ms1,704.97,144784.2656,646.0319,144784.2656
2159,controllerType=0 controllerNumber=1 scan=2182,1,Unknown,ms1,705.29,276118.6094,646.0357,156915.0156
2160,controllerType=0 controllerNumber=1 scan=2183,1,Unknown,ms1,705.60,307427.8438,646.0334,170520.7969
2161,controllerType=0 controllerNumber=1 scan=2184,1,Unknown,ms1,705.92,201337.4531,646.0324,201337.4531
2162,controllerType=0 controllerNumber=1 scan=2186,1,Unknown,ms1,706.37,124938.0547,646.0320,124938.0547
2163,controllerType=0 controllerNumber=1 scan=2187,1,Unknown,ms1,706.74,210356.8906,646.0322,210356.8906
2164,controllerType=0 controllerNumber=1 scan=2189,1,Unknown,ms1,707.15,98830.1875,646.0320,98830.1875
2165,controllerType=0 controllerNumber=1 scan=2191,1,Unknown,ms1,707.58,120755.6563,646.0320,120755.6563
2166,controllerType=0 controllerNumber=1 scan=2192,1,Unknown,ms1,707.95,141387.1250,646.0322,141387.1250
2167,controllerType=0 controllerNumber=1 scan=2194,1,Unknown,ms1,708.36,149027.3125,646.0319,149027.3125
2168,controllerType=0 controllerNumber=1 scan=2195,1,Unknown,ms1,708.73,194811.7500,646.0319,194811.7500
2169,controllerType=0 controllerNumber=1 scan=2196,1,Unknown,ms1,709.04,566659.5000,646.0355,314139.3125
2170,controllerType=0 controllerNumber=1 scan=2197,1,Unknown,ms1,709.36,463099.9375,646.0355,250981.2031
2171,controllerType=0 controllerNumber=1 scan=2198,1,Unknown,ms1,709.67,395836.5938,646.0348,225115.6719
2172,controllerType=0 controllerNumber=1 scan=2199,1,Unknown,ms1,709.99,476688.7188,646.0354,254370.8906
2173,controllerType=0 controllerNumber=1 scan=2200,1,Unknown,ms1,710.30,546876.3281,646.0356,303973.6250
2174,controllerType=0 controllerNumber=1 scan=2201,1,Unknown,ms1,710.68,249293.9375,646.0322,249293.9375
2175,controllerType=0 controllerNumber=1 scan=2202,1,Unknown,ms1,711.04,347796.7188,646.0321,347796.7188
2176,controllerType=0 controllerNumber=1 scan=2203,1,Unknown,ms1,711.41,421365.2344,646.0353,225632.3594
2177,controllerType=0 controllerNumber=1 scan=2204,1,Unknown,ms1,711.72,639137.5938,646.0356,344225.7813
2178,controllerType=0 controllerNumber=1 scan=2205,1,Unknown,ms1,712.04,872405.7500,646.0356,482302.9063
2179,controllerType=0 controllerNumber=1 scan=2206,1,Unknown,ms1,712.35,537748.0000,646.0319,537748.0000
2180,controllerType=0 controllerNumber=1 scan=2207,1,Unknown,ms1,712.67,1196895.4375,646.0357,661784.0625
2181,controllerType=0 controllerNumber=1 scan=2208,1,Unknown,ms1,712.98,458558.8438,646.0321,458558.8438
2182,controllerType=0 controllerNumber=1 scan=2209,1,Unknown,ms1,713.30,1236258.5000,646.0355,680790.6250
2183,controllerType=0 controllerNumber=1 scan=2210,1,Unknown,ms1,713.62,1055893.5000,646.0354,573429.9375
2184,controllerType=0 controllerNumber=1 scan=2211,1,Unknown,ms1,713.93,897624.7500,646.0357,477268.8125
