# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
13,controllerType=0 controllerNumber=1 scan=14,1,Unknown,ms1,4.39,901.4289,0.0000
104,controllerType=0 controllerNumber=1 scan=107,1,Unknown,ms1,34.32,901.4295,0.0000
248,controllerType=0 controllerNumber=1 scan=251,1,Unknown,ms1,80.83,901.4297,0.0000
283,controllerType=0 controllerNumber=1 scan=286,1,Unknown,ms1,92.18,901.4298,0.0000
349,controllerType=0 controllerNumber=1 scan=352,1,Unknown,ms1,113.36,901.4298,0.0000
352,controllerType=0 controllerNumber=1 scan=355,1,Unknown,ms1,114.31,901.4297,10954.8760
401,controllerType=0 controllerNumber=1 scan=404,1,Unknown,ms1,130.02,901.4299,0.0000
502,controllerType=0 controllerNumber=1 scan=505,1,Unknown,ms1,163.11,901.4297,27528.4824
664,controllerType=0 controllerNumber=1 scan=667,1,Unknown,ms1,215.96,901.4297,0.0000
678,controllerType=0 controllerNumber=1 scan=681,1,Unknown,ms1,220.37,901.4296,18028.7031
716,controllerType=0 controllerNumber=1 scan=719,1,Unknown,ms1,233.32,901.4298,0.0000
934,controllerType=0 controllerNumber=1 scan=937,1,Unknown,ms1,303.84,901.4298,24542.2500
1104,controllerType=0 controllerNumber=1 scan=1107,1,Unknown,ms1,358.80,901.4298,22931.6094
1342,controllerType=0 controllerNumber=1 scan=1346,1,Unknown,ms1,436.42,901.4299,0.0000
1701,controllerType=0 controllerNumber=1 scan=1711,1,Unknown,ms1,554.15,901.4297,7787.0830
1800,controllerType=0 controllerNumber=1 scan=1814,1,Unknown,ms1,586.47,901.4296,0.0000
1970,controllerType=0 controllerNumber=1 scan=1989,1,Unknown,ms1,643.19,901.4296,0.0000
2065,controllerType=0 controllerNumber=1 scan=2087,1,Unknown,ms1,674.13,901.4296,0.0000
2166,controllerType=0 controllerNumber=1 scan=2192,1,Unknown,ms1,707.95,901.4295,20666.1602
2527,controllerType=0 controllerNumber=1 scan=2579,1,Unknown,ms1,830.66,901.4296,0.0000
3153,controllerType=0 controllerNumber=1 scan=3212,1,Unknown,ms1,1037.56,901.4295,0.0000
3206,controllerType=0 controllerNumber=1 scan=3266,1,Unknown,ms1,1054.63,901.4297,0.0000
3407,controllerType=0 controllerNumber=1 scan=3475,1,Unknown,ms1,1120.47,901.4294,12834.2451
3765,controllerType=0 controllerNumber=1 scan=3853,1,Unknown,ms1,1240.24,901.4293,26102.6719
3813,controllerType=0 controllerNumber=1 scan=3905,1,Unknown,ms1,1256.23,901.4294,0.0000
3869,controllerType=0 controllerNumber=1 scan=3969,1,Unknown,ms1,1275.71,901.4292,0.0000
4005,controllerType=0 controllerNumber=1 scan=4119,1,Unknown,ms1,1322.19,901.4295,0.0000
4009,controllerType=0 controllerNumber=1 scan=4123,1,Unknown,ms1,1323.45,901.4296,23723.3281
4058,controllerType=0 controllerNumber=1 scan=4178,1,Unknown,ms1,1339.86,901.4296,8359.3203
4111,controllerType=0 controllerNumber=1 scan=4233,1,Unknown,ms1,1357.35,901.4296,22399.6914
4157,controllerType=0 controllerNumber=1 scan=4281,1,Unknown,ms1,1372.35,901.4297,26909.7129
4181,controllerType=0 controllerNumber=1 scan=4308,1,Unknown,ms1,1380.48,901.4297,0.0000
4203,controllerType=0 controllerNumber=1 scan=4331,1,Unknown,ms1,1387.63,901.4298,20234.2051
4232,controllerType=0 controllerNumber=1 scan=4362,1,Unknown,ms1,1397.36,901.4298,31843.3535
4265,controllerType=0 controllerNumber=1 scan=4397,1,Unknown,ms1,1408.32,901.4297,0.0000
4303,controllerType=0 controllerNumber=1 scan=4437,1,Unknown,ms1,1421.27,901.4296,0.0000
4568,controllerType=0 controllerNumber=1 scan=4729,1,Unknown,ms1,1511.69,901.4294,0.0000
4574,controllerType=0 controllerNumber=1 scan=4736,1,Unknown,ms1,1513.68,901.4294,0.0000
4577,controllerType=0 controllerNumber=1 scan=4741,1,Unknown,ms1,1514.99,901.4294,0.0000
4588,controllerType=0 controllerNumber=1 scan=4758,1,Unknown,ms1,1519.52,901.4292,0.0000
4592,controllerType=0 controllerNumber=1 scan=4763,1,Unknown,ms1,1521.04,901.4293,0.0000
4593,controllerType=0 controllerNumber=1 scan=4764,1,Unknown,ms1,1521.41,901.4292,0.0000
4598,controllerType=0 controllerNumber=1 scan=4769,1,Unknown,ms1,1522.99,901.4292,0.0000
4602,controllerType=0 controllerNumber=1 scan=4775,1,Unknown,ms1,1524.53,901.4298,0.0000
4603,controllerType=0 controllerNumber=1 scan=4776,1,Unknown,ms1,1524.84,901.4292,0.0000
4604,controllerType=0 controllerNumber=1 scan=4778,1,Unknown,ms1,1525.26,901.4291,0.0000
4608,controllerType=0 controllerNumber=1 scan=4784,1,Unknown,ms1,1526.91,901.4292,0.0000
4609,controllerType=0 controllerNumber=1 scan=4785,1,Unknown,ms1,1527.23,901.4293,0.0000
4610,controllerType=0 controllerNumber=1 scan=4787,1,Unknown,ms1,1527.63,901.4257,0.0000
4610,controllerType=0 controllerNumber=1 scan=4787,1,Unknown,ms1,1527.63,901.4321,0.0000
4611,controllerType=0 controllerNumber=1 scan=4789,1,Unknown,ms1,1528.05,901.4291,0.0000
4612,controllerType=0 controllerNumber=1 scan=4790,1,Unknown,ms1,1528.42,901.4291,0.0000
4613,controllerType=0 controllerNumber=1 scan=4793,1,Unknown,ms1,1529.02,901.4292,0.0000
4614,controllerType=0 controllerNumber=1 scan=4794,1,Unknown,ms1,1529.39,901.4292,0.0000
4616,controllerType=0 controllerNumber=1 scan=4796,1,Unknown,ms1,1530.02,901.4292,0.0000
4617,controllerType=0 controllerNumber=1 scan=4799,1,Unknown,ms1,1530.65,901.4307,0.0000
4618,controllerType=0 controllerNumber=1 scan=4800,1,Unknown,ms1,1531.02,901.4293,0.0000
4619,controllerType=0 controllerNumber=1 scan=4802,1,Unknown,ms1,1531.43,901.4293,0.0000
4620,controllerType=0 controllerNumber=1 scan=4803,1,Unknown,ms1,1531.80,901.4292,0.0000
4621,controllerType=0 controllerNumber=1 scan=4804,1,Unknown,ms1,1532.11,901.4314,0.0000
