# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
8,controllerType=0 controllerNumber=1 scan=9,1,Unknown,ms1,2.81,682.5465,0.0000
114,controllerType=0 controllerNumber=1 scan=117,1,Unknown,ms1,37.58,682.5471,0.0000
138,controllerType=0 controllerNumber=1 scan=141,1,Unknown,ms1,45.31,682.5471,0.0000
300,controllerType=0 controllerNumber=1 scan=303,1,Unknown,ms1,97.54,682.5471,0.0000
618,controllerType=0 controllerNumber=1 scan=621,1,Unknown,ms1,201.03,682.5471,0.0000
757,controllerType=0 controllerNumber=1 scan=760,1,Unknown,ms1,246.61,682.5472,0.0000
967,controllerType=0 controllerNumber=1 scan=970,1,Unknown,ms1,314.40,682.5478,0.0000
1106,controllerType=0 controllerNumber=1 scan=1109,1,Unknown,ms1,359.43,682.5465,0.0000
1183,controllerType=0 controllerNumber=1 scan=1186,1,Unknown,ms1,384.03,682.5471,0.0000
1739,controllerType=0 controllerNumber=1 scan=1749,1,Unknown,ms1,566.24,682.5471,17414.8770
1997,controllerType=0 controllerNumber=1 scan=2017,1,Unknown,ms1,652.17,682.5471,0.0000
2101,controllerType=0 controllerNumber=1 scan=2123,1,Unknown,ms1,685.76,682.5476,0.0000
2729,controllerType=0 controllerNumber=1 scan=2783,1,Unknown,ms1,896.96,682.5463,0.0000
4182,controllerType=0 controllerNumber=1 scan=4309,1,Unknown,ms1,1380.84,682.5471,0.0000
4297,controllerType=0 controllerNumber=1 scan=4431,1,Unknown,ms1,1419.38,682.5470,0.0000
4544,controllerType=0 controllerNumber=1 scan=4701,1,Unknown,ms1,1503.04,682.5471,0.0000
4587,controllerType=0 controllerNumber=1 scan=4755,1,Unknown,ms1,1518.91,682.5467,0.0000
4589,controllerType=0 controllerNumber=1 scan=4759,1,Unknown,ms1,1519.88,682.5468,0.0000
4590,controllerType=0 controllerNumber=1 scan=4761,1,Unknown,ms1,1520.30,682.5455,0.0000
4590,controllerType=0 controllerNumber=1 scan=4761,1,Unknown,ms1,1520.30,682.5497,0.0000
4591,controllerType=0 controllerNumber=1 scan=4762,1,Unknown,ms1,1520.68,682.5468,0.0000
4593,controllerType=0 controllerNumber=1 scan=4764,1,Unknown,ms1,1521.41,682.5446,0.0000
4593,controllerType=0 controllerNumber=1 scan=4764,1,Unknown,ms1,1521.41,682.5488,0.0000
4594,controllerType=0 controllerNumber=1 scan=4765,1,Unknown,ms1,1521.72,682.5468,0.0000
4595,controllerType=0 controllerNumber=1 scan=4766,1,Unknown,ms1,1522.04,682.5466,0.0000
4598,controllerType=0 controllerNumber=1 scan=4769,1,Unknown,ms1,1522.99,682.5460,0.0000
4598,controllerType=0 controllerNumber=1 scan=4769,1,Unknown,ms1,1522.99,682.5503,0.0000
4599,controllerType=0 controllerNumber=1 scan=4770,1,Unknown,ms1,1523.30,682.5455,0.0000
4599,controllerType=0 controllerNumber=1 scan=4770,1,Unknown,ms1,1523.30,682.5498,0.0000
4600,controllerType=0 controllerNumber=1 scan=4771,1,Unknown,ms1,1523.62,682.5471,0.0000
4601,controllerType=0 controllerNumber=1 scan=4774,1,Unknown,ms1,1524.16,682.5441,0.0000
4601,controllerType=0 controllerNumber=1 scan=4774,1,Unknown,ms1,1524.16,682.5484,0.0000
4602,controllerType=0 controllerNumber=1 scan=4775,1,Unknown,ms1,1524.53,682.5467,0.0000
4604,controllerType=0 controllerNumber=1 scan=4778,1,Unknown,ms1,1525.26,682.5467,0.0000
4605,controllerType=0 controllerNumber=1 scan=4779,1,Unknown,ms1,1525.63,682.5464,0.0000
4606,controllerType=0 controllerNumber=1 scan=4780,1,Unknown,ms1,1526.00,682.5459,0.0000
4606,controllerType=0 controllerNumber=1 scan=4780,1,Unknown,ms1,1526.00,682.5501,0.0000
4607,controllerType=0 controllerNumber=1 scan=4783,1,Unknown,ms1,1526.54,682.5456,0.0000
4607,controllerType=0 controllerNumber=1 scan=4783,1,Unknown,ms1,1526.54,682.5498,0.0000
4608,controllerType=0 controllerNumber=1 scan=4784,1,Unknown,ms1,1526.91,682.5468,0.0000
4609,controllerType=0 controllerNumber=1 scan=4785,1,Unknown,ms1,1527.23,682.5448,0.0000
4609,controllerType=0 controllerNumber=1 scan=4785,1,Unknown,ms1,1527.23,682.5490,0.0000
4610,controllerType=0 controllerNumber=1 scan=4787,1,Unknown,ms1,1527.63,682.5468,0.0000
4611,controllerType=0 controllerNumber=1 scan=4789,1,Unknown,ms1,1528.05,682.5475,0.0000
4614,controllerType=0 controllerNumber=1 scan=4794,1,Unknown,ms1,1529.39,682.5478,0.0000
4615,controllerType=0 controllerNumber=1 scan=4795,1,Unknown,ms1,1529.71,682.5467,0.0000
4617,controllerType=0 controllerNumber=1 scan=4799,1,Unknown,ms1,1530.65,682.5469,0.0000
4619,controllerType=0 controllerNumber=1 scan=4802,1,Unknown,ms1,1531.43,682.5465,0.0000
4621,controllerType=0 controllerNumber=1 scan=4804,1,Unknown,ms1,1532.11,682.5468,0.0000
4623,controllerType=0 controllerNumber=1 scan=4808,1,Unknown,ms1,1533.10,682.5471,0.0000
4624,controllerType=0 controllerNumber=1 scan=4809,1,Unknown,ms1,1533.46,682.5454,0.0000
4624,controllerType=0 controllerNumber=1 scan=4809,1,Unknown,ms1,1533.46,682.5496,0.0000
4625,controllerType=0 controllerNumber=1 scan=4811,1,Unknown,ms1,1533.88,682.5460,0.0000
4625,controllerType=0 controllerNumber=1 scan=4811,1,Unknown,ms1,1533.88,682.5502,0.0000
4632,controllerType=0 controllerNumber=1 scan=4824,1,Unknown,ms1,1537.11,682.5468,0.0000
4636,controllerType=0 controllerNumber=1 scan=4829,1,Unknown,ms1,1538.53,682.5469,0.0000
4641,controllerType=0 controllerNumber=1 scan=4837,1,Unknown,ms1,1540.59,682.5459,0.0000
4641,controllerType=0 controllerNumber=1 scan=4837,1,Unknown,ms1,1540.59,682.5501,0.0000
4652,controllerType=0 controllerNumber=1 scan=4851,1,Unknown,ms1,1544.60,682.5467,0.0000
4722,controllerType=0 controllerNumber=1 scan=4944,1,Unknown,ms1,1570.40,682.5470,0.0000
4724,controllerType=0 controllerNumber=1 scan=4947,1,Unknown,ms1,1571.35,682.5470,26555.3945
4736,controllerType=0 controllerNumber=1 scan=4962,1,Unknown,ms1,1575.67,682.5469,11398.6650
4747,controllerType=0 controllerNumber=1 scan=4978,1,Unknown,ms1,1579.89,682.5470,0.0000
4758,controllerType=0 controllerNumber=1 scan=4995,1,Unknown,ms1,1584.45,682.5469,24842.1543
4766,controllerType=0 controllerNumber=1 scan=5004,1,Unknown,ms1,1587.19,682.5467,0.0000
4769,controllerType=0 controllerNumber=1 scan=5007,1,Unknown,ms1,1588.13,682.5470,19337.2207
4780,controllerType=0 controllerNumber=1 scan=5024,1,Unknown,ms1,1592.59,682.5471,17342.3066
4783,controllerType=0 controllerNumber=1 scan=5030,1,Unknown,ms1,1594.03,682.5469,0.0000
4795,controllerType=0 controllerNumber=1 scan=5045,1,Unknown,ms1,1598.40,682.5468,46659.3359
4808,controllerType=0 controllerNumber=1 scan=5069,1,Unknown,ms1,1604.23,682.5467,31856.4707
4841,controllerType=0 controllerNumber=1 scan=5115,1,Unknown,ms1,1617.06,682.5468,25344.0488
4849,controllerType=0 controllerNumber=1 scan=5131,1,Unknown,ms1,1620.88,682.5467,34777.3398
