# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
2262,controllerType=0 controllerNumber=1 scan=2297,1,Unknown,ms1,740.05,712.8040,0.0000
2292,controllerType=0 controllerNumber=1 scan=2334,1,Unknown,ms1,751.13,712.8041,17002.2129
2604,controllerType=0 controllerNumber=1 scan=2657,1,Unknown,ms1,856.26,712.8044,0.0000
3024,controllerType=0 controllerNumber=1 scan=3081,1,Unknown,ms1,994.98,712.8044,11449.2520
3372,controllerType=0 controllerNumber=1 scan=3438,1,Unknown,ms1,1108.86,712.8042,23104.2988
4650,controllerType=0 controllerNumber=1 scan=4849,1,Unknown,ms1,1543.97,712.8041,20833.0098
4810,controllerType=0 controllerNumber=1 scan=5076,1,Unknown,ms1,1605.68,712.8040,31156.2695
4818,controllerType=0 controllerNumber=1 scan=5084,1,Unknown,ms1,1608.41,712.8041,31364.6426
4824,controllerType=0 controllerNumber=1 scan=5092,1,Unknown,ms1,1610.61,712.8042,12420.4512
4830,controllerType=0 controllerNumber=1 scan=5101,1,Unknown,ms1,1612.93,712.8042,31891.7676
4833,controllerType=0 controllerNumber=1 scan=5104,1,Unknown,ms1,1613.88,712.8041,24512.7910
4840,controllerType=0 controllerNumber=1 scan=5114,1,Unknown,ms1,1616.70,712.8040,17273.7500
4841,controllerType=0 controllerNumber=1 scan=5115,1,Unknown,ms1,1617.06,712.8041,33573.1797
4862,controllerType=0 controllerNumber=1 scan=5157,1,Unknown,ms1,1627.04,712.8035,41845.4141
4869,controllerType=0 controllerNumber=1 scan=5170,1,Unknown,ms1,1630.14,712.8035,44603.4648
4898,controllerType=0 controllerNumber=1 scan=5221,1,Unknown,ms1,1643.06,712.8034,64511.2031
4901,controllerType=0 controllerNumber=1 scan=5227,1,Unknown,ms1,1644.46,712.8034,13085.4492
4902,controllerType=0 controllerNumber=1 scan=5228,1,Unknown,ms1,1644.83,712.8035,0.0000
4905,controllerType=0 controllerNumber=1 scan=5235,1,Unknown,ms1,1646.49,712.8034,0.0000
4910,controllerType=0 controllerNumber=1 scan=5244,1,Unknown,ms1,1648.58,712.8036,43848.7656
4949,controllerType=0 controllerNumber=1 scan=5315,1,Unknown,ms1,1666.15,712.8037,47067.0000
4951,controllerType=0 controllerNumber=1 scan=5318,1,Unknown,ms1,1666.97,712.8037,50890.4258
4952,controllerType=0 controllerNumber=1 scan=5323,1,Unknown,ms1,1667.91,712.8036,50560.7500
4956,controllerType=0 controllerNumber=1 scan=5331,1,Unknown,ms1,1670.00,712.8037,104667.4609
4957,controllerType=0 controllerNumber=1 scan=5332,1,Unknown,ms1,1670.37,712.8037,49597.9570
4958,controllerType=0 controllerNumber=1 scan=5333,1,Unknown,ms1,1670.68,712.8037,47021.9922
