# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
2196,controllerType=0 controllerNumber=1 scan=2223,1,Unknown,ms1,717.72,63788.8652,631.7795,36271.8203
2210,controllerType=0 controllerNumber=1 scan=2238,1,Unknown,ms1,722.43,81540.4102,631.7794,44992.6445
2296,controllerType=0 controllerNumber=1 scan=2338,1,Unknown,ms1,752.49,29693.5791,631.7793,20413.5898
2298,controllerType=0 controllerNumber=1 scan=2340,1,Unknown,ms1,753.12,68532.2461,631.7793,49495.2266
2307,controllerType=0 controllerNumber=1 scan=2349,1,Unknown,ms1,756.07,51615.3691,631.7792,34570.2188
2315,controllerType=0 controllerNumber=1 scan=2357,1,Unknown,ms1,758.99,107722.0508,631.7795,72076.4688
2316,controllerType=0 controllerNumber=1 scan=2358,1,Unknown,ms1,759.36,17346.6172,631.7795,17346.6172
2320,controllerType=0 controllerNumber=1 scan=2362,1,Unknown,ms1,760.83,47955.0576,631.7794,32183.6953
2324,controllerType=0 controllerNumber=1 scan=2366,1,Unknown,ms1,762.24,115353.3125,631.7794,77868.5781
2325,controllerType=0 controllerNumber=1 scan=2367,1,Unknown,ms1,762.56,46619.4043,631.7794,30096.2090
2326,controllerType=0 controllerNumber=1 scan=2368,1,Unknown,ms1,762.87,36739.9385,631.7794,23589.0605
2328,controllerType=0 controllerNumber=1 scan=2371,1,Unknown,ms1,763.68,91618.3145,631.7794,65817.0469
2329,controllerType=0 controllerNumber=1 scan=2372,1,Unknown,ms1,763.99,41252.3701,631.7795,28265.8535
2332,controllerType=0 controllerNumber=1 scan=2375,1,Unknown,ms1,764.94,179199.7500,631.7792,117699.6094
2333,controllerType=0 controllerNumber=1 scan=2376,1,Unknown,ms1,765.25,25318.1782,631.7796,18488.1191
2334,controllerType=0 controllerNumber=1 scan=2377,1,Unknown,ms1,765.63,35737.8799,631.7794,25642.5605
2336,controllerType=0 controllerNumber=1 scan=2379,1,Unknown,ms1,766.36,105845.8008,631.7795,74003.9844
2338,controllerType=0 controllerNumber=1 scan=2381,1,Unknown,ms1,767.09,147971.4219,631.7794,94533.8672
2340,controllerType=0 controllerNumber=1 scan=2384,1,Unknown,ms1,767.90,40565.7021,631.7794,28803.5117
2341,controllerType=0 controllerNumber=1 scan=2385,1,Unknown,ms1,768.21,93138.0566,631.7794,64213.3438
2342,controllerType=0 controllerNumber=1 scan=2388,1,Unknown,ms1,768.82,38046.3203,631.7795,26383.8691
2344,controllerType=0 controllerNumber=1 scan=2391,1,Unknown,ms1,769.66,54351.4902,631.7796,35007.7617
2345,controllerType=0 controllerNumber=1 scan=2392,1,Unknown,ms1,770.02,57775.8457,631.7796,37129.5430
2347,controllerType=0 controllerNumber=1 scan=2394,1,Unknown,ms1,770.76,13353.9639,631.7796,13353.9639
2350,controllerType=0 controllerNumber=1 scan=2397,1,Unknown,ms1,771.75,127842.5859,631.7795,83701.6172
2351,controllerType=0 controllerNumber=1 scan=2398,1,Unknown,ms1,772.07,85549.4355,631.7795,60102.3516
2352,controllerType=0 controllerNumber=1 scan=2399,1,Unknown,ms1,772.38,29257.3154,631.7794,19590.5898
2353,controllerType=0 controllerNumber=1 scan=2400,1,Unknown,ms1,772.70,140774.7539,631.7794,94338.5078
2354,controllerType=0 controllerNumber=1 scan=2401,1,Unknown,ms1,773.01,58696.6250,631.7794,38950.4531
2356,controllerType=0 controllerNumber=1 scan=2403,1,Unknown,ms1,773.64,89055.0664,631.7794,66919.3828
2357,controllerType=0 controllerNumber=1 scan=2404,1,Unknown,ms1,773.96,111902.8203,631.7795,74708.0156
2360,controllerType=0 controllerNumber=1 scan=2407,1,Unknown,ms1,774.91,93157.5039,631.7794,63486.5469
2362,controllerType=0 controllerNumber=1 scan=2409,1,Unknown,ms1,775.59,52047.4678,631.7795,35869.6875
2363,controllerType=0 controllerNumber=1 scan=2410,1,Unknown,ms1,775.96,46837.9893,631.7795,31059.6172
2364,controllerType=0 controllerNumber=1 scan=2411,1,Unknown,ms1,776.33,34501.4131,631.7795,22569.4160
2365,controllerType=0 controllerNumber=1 scan=2412,1,Unknown,ms1,776.64,45138.0098,631.7796,30097.0488
2366,controllerType=0 controllerNumber=1 scan=2413,1,Unknown,ms1,776.96,87905.1699,631.7796,64557.2344
2367,controllerType=0 controllerNumber=1 scan=2414,1,Unknown,ms1,777.27,72544.5098,631.7796,52191.0664
2368,controllerType=0 controllerNumber=1 scan=2415,1,Unknown,ms1,777.59,79048.4922,631.7796,54859.8242
2369,controllerType=0 controllerNumber=1 scan=2416,1,Unknown,ms1,777.90,59609.1328,631.7796,39411.2383
2371,controllerType=0 controllerNumber=1 scan=2418,1,Unknown,ms1,778.53,102126.5293,631.7795,71467.6641
2372,controllerType=0 controllerNumber=1 scan=2419,1,Unknown,ms1,778.85,35565.6299,631.7795,25169.6055
2373,controllerType=0 controllerNumber=1 scan=2420,1,Unknown,ms1,779.16,106448.7070,631.7795,73604.8828
2374,controllerType=0 controllerNumber=1 scan=2421,1,Unknown,ms1,779.48,41024.8457,631.7796,26653.9004
2375,controllerType=0 controllerNumber=1 scan=2422,1,Unknown,ms1,779.80,167058.4570,631.7796,109391.6484
2376,controllerType=0 controllerNumber=1 scan=2423,1,Unknown,ms1,780.11,33297.1719,631.7795,22841.3984
2377,controllerType=0 controllerNumber=1 scan=2424,1,Unknown,ms1,780.48,154230.1250,631.7792,101802.5859
2378,controllerType=0 controllerNumber=1 scan=2425,1,Unknown,ms1,780.85,54058.3906,631.7795,36978.7461
2380,controllerType=0 controllerNumber=1 scan=2427,1,Unknown,ms1,781.58,77169.6230,631.7796,57633.4492
2381,controllerType=0 controllerNumber=1 scan=2428,1,Unknown,ms1,781.94,49803.2471,631.7796,33924.6523
2382,controllerType=0 controllerNumber=1 scan=2429,1,Unknown,ms1,782.31,39796.0000,631.7796,26042.8789
2383,controllerType=0 controllerNumber=1 scan=2430,1,Unknown,ms1,782.62,41103.1563,631.7795,28053.3438
2384,controllerType=0 controllerNumber=1 scan=2431,1,Unknown,ms1,782.94,51013.5117,631.7795,34502.4609
2386,controllerType=0 controllerNumber=1 scan=2434,1,Unknown,ms1,783.66,36171.4541,631.7795,25001.9063
2387,controllerType=0 controllerNumber=1 scan=2435,1,Unknown,ms1,784.03,90570.7441,631.7795,65047.2734
2388,controllerType=0 controllerNumber=1 scan=2436,1,Unknown,ms1,784.34,101419.7773,631.7796,68051.9297
2389,controllerType=0 controllerNumber=1 scan=2437,1,Unknown,ms1,784.66,100883.1680,631.7795,68119.8359
2392,controllerType=0 controllerNumber=1 scan=2440,1,Unknown,ms1,785.66,125748.0469,631.7795,82450.6563
2393,controllerType=0 controllerNumber=1 scan=2441,1,Unknown,ms1,786.03,154718.9102,631.7794,101315.0078
2394,controllerType=0 controllerNumber=1 scan=2442,1,Unknown,ms1,786.34,112380.7461,631.7795,76853.9531
2396,controllerType=0 controllerNumber=1 scan=2444,1,Unknown,ms1,786.97,31773.0449,631.7796,22854.8516
2397,controllerType=0 controllerNumber=1 scan=2445,1,Unknown,ms1,787.29,25270.7764,631.7796,18580.8516
2398,controllerType=0 controllerNumber=1 scan=2446,1,Unknown,ms1,787.60,38047.3379,631.7796,25516.9141
2399,controllerType=0 controllerNumber=1 scan=2448,1,Unknown,ms1,788.08,88638.9746,631.7796,62743.4727
2401,controllerType=0 controllerNumber=1 scan=2450,1,Unknown,ms1,788.76,128110.2109,631.7796,81410.7578
2402,controllerType=0 controllerNumber=1 scan=2451,1,Unknown,ms1,789.07,37029.8867,631.7796,25917.6484
2403,controllerType=0 controllerNumber=1 scan=2452,1,Unknown,ms1,789.39,159255.7305,631.7796,99709.8203
2404,controllerType=0 controllerNumber=1 scan=2453,1,Unknown,ms1,789.70,36923.1406,631.7796,25457.3203
2405,controllerType=0 controllerNumber=1 scan=2454,1,Unknown,ms1,790.02,56752.8242,631.7795,36585.1328
2406,controllerType=0 controllerNumber=1 scan=2455,1,Unknown,ms1,790.34,47094.5508,631.7795,29219.6699
2407,controllerType=0 controllerNumber=1 scan=2456,1,Unknown,ms1,790.71,66516.4746,631.7795,48814.1563
2409,controllerType=0 controllerNumber=1 scan=2458,1,Unknown,ms1,791.44,118534.7578,631.7796,82757.7109
2411,controllerType=0 controllerNumber=1 scan=2460,1,Unknown,ms1,792.12,27848.1904,631.7796,19458.6777
2412,controllerType=0 controllerNumber=1 scan=2461,1,Unknown,ms1,792.44,27369.1182,631.7796,18951.1875
2413,controllerType=0 controllerNumber=1 scan=2462,1,Unknown,ms1,792.75,51402.1738,631.7796,34881.3477
2414,controllerType=0 controllerNumber=1 scan=2463,1,Unknown,ms1,793.07,119441.9727,631.7796,79833.7891
2417,controllerType=0 controllerNumber=1 scan=2466,1,Unknown,ms1,794.01,43223.1436,631.7796,29317.7168
2418,controllerType=0 controllerNumber=1 scan=2467,1,Unknown,ms1,794.33,76486.0430,631.7796,54925.9219
2419,controllerType=0 controllerNumber=1 scan=2468,1,Unknown,ms1,794.64,17799.0254,631.7795,17799.0254
2420,controllerType=0 controllerNumber=1 scan=2469,1,Unknown,ms1,794.96,53969.5586,631.7795,36078.9492
2421,controllerType=0 controllerNumber=1 scan=2470,1,Unknown,ms1,795.27,44319.9434,631.7796,31189.0586
2425,controllerType=0 controllerNumber=1 scan=2474,1,Unknown,ms1,796.54,49769.7930,631.7796,32039.8125
2426,controllerType=0 controllerNumber=1 scan=2475,1,Unknown,ms1,796.85,37068.3164,631.7796,25583.2676
2428,controllerType=0 controllerNumber=1 scan=2477,1,Unknown,ms1,797.48,45131.3389,631.7795,31557.2070
2430,controllerType=0 controllerNumber=1 scan=2479,1,Unknown,ms1,798.11,40690.4023,631.7796,27002.5488
2431,controllerType=0 controllerNumber=1 scan=2480,1,Unknown,ms1,798.43,54363.7129,631.7796,36402.2500
2432,controllerType=0 controllerNumber=1 scan=2481,1,Unknown,ms1,798.74,48076.0762,631.7796,30339.2285
2436,controllerType=0 controllerNumber=1 scan=2485,1,Unknown,ms1,800.01,48802.6240,631.7798,34665.3516
2441,controllerType=0 controllerNumber=1 scan=2490,1,Unknown,ms1,801.79,54079.6367,631.7796,36304.1172
2443,controllerType=0 controllerNumber=1 scan=2492,1,Unknown,ms1,802.52,79460.9785,631.7796,57581.0078
2445,controllerType=0 controllerNumber=1 scan=2494,1,Unknown,ms1,803.15,80991.3418,631.7797,57663.7188
2448,controllerType=0 controllerNumber=1 scan=2498,1,Unknown,ms1,804.25,26616.0713,631.7796,19208.3379
2450,controllerType=0 controllerNumber=1 scan=2500,1,Unknown,ms1,804.88,28605.2344,631.7797,18428.8301
2451,controllerType=0 controllerNumber=1 scan=2501,1,Unknown,ms1,805.19,58139.4473,631.7797,32452.0449
2455,controllerType=0 controllerNumber=1 scan=2505,1,Unknown,ms1,806.61,122626.6758,631.7796,81905.2578
2457,controllerType=0 controllerNumber=1 scan=2507,1,Unknown,ms1,807.24,51229.6816,631.7796,35311.4023
2460,controllerType=0 controllerNumber=1 scan=2510,1,Unknown,ms1,808.19,14937.7363,631.7796,14937.7363
2462,controllerType=0 controllerNumber=1 scan=2512,1,Unknown,ms1,808.82,35149.3906,631.7796,25018.4531
2472,controllerType=0 controllerNumber=1 scan=2522,1,Unknown,ms1,812.23,17540.9609,631.7795,17540.9609
2473,controllerType=0 controllerNumber=1 scan=2523,1,Unknown,ms1,812.55,49247.2686,631.7795,33745.1250
2474,controllerType=0 controllerNumber=1 scan=2524,1,Unknown,ms1,812.86,22994.4360,631.7795,17248.4160
2478,controllerType=0 controllerNumber=1 scan=2529,1,Unknown,ms1,814.29,45100.7949,631.7795,29040.6797
2480,controllerType=0 controllerNumber=1 scan=2531,1,Unknown,ms1,814.92,58935.0605,631.7796,34802.0781
2481,controllerType=0 controllerNumber=1 scan=2532,1,Unknown,ms1,815.24,31893.8438,631.7795,22063.3496
2482,controllerType=0 controllerNumber=1 scan=2533,1,Unknown,ms1,815.61,32797.4238,631.7795,22094.6250
2491,controllerType=0 controllerNumber=1 scan=2542,1,Unknown,ms1,818.60,25327.7441,631.7795,18084.6367
2496,controllerType=0 controllerNumber=1 scan=2547,1,Unknown,ms1,820.17,33583.6416,631.7795,22858.4043
2508,controllerType=0 controllerNumber=1 scan=2560,1,Unknown,ms1,824.61,44356.1133,631.7794,29516.1641
2509,controllerType=0 controllerNumber=1 scan=2561,1,Unknown,ms1,824.93,26194.3452,631.7795,19253.4414
2521,controllerType=0 controllerNumber=1 scan=2573,1,Unknown,ms1,828.71,53385.8457,631.7796,29733.7715
2522,controllerType=0 controllerNumber=1 scan=2574,1,Unknown,ms1,829.03,45881.5605,631.7795,24662.6309
2542,controllerType=0 controllerNumber=1 scan=2594,1,Unknown,ms1,835.50,42956.0762,631.7794,30072.9707
2561,controllerType=0 controllerNumber=1 scan=2613,1,Unknown,ms1,842.05,38625.3301,631.7796,24574.4199
2564,controllerType=0 controllerNumber=1 scan=2616,1,Unknown,ms1,843.15,78607.8711,631.7796,43283.0195
2570,controllerType=0 controllerNumber=1 scan=2622,1,Unknown,ms1,845.09,32334.3555,631.7796,22702.3652
2602,controllerType=0 controllerNumber=1 scan=2655,1,Unknown,ms1,855.52,79031.8477,631.7795,47605.6250
2622,controllerType=0 controllerNumber=1 scan=2675,1,Unknown,ms1,862.13,50229.3867,631.7797,28658.4941
2641,controllerType=0 controllerNumber=1 scan=2694,1,Unknown,ms1,868.28,48822.2695,631.7796,29871.9375
2659,controllerType=0 controllerNumber=1 scan=2712,1,Unknown,ms1,873.96,59246.1816,631.7797,30360.1152
2696,controllerType=0 controllerNumber=1 scan=2750,1,Unknown,ms1,886.14,54024.1816,631.7797,30735.8516
2722,controllerType=0 controllerNumber=1 scan=2776,1,Unknown,ms1,894.49,31892.4941,631.7797,20361.1738
2723,controllerType=0 controllerNumber=1 scan=2777,1,Unknown,ms1,894.81,31921.0430,631.7797,21078.9063
2732,controllerType=0 controllerNumber=1 scan=2786,1,Unknown,ms1,898.06,11744.2217,631.7797,11744.2217
2757,controllerType=0 controllerNumber=1 scan=2812,1,Unknown,ms1,906.62,43812.3154,631.7796,27873.0820
2761,controllerType=0 controllerNumber=1 scan=2817,1,Unknown,ms1,908.18,43461.7988,631.7796,25184.0195
2793,controllerType=0 controllerNumber=1 scan=2849,1,Unknown,ms1,918.94,38078.9883,631.7796,25390.1836
2818,controllerType=0 controllerNumber=1 scan=2874,1,Unknown,ms1,927.08,39976.0801,631.7795,26690.3359
2823,controllerType=0 controllerNumber=1 scan=2879,1,Unknown,ms1,928.66,33357.7432,631.7796,23897.8164
2834,controllerType=0 controllerNumber=1 scan=2890,1,Unknown,ms1,932.44,45767.5508,631.7795,30463.7148
