# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
1293,controllerType=0 controllerNumber=1 scan=1296,1,Unknown,ms1,419.69,15360.7041,950.0680,15360.7041
2621,controllerType=0 controllerNumber=1 scan=2674,1,Unknown,ms1,861.82,24325.2031,950.0678,24325.2031
3633,controllerType=0 controllerNumber=1 scan=3712,1,Unknown,ms1,1196.21,21833.9180,950.0674,21833.9180
3684,controllerType=0 controllerNumber=1 scan=3765,1,Unknown,ms1,1213.21,31488.0703,950.0674,31488.0703
4188,controllerType=0 controllerNumber=1 scan=4316,1,Unknown,ms1,1382.90,9527.1680,950.0678,9527.1680
4221,controllerType=0 controllerNumber=1 scan=4351,1,Unknown,ms1,1393.78,39504.9961,950.0678,39504.9961
4229,controllerType=0 controllerNumber=1 scan=4359,1,Unknown,ms1,1396.41,24182.8438,950.0679,24182.8438
4552,controllerType=0 controllerNumber=1 scan=4710,1,Unknown,ms1,1505.87,31866.6641,950.0676,31866.6641
4880,controllerType=0 controllerNumber=1 scan=5192,1,Unknown,ms1,1635.43,50209.8662,950.0733,34408.0820
4955,controllerType=0 controllerNumber=1 scan=5328,1,Unknown,ms1,1669.26,55365.5781,950.0668,55365.5781
4964,controllerType=0 controllerNumber=1 scan=5350,1,Unknown,ms1,1674.20,50393.4023,950.0668,50393.4023
4970,controllerType=0 controllerNumber=1 scan=5370,1,Unknown,ms1,1678.19,108292.5195,950.0735,56078.8438
4972,controllerType=0 controllerNumber=1 scan=5375,1,Unknown,ms1,1679.26,134584.3594,950.0667,67340.5859
4973,controllerType=0 controllerNumber=1 scan=5379,1,Unknown,ms1,1680.09,274028.5859,950.0737,149539.0625
4974,controllerType=0 controllerNumber=1 scan=5380,1,Unknown,ms1,1680.45,43199.9609,950.0668,43199.9609
4975,controllerType=0 controllerNumber=1 scan=5384,1,Unknown,ms1,1681.15,267499.1250,950.0674,267499.1250
4976,controllerType=0 controllerNumber=1 scan=5389,1,Unknown,ms1,1682.15,416202.9688,950.0725,220410.2188
4977,controllerType=0 controllerNumber=1 scan=5393,1,Unknown,ms1,1682.92,979884.9688,950.0736,503393.4375
4978,controllerType=0 controllerNumber=1 scan=5394,1,Unknown,ms1,1683.29,1132399.2500,950.0719,577118.8750
4979,controllerType=0 controllerNumber=1 scan=5398,1,Unknown,ms1,1683.91,821102.8750,950.0670,821102.8750
4980,controllerType=0 controllerNumber=1 scan=5403,1,Unknown,ms1,1684.90,1519807.5000,950.0669,1519807.5000
4981,controllerType=0 controllerNumber=1 scan=5409,1,Unknown,ms1,1685.99,4072573.2500,950.0669,4072573.2500
4982,controllerType=0 controllerNumber=1 scan=5410,1,Unknown,ms1,1686.37,8955653.0000,950.0735,4926306.0000
4983,controllerType=0 controllerNumber=1 scan=5418,1,Unknown,ms1,1687.70,21169896.0000,950.0732,11673126.0000
4984,controllerType=0 controllerNumber=1 scan=5423,1,Unknown,ms1,1688.63,27844540.0000,950.0730,15613558.0000
4985,controllerType=0 controllerNumber=1 scan=5424,1,Unknown,ms1,1688.99,36118359.0000,950.0730,20285486.0000
4986,controllerType=0 controllerNumber=1 scan=5427,1,Unknown,ms1,1689.54,46768962.0000,950.0727,26768842.0000
4987,controllerType=0 controllerNumber=1 scan=5433,1,Unknown,ms1,1690.55,55117580.0000,950.0724,31554832.0000
4988,controllerType=0 controllerNumber=1 scan=5440,1,Unknown,ms1,1691.72,50457842.0000,950.0720,29210088.0000
4989,controllerType=0 controllerNumber=1 scan=5441,1,Unknown,ms1,1692.09,50055238.0000,950.0719,28914426.0000
4990,controllerType=0 controllerNumber=1 scan=5450,1,Unknown,ms1,1693.56,37705328.0000,950.0719,21766976.0000
4991,controllerType=0 controllerNumber=1 scan=5456,1,Unknown,ms1,1694.50,28463089.0000,950.0725,15982688.0000
4992,controllerType=0 controllerNumber=1 scan=5466,1,Unknown,ms1,1695.81,12153500.5000,950.0729,6800997.5000
4993,controllerType=0 controllerNumber=1 scan=5471,1,Unknown,ms1,1696.64,11079289.0000,950.0725,6393644.5000
4994,controllerType=0 controllerNumber=1 scan=5477,1,Unknown,ms1,1697.64,4780594.5000,950.0669,4780594.5000
4995,controllerType=0 controllerNumber=1 scan=5478,1,Unknown,ms1,1698.01,2845078.5000,950.0682,2845078.5000
4996,controllerType=0 controllerNumber=1 scan=5479,1,Unknown,ms1,1698.32,9479579.5000,950.0737,5213112.5000
4997,controllerType=0 controllerNumber=1 scan=5483,1,Unknown,ms1,1698.94,2277827.2500,950.0668,2277827.2500
4998,controllerType=0 controllerNumber=1 scan=5484,1,Unknown,ms1,1699.30,7357210.2500,950.0731,3986323.7500
4999,controllerType=0 controllerNumber=1 scan=5488,1,Unknown,ms1,1699.96,2681719.0000,950.0669,2681719.0000
5000,controllerType=0 controllerNumber=1 scan=5489,1,Unknown,ms1,1700.32,1953485.7500,950.0686,1953485.7500
5001,controllerType=0 controllerNumber=1 scan=5495,1,Unknown,ms1,1701.45,3057358.5000,950.0681,3057358.5000
5002,controllerType=0 controllerNumber=1 scan=5496,1,Unknown,ms1,1701.81,2323003.6250,950.0735,1234899.3750
5005,controllerType=0 controllerNumber=1 scan=5502,1,Unknown,ms1,1703.04,1894208.1250,950.0669,1894208.1250
5006,controllerType=0 controllerNumber=1 scan=5503,1,Unknown,ms1,1703.35,1471202.7500,950.0668,1471202.7500
5007,controllerType=0 controllerNumber=1 scan=5505,1,Unknown,ms1,1703.76,2075900.1250,950.0691,2075900.1250
5008,controllerType=0 controllerNumber=1 scan=5508,1,Unknown,ms1,1704.28,639276.8125,950.0668,639276.8125
5012,controllerType=0 controllerNumber=1 scan=5516,1,Unknown,ms1,1706.18,462224.0000,950.0670,462224.0000
5013,controllerType=0 controllerNumber=1 scan=5517,1,Unknown,ms1,1706.55,774628.3750,950.0670,774628.3750
5015,controllerType=0 controllerNumber=1 scan=5521,1,Unknown,ms1,1707.52,510223.2500,950.0671,510223.2500
5016,controllerType=0 controllerNumber=1 scan=5524,1,Unknown,ms1,1708.06,2766969.6250,950.0733,1398311.8750
5017,controllerType=0 controllerNumber=1 scan=5526,1,Unknown,ms1,1708.47,401308.0625,950.0671,401308.0625
5019,controllerType=0 controllerNumber=1 scan=5530,1,Unknown,ms1,1709.51,272243.5313,950.0671,272243.5313
5022,controllerType=0 controllerNumber=1 scan=5535,1,Unknown,ms1,1710.72,292989.6250,950.0671,292989.6250
5023,controllerType=0 controllerNumber=1 scan=5538,1,Unknown,ms1,1711.26,561455.1250,950.0670,561455.1250
5024,controllerType=0 controllerNumber=1 scan=5545,1,Unknown,ms1,1712.42,235971.8438,950.0669,235971.8438
5025,controllerType=0 controllerNumber=1 scan=5546,1,Unknown,ms1,1712.79,1492433.5000,950.0716,773135.1875
5026,controllerType=0 controllerNumber=1 scan=5551,1,Unknown,ms1,1713.64,142403.9531,950.0668,142403.9531
5033,controllerType=0 controllerNumber=1 scan=5584,1,Unknown,ms1,1719.34,166159.7891,950.0733,91756.6406
5037,controllerType=0 controllerNumber=1 scan=5616,1,Unknown,ms1,1724.61,498524.5781,950.0730,258561.8438
5038,controllerType=0 controllerNumber=1 scan=5619,1,Unknown,ms1,1725.09,171477.8906,950.0732,102351.2031
5042,controllerType=0 controllerNumber=1 scan=5637,1,Unknown,ms1,1728.30,186888.9609,950.0735,106357.8984
5045,controllerType=0 controllerNumber=1 scan=5652,1,Unknown,ms1,1731.00,258040.5313,950.0692,258040.5313
5046,controllerType=0 controllerNumber=1 scan=5653,1,Unknown,ms1,1731.37,80315.1172,950.0668,80315.1172
5047,controllerType=0 controllerNumber=1 scan=5658,1,Unknown,ms1,1732.22,91180.2109,950.0668,91180.2109
5054,controllerType=0 controllerNumber=1 scan=5681,1,Unknown,ms1,1736.81,68133.5000,950.0669,68133.5000
5056,controllerType=0 controllerNumber=1 scan=5689,1,Unknown,ms1,1738.34,58465.6250,950.0669,58465.6250
5057,controllerType=0 controllerNumber=1 scan=5695,1,Unknown,ms1,1739.36,114959.4297,950.0671,114959.4297
5060,controllerType=0 controllerNumber=1 scan=5705,1,Unknown,ms1,1741.30,37972.8633,950.0674,37972.8633
5093,controllerType=0 controllerNumber=1 scan=5845,1,Unknown,ms1,1767.91,418192.9688,950.0736,216960.0000
5119,controllerType=0 controllerNumber=1 scan=5931,1,Unknown,ms1,1784.79,115366.7734,950.0734,66233.0781
5205,controllerType=0 controllerNumber=1 scan=6261,1,Unknown,ms1,1847.23,132155.5430,950.0736,69674.3125
5224,controllerType=0 controllerNumber=1 scan=6339,1,Unknown,ms1,1861.72,109405.8203,950.0662,65981.7813
5225,controllerType=0 controllerNumber=1 scan=6347,1,Unknown,ms1,1863.04,79952.6016,950.0662,50540.4609
5227,controllerType=0 controllerNumber=1 scan=6361,1,Unknown,ms1,1865.45,222173.7266,950.0659,132882.4688
5235,controllerType=0 controllerNumber=1 scan=6428,1,Unknown,ms1,1876.54,160703.8359,950.0662,121201.2344
5236,controllerType=0 controllerNumber=1 scan=6435,1,Unknown,ms1,1877.62,96054.9648,950.0663,60292.5234
5237,controllerType=0 controllerNumber=1 scan=6436,1,Unknown,ms1,1877.98,321348.5469,950.0666,195856.2969
5238,controllerType=0 controllerNumber=1 scan=6440,1,Unknown,ms1,1878.69,92541.9316,950.0665,61095.1250
5239,controllerType=0 controllerNumber=1 scan=6444,1,Unknown,ms1,1879.39,126341.5898,950.0665,102814.8750
5240,controllerType=0 controllerNumber=1 scan=6451,1,Unknown,ms1,1880.56,325013.9453,950.0660,215782.8438
5241,controllerType=0 controllerNumber=1 scan=6458,1,Unknown,ms1,1881.92,151864.6250,950.0694,151864.6250
5242,controllerType=0 controllerNumber=1 scan=6459,1,Unknown,ms1,1882.28,123412.4219,950.0668,123412.4219
5243,controllerType=0 controllerNumber=1 scan=6465,1,Unknown,ms1,1883.30,390926.5156,950.0651,246506.9844
5244,controllerType=0 controllerNumber=1 scan=6468,1,Unknown,ms1,1883.84,167948.4063,950.0708,167948.4063
5245,controllerType=0 controllerNumber=1 scan=6475,1,Unknown,ms1,1884.94,282906.9375,950.0661,191195.7813
5246,controllerType=0 controllerNumber=1 scan=6483,1,Unknown,ms1,1886.27,198311.9844,950.0678,198311.9844
5247,controllerType=0 controllerNumber=1 scan=6491,1,Unknown,ms1,1887.71,143746.1250,950.0703,143746.1250
5248,controllerType=0 controllerNumber=1 scan=6498,1,Unknown,ms1,1888.87,477981.4375,950.0659,297599.9688
5249,controllerType=0 controllerNumber=1 scan=6499,1,Unknown,ms1,1889.24,168423.5156,950.0683,168423.5156
5250,controllerType=0 controllerNumber=1 scan=6505,1,Unknown,ms1,1890.25,106874.5781,950.0665,62380.5117
5253,controllerType=0 controllerNumber=1 scan=6526,1,Unknown,ms1,1893.94,79117.2656,950.0663,52008.8750
5257,controllerType=0 controllerNumber=1 scan=6554,1,Unknown,ms1,1898.79,104994.6250,950.0659,66728.9922
5261,controllerType=0 controllerNumber=1 scan=6579,1,Unknown,ms1,1903.06,270907.8828,950.0661,183035.4531
5263,controllerType=0 controllerNumber=1 scan=6582,1,Unknown,ms1,1903.86,170081.2422,950.0661,90455.4297
5266,controllerType=0 controllerNumber=1 scan=6599,1,Unknown,ms1,1906.92,174846.3438,950.0662,99755.4766
5270,controllerType=0 controllerNumber=1 scan=6617,1,Unknown,ms1,1910.02,333067.3203,950.0666,224079.1094
5272,controllerType=0 controllerNumber=1 scan=6629,1,Unknown,ms1,1912.12,185964.9531,950.0735,93380.2344
5273,controllerType=0 controllerNumber=1 scan=6636,1,Unknown,ms1,1913.29,436646.3750,950.0667,235978.3594
5274,controllerType=0 controllerNumber=1 scan=6642,1,Unknown,ms1,1914.30,372369.9688,950.0688,372369.9688
5275,controllerType=0 controllerNumber=1 scan=6645,1,Unknown,ms1,1914.79,383435.8750,950.0666,230795.5156
5276,controllerType=0 controllerNumber=1 scan=6651,1,Unknown,ms1,1915.80,221329.4063,950.0668,221329.4063
5278,controllerType=0 controllerNumber=1 scan=6659,1,Unknown,ms1,1917.33,172268.8750,950.0668,172268.8750
5279,controllerType=0 controllerNumber=1 scan=6669,1,Unknown,ms1,1918.96,343282.4063,950.0711,343282.4063
5280,controllerType=0 controllerNumber=1 scan=6672,1,Unknown,ms1,1919.51,220901.4688,950.0668,220901.4688
5281,controllerType=0 controllerNumber=1 scan=6678,1,Unknown,ms1,1920.49,608332.1563,950.0643,360680.3438
5282,controllerType=0 controllerNumber=1 scan=6685,1,Unknown,ms1,1921.66,451122.1563,950.0665,275800.0938
5284,controllerType=0 controllerNumber=1 scan=6694,1,Unknown,ms1,1923.21,384030.0625,950.0676,384030.0625
5287,controllerType=0 controllerNumber=1 scan=6711,1,Unknown,ms1,1926.16,534350.3125,950.0717,304969.7188
5288,controllerType=0 controllerNumber=1 scan=6712,1,Unknown,ms1,1926.53,296336.0938,950.0668,296336.0938
5289,controllerType=0 controllerNumber=1 scan=6716,1,Unknown,ms1,1927.23,398707.6563,950.0697,398707.6563
5290,controllerType=0 controllerNumber=1 scan=6724,1,Unknown,ms1,1928.55,445559.2656,950.0667,250986.5781
5291,controllerType=0 controllerNumber=1 scan=6734,1,Unknown,ms1,1930.18,63853.8672,950.0668,63853.8672
5292,controllerType=0 controllerNumber=1 scan=6742,1,Unknown,ms1,1931.50,169679.4688,950.0669,169679.4688
5293,controllerType=0 controllerNumber=1 scan=6747,1,Unknown,ms1,1932.43,190094.1211,950.0667,127842.2969
5294,controllerType=0 controllerNumber=1 scan=6753,1,Unknown,ms1,1933.45,171966.5156,950.0707,171966.5156
5295,controllerType=0 controllerNumber=1 scan=6761,1,Unknown,ms1,1934.77,290035.8438,950.0667,169104.5313
5296,controllerType=0 controllerNumber=1 scan=6765,1,Unknown,ms1,1935.47,139696.2031,950.0669,139696.2031
5303,controllerType=0 controllerNumber=1 scan=6820,1,Unknown,ms1,1944.94,310566.0313,950.0688,310566.0313
5304,controllerType=0 controllerNumber=1 scan=6826,1,Unknown,ms1,1945.88,73844.8281,950.0668,73844.8281
5305,controllerType=0 controllerNumber=1 scan=6830,1,Unknown,ms1,1946.69,221362.6719,950.0692,221362.6719
5306,controllerType=0 controllerNumber=1 scan=6834,1,Unknown,ms1,1947.46,178537.3438,950.0676,178537.3438
5308,controllerType=0 controllerNumber=1 scan=6839,1,Unknown,ms1,1948.46,436069.1250,950.0713,252055.6875
5309,controllerType=0 controllerNumber=1 scan=6844,1,Unknown,ms1,1949.31,156500.3750,950.0669,156500.3750
5312,controllerType=0 controllerNumber=1 scan=6854,1,Unknown,ms1,1951.24,135853.8672,950.0737,67962.7969
5315,controllerType=0 controllerNumber=1 scan=6869,1,Unknown,ms1,1953.94,122532.0938,950.0668,122532.0938
5316,controllerType=0 controllerNumber=1 scan=6875,1,Unknown,ms1,1955.02,56153.0625,950.0669,56153.0625
5317,controllerType=0 controllerNumber=1 scan=6880,1,Unknown,ms1,1956.01,56809.2109,950.0668,56809.2109
5318,controllerType=0 controllerNumber=1 scan=6883,1,Unknown,ms1,1956.74,31745.5195,950.0667,31745.5195
5319,controllerType=0 controllerNumber=1 scan=6884,1,Unknown,ms1,1957.11,120509.6563,950.0668,120509.6563
5322,controllerType=0 controllerNumber=1 scan=6900,1,Unknown,ms1,1959.83,132195.6406,950.0669,132195.6406
5330,controllerType=0 controllerNumber=1 scan=6931,1,Unknown,ms1,1965.82,42665.0234,950.0671,42665.0234
5332,controllerType=0 controllerNumber=1 scan=6942,1,Unknown,ms1,1967.69,119160.9141,950.0672,119160.9141
5333,controllerType=0 controllerNumber=1 scan=6947,1,Unknown,ms1,1968.54,43157.9023,950.0671,43157.9023
5334,controllerType=0 controllerNumber=1 scan=6948,1,Unknown,ms1,1968.91,37416.6406,950.0672,37416.6406
5338,controllerType=0 controllerNumber=1 scan=6964,1,Unknown,ms1,1972.11,52535.8984,950.0671,52535.8984
5339,controllerType=0 controllerNumber=1 scan=6970,1,Unknown,ms1,1973.08,120225.0859,950.0670,120225.0859
5341,controllerType=0 controllerNumber=1 scan=6978,1,Unknown,ms1,1974.63,46414.4453,950.0669,46414.4453
5345,controllerType=0 controllerNumber=1 scan=6992,1,Unknown,ms1,1977.39,62526.3633,950.0669,62526.3633
5347,controllerType=0 controllerNumber=1 scan=7001,1,Unknown,ms1,1979.09,160192.3594,950.0669,160192.3594
5349,controllerType=0 controllerNumber=1 scan=7009,1,Unknown,ms1,1980.62,53952.0234,950.0668,53952.0234
5352,controllerType=0 controllerNumber=1 scan=7027,1,Unknown,ms1,1983.84,112142.7773,950.0736,62698.5859
5356,controllerType=0 controllerNumber=1 scan=7052,1,Unknown,ms1,1988.14,94499.9141,950.0661,57154.4688
5358,controllerType=0 controllerNumber=1 scan=7066,1,Unknown,ms1,1990.47,125476.8633,950.0732,64529.7969
5368,controllerType=0 controllerNumber=1 scan=7123,1,Unknown,ms1,2000.68,168955.2188,950.0730,88079.8906
5371,controllerType=0 controllerNumber=1 scan=7143,1,Unknown,ms1,2003.95,295655.5781,950.0659,208653.0469
5374,controllerType=0 controllerNumber=1 scan=7154,1,Unknown,ms1,2006.21,200087.6719,950.0727,116815.6641
5376,controllerType=0 controllerNumber=1 scan=7159,1,Unknown,ms1,2007.28,88532.5234,950.0657,88532.5234
5378,controllerType=0 controllerNumber=1 scan=7169,1,Unknown,ms1,2008.97,600795.9375,950.0658,388066.9375
5384,controllerType=0 controllerNumber=1 scan=7184,1,Unknown,ms1,2012.26,226007.2188,950.0660,152629.9219
5397,controllerType=0 controllerNumber=1 scan=7216,1,Unknown,ms1,2019.09,373275.2969,950.0665,195114.0000
5399,controllerType=0 controllerNumber=1 scan=7222,1,Unknown,ms1,2020.29,346751.7969,950.0734,208374.0000
5402,controllerType=0 controllerNumber=1 scan=7232,1,Unknown,ms1,2022.34,827570.7813,950.0731,498302.7500
5403,controllerType=0 controllerNumber=1 scan=7233,1,Unknown,ms1,2022.71,749412.5313,950.0735,456052.5000
5404,controllerType=0 controllerNumber=1 scan=7239,1,Unknown,ms1,2023.71,111928.6953,950.0668,111928.6953
5405,controllerType=0 controllerNumber=1 scan=7240,1,Unknown,ms1,2024.08,529687.1875,950.0671,529687.1875
5406,controllerType=0 controllerNumber=1 scan=7243,1,Unknown,ms1,2024.62,771471.6250,950.0722,494626.9688
5407,controllerType=0 controllerNumber=1 scan=7248,1,Unknown,ms1,2025.55,841744.2188,950.0735,536757.0000
5408,controllerType=0 controllerNumber=1 scan=7254,1,Unknown,ms1,2026.71,1551365.1250,950.0726,963754.0625
5409,controllerType=0 controllerNumber=1 scan=7255,1,Unknown,ms1,2027.08,505825.0938,950.0709,505825.0938
5410,controllerType=0 controllerNumber=1 scan=7265,1,Unknown,ms1,2028.62,702055.2969,950.0718,513927.7813
5411,controllerType=0 controllerNumber=1 scan=7268,1,Unknown,ms1,2029.17,487800.5781,950.0734,337448.3125
5412,controllerType=0 controllerNumber=1 scan=7274,1,Unknown,ms1,2030.18,245819.1719,950.0684,245819.1719
5413,controllerType=0 controllerNumber=1 scan=7284,1,Unknown,ms1,2031.91,208005.3281,950.0670,208005.3281
5414,controllerType=0 controllerNumber=1 scan=7292,1,Unknown,ms1,2033.23,118026.9922,950.0675,118026.9922
5415,controllerType=0 controllerNumber=1 scan=7293,1,Unknown,ms1,2033.59,563761.4375,950.0729,363082.9688
5416,controllerType=0 controllerNumber=1 scan=7300,1,Unknown,ms1,2034.76,384754.2813,950.0695,384754.2813
5417,controllerType=0 controllerNumber=1 scan=7305,1,Unknown,ms1,2035.60,68166.1719,950.0670,68166.1719
5437,controllerType=0 controllerNumber=1 scan=7353,1,Unknown,ms1,2045.99,164297.0938,950.0676,164297.0938
5462,controllerType=0 controllerNumber=1 scan=7415,1,Unknown,ms1,2059.31,575648.4063,950.0733,297630.5625
5466,controllerType=0 controllerNumber=1 scan=7432,1,Unknown,ms1,2062.31,463786.8516,950.0662,348788.9688
5467,controllerType=0 controllerNumber=1 scan=7437,1,Unknown,ms1,2063.17,495346.9063,950.0662,363637.3750
5468,controllerType=0 controllerNumber=1 scan=7446,1,Unknown,ms1,2064.63,255834.3906,950.0674,255834.3906
5469,controllerType=0 controllerNumber=1 scan=7458,1,Unknown,ms1,2066.57,166360.2344,950.0676,166360.2344
5470,controllerType=0 controllerNumber=1 scan=7471,1,Unknown,ms1,2068.76,192300.0156,950.0703,192300.0156
5471,controllerType=0 controllerNumber=1 scan=7483,1,Unknown,ms1,2070.70,279735.2813,950.0674,279735.2813
5472,controllerType=0 controllerNumber=1 scan=7493,1,Unknown,ms1,2072.26,174650.4375,950.0709,174650.4375
5473,controllerType=0 controllerNumber=1 scan=7502,1,Unknown,ms1,2073.69,245382.8438,950.0668,245382.8438
5474,controllerType=0 controllerNumber=1 scan=7511,1,Unknown,ms1,2075.17,197921.8906,950.0646,134272.7031
5475,controllerType=0 controllerNumber=1 scan=7520,1,Unknown,ms1,2076.82,58826.1211,950.0645,58826.1211
5478,controllerType=0 controllerNumber=1 scan=7541,1,Unknown,ms1,2080.33,439963.5781,950.0653,242705.7031
5479,controllerType=0 controllerNumber=1 scan=7549,1,Unknown,ms1,2081.65,279511.5938,950.0697,279511.5938
5497,controllerType=0 controllerNumber=1 scan=7636,1,Unknown,ms1,2097.22,457350.5000,950.0662,262618.6563
5501,controllerType=0 controllerNumber=1 scan=7651,1,Unknown,ms1,2100.26,589396.2188,950.0735,295594.2500
5502,controllerType=0 controllerNumber=1 scan=7652,1,Unknown,ms1,2100.63,201418.6563,950.0668,201418.6563
5503,controllerType=0 controllerNumber=1 scan=7658,1,Unknown,ms1,2101.53,431539.8750,950.0666,256127.7813
5504,controllerType=0 controllerNumber=1 scan=7665,1,Unknown,ms1,2102.70,1846029.7500,950.0644,1139186.3750
5505,controllerType=0 controllerNumber=1 scan=7668,1,Unknown,ms1,2103.16,487420.2266,950.0665,411084.0313
5506,controllerType=0 controllerNumber=1 scan=7675,1,Unknown,ms1,2104.30,1194492.6250,950.0668,1194492.6250
5507,controllerType=0 controllerNumber=1 scan=7684,1,Unknown,ms1,2105.66,778821.9375,950.0675,778821.9375
5508,controllerType=0 controllerNumber=1 scan=7687,1,Unknown,ms1,2106.17,1452241.0000,950.0658,909292.3750
5509,controllerType=0 controllerNumber=1 scan=7695,1,Unknown,ms1,2107.49,1001803.7500,950.0669,1001803.7500
5510,controllerType=0 controllerNumber=1 scan=7696,1,Unknown,ms1,2107.86,528718.8750,950.0700,528718.8750
5511,controllerType=0 controllerNumber=1 scan=7706,1,Unknown,ms1,2109.49,2261749.8750,950.0665,1461777.7500
5512,controllerType=0 controllerNumber=1 scan=7709,1,Unknown,ms1,2110.03,1287225.8750,950.0671,1287225.8750
5513,controllerType=0 controllerNumber=1 scan=7716,1,Unknown,ms1,2111.16,1915152.7500,950.0659,1197540.0000
5514,controllerType=0 controllerNumber=1 scan=7722,1,Unknown,ms1,2112.15,1573244.4375,950.0658,985976.6250
5515,controllerType=0 controllerNumber=1 scan=7728,1,Unknown,ms1,2113.17,1198024.7188,950.0647,749160.0000
