# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,sumIntensity,peakMZ,peakIntensity
958,controllerType=0 controllerNumber=1 scan=961,1,Unknown,ms1,311.56,43785.9648,595.2627,43785.9648
1287,controllerType=0 controllerNumber=1 scan=1290,1,Unknown,ms1,417.80,12469.0830,595.2629,12469.0830
1406,controllerType=0 controllerNumber=1 scan=1410,1,Unknown,ms1,457.43,44306.9727,595.2627,44306.9727
1410,controllerType=0 controllerNumber=1 scan=1414,1,Unknown,ms1,458.69,48992.9023,595.2627,48992.9023
1411,controllerType=0 controllerNumber=1 scan=1415,1,Unknown,ms1,459.00,92700.3125,595.2628,92700.3125
1412,controllerType=0 controllerNumber=1 scan=1416,1,Unknown,ms1,459.32,26244.9727,595.2628,26244.9727
3802,controllerType=0 controllerNumber=1 scan=3893,1,Unknown,ms1,1252.62,19210.3906,595.2626,19210.3906
3936,controllerType=0 controllerNumber=1 scan=4044,1,Unknown,ms1,1298.80,27802.9824,595.2626,27802.9824
4064,controllerType=0 controllerNumber=1 scan=4184,1,Unknown,ms1,1341.97,28969.7129,595.2626,28969.7129
4074,controllerType=0 controllerNumber=1 scan=4194,1,Unknown,ms1,1345.12,15551.4717,595.2627,15551.4717
4097,controllerType=0 controllerNumber=1 scan=4218,1,Unknown,ms1,1352.79,10585.2002,595.2627,10585.2002
4281,controllerType=0 controllerNumber=1 scan=4414,1,Unknown,ms1,1413.83,28704.3105,595.2626,28704.3105
4403,controllerType=0 controllerNumber=1 scan=4547,1,Unknown,ms1,1455.66,25857.5859,595.2627,25857.5859
4459,controllerType=0 controllerNumber=1 scan=4608,1,Unknown,ms1,1474.18,17233.2051,595.2627,17233.2051
4484,controllerType=0 controllerNumber=1 scan=4634,1,Unknown,ms1,1482.70,25487.9297,595.2627,25487.9297
4515,controllerType=0 controllerNumber=1 scan=4669,1,Unknown,ms1,1493.07,22907.3379,595.2627,22907.3379
4553,controllerType=0 controllerNumber=1 scan=4711,1,Unknown,ms1,1506.23,27618.7422,595.2627,27618.7422
4573,controllerType=0 controllerNumber=1 scan=4734,1,Unknown,ms1,1513.27,14536.0342,595.2625,14536.0342
4587,controllerType=0 controllerNumber=1 scan=4755,1,Unknown,ms1,1518.91,17701.2793,595.2624,17701.2793
4590,controllerType=0 controllerNumber=1 scan=4761,1,Unknown,ms1,1520.30,18704.9609,595.2625,18704.9609
4595,controllerType=0 controllerNumber=1 scan=4766,1,Unknown,ms1,1522.04,26021.4453,595.2625,26021.4453
4609,controllerType=0 controllerNumber=1 scan=4785,1,Unknown,ms1,1527.23,27012.7930,595.2625,27012.7930
4614,controllerType=0 controllerNumber=1 scan=4794,1,Unknown,ms1,1529.39,27749.6289,595.2625,27749.6289
4615,controllerType=0 controllerNumber=1 scan=4795,1,Unknown,ms1,1529.71,40879.0352,595.2624,40879.0352
4618,controllerType=0 controllerNumber=1 scan=4800,1,Unknown,ms1,1531.02,35015.9961,595.2625,35015.9961
4620,controllerType=0 controllerNumber=1 scan=4803,1,Unknown,ms1,1531.80,39340.8633,595.2625,39340.8633
4621,controllerType=0 controllerNumber=1 scan=4804,1,Unknown,ms1,1532.11,112234.9922,595.2625,112234.9922
4623,controllerType=0 controllerNumber=1 scan=4808,1,Unknown,ms1,1533.10,42094.2227,595.2626,42094.2227
4624,controllerType=0 controllerNumber=1 scan=4809,1,Unknown,ms1,1533.46,47955.9414,595.2625,47955.9414
4625,controllerType=0 controllerNumber=1 scan=4811,1,Unknown,ms1,1533.88,29472.6523,595.2624,29472.6523
4626,controllerType=0 controllerNumber=1 scan=4814,1,Unknown,ms1,1534.50,30941.9063,595.2624,30941.9063
4628,controllerType=0 controllerNumber=1 scan=4816,1,Unknown,ms1,1535.18,46026.3633,595.2625,46026.3633
4629,controllerType=0 controllerNumber=1 scan=4819,1,Unknown,ms1,1535.91,135633.4688,595.2624,135633.4688
4630,controllerType=0 controllerNumber=1 scan=4820,1,Unknown,ms1,1536.28,22478.5508,595.2625,22478.5508
4631,controllerType=0 controllerNumber=1 scan=4822,1,Unknown,ms1,1536.68,98742.3828,595.2625,98742.3828
4632,controllerType=0 controllerNumber=1 scan=4824,1,Unknown,ms1,1537.11,45150.3477,595.2625,45150.3477
4633,controllerType=0 controllerNumber=1 scan=4826,1,Unknown,ms1,1537.53,93468.3984,595.2625,93468.3984
4634,controllerType=0 controllerNumber=1 scan=4827,1,Unknown,ms1,1537.90,402186.6406,595.2654,213308.7969
4635,controllerType=0 controllerNumber=1 scan=4828,1,Unknown,ms1,1538.21,138909.5625,595.2624,138909.5625
4636,controllerType=0 controllerNumber=1 scan=4829,1,Unknown,ms1,1538.53,11077.0879,595.2625,11077.0879
4637,controllerType=0 controllerNumber=1 scan=4830,1,Unknown,ms1,1538.84,38159.2461,595.2623,38159.2461
4638,controllerType=0 controllerNumber=1 scan=4832,1,Unknown,ms1,1539.29,88083.4375,595.2626,88083.4375
4640,controllerType=0 controllerNumber=1 scan=4836,1,Unknown,ms1,1540.27,30509.7227,595.2625,30509.7227
4641,controllerType=0 controllerNumber=1 scan=4837,1,Unknown,ms1,1540.59,128623.7109,595.2625,128623.7109
4642,controllerType=0 controllerNumber=1 scan=4838,1,Unknown,ms1,1540.90,205120.5781,595.2626,205120.5781
4643,controllerType=0 controllerNumber=1 scan=4839,1,Unknown,ms1,1541.22,86125.6641,595.2625,86125.6641
4644,controllerType=0 controllerNumber=1 scan=4840,1,Unknown,ms1,1541.53,110032.8750,595.2625,110032.8750
4645,controllerType=0 controllerNumber=1 scan=4841,1,Unknown,ms1,1541.85,268951.8047,595.2657,141824.0469
4646,controllerType=0 controllerNumber=1 scan=4842,1,Unknown,ms1,1542.16,355053.7969,595.2642,190739.4531
4647,controllerType=0 controllerNumber=1 scan=4845,1,Unknown,ms1,1542.83,57871.4688,595.2625,57871.4688
4648,controllerType=0 controllerNumber=1 scan=4846,1,Unknown,ms1,1543.20,49718.2695,595.2626,49718.2695
4650,controllerType=0 controllerNumber=1 scan=4849,1,Unknown,ms1,1543.97,25405.4590,595.2626,25405.4590
4651,controllerType=0 controllerNumber=1 scan=4850,1,Unknown,ms1,1544.28,44261.7969,595.2625,44261.7969
4652,controllerType=0 controllerNumber=1 scan=4851,1,Unknown,ms1,1544.60,400392.2656,595.2657,210058.9063
4653,controllerType=0 controllerNumber=1 scan=4852,1,Unknown,ms1,1544.91,114854.5000,595.2631,114854.5000
4654,controllerType=0 controllerNumber=1 scan=4853,1,Unknown,ms1,1545.23,102683.1250,595.2625,102683.1250
4655,controllerType=0 controllerNumber=1 scan=4856,1,Unknown,ms1,1545.96,31881.5723,595.2624,31881.5723
4656,controllerType=0 controllerNumber=1 scan=4857,1,Unknown,ms1,1546.32,102757.2500,595.2625,102757.2500
4657,controllerType=0 controllerNumber=1 scan=4858,1,Unknown,ms1,1546.64,63536.0703,595.2625,63536.0703
4658,controllerType=0 controllerNumber=1 scan=4859,1,Unknown,ms1,1546.95,90770.5703,595.2625,90770.5703
4660,controllerType=0 controllerNumber=1 scan=4861,1,Unknown,ms1,1547.59,379768.2969,595.2636,218266.8594
4662,controllerType=0 controllerNumber=1 scan=4866,1,Unknown,ms1,1548.63,51123.4023,595.2626,51123.4023
4663,controllerType=0 controllerNumber=1 scan=4867,1,Unknown,ms1,1548.99,47747.2578,595.2626,47747.2578
4664,controllerType=0 controllerNumber=1 scan=4868,1,Unknown,ms1,1549.31,50371.0117,595.2625,50371.0117
4665,controllerType=0 controllerNumber=1 scan=4869,1,Unknown,ms1,1549.63,68438.8047,595.2626,68438.8047
4666,controllerType=0 controllerNumber=1 scan=4870,1,Unknown,ms1,1549.94,18859.2832,595.2626,18859.2832
4667,controllerType=0 controllerNumber=1 scan=4871,1,Unknown,ms1,1550.26,481336.3125,595.2655,251080.9063
4668,controllerType=0 controllerNumber=1 scan=4873,1,Unknown,ms1,1550.83,62768.7852,595.2625,62768.7852
4669,controllerType=0 controllerNumber=1 scan=4874,1,Unknown,ms1,1551.20,60978.4805,595.2626,60978.4805
4670,controllerType=0 controllerNumber=1 scan=4876,1,Unknown,ms1,1551.63,29789.9883,595.2625,29789.9883
4671,controllerType=0 controllerNumber=1 scan=4877,1,Unknown,ms1,1552.00,105977.3984,595.2625,105977.3984
4672,controllerType=0 controllerNumber=1 scan=4879,1,Unknown,ms1,1552.42,89527.8438,595.2625,89527.8438
4673,controllerType=0 controllerNumber=1 scan=4880,1,Unknown,ms1,1552.78,407127.5469,595.2652,229644.1563
4674,controllerType=0 controllerNumber=1 scan=4882,1,Unknown,ms1,1553.19,97032.7969,595.2625,97032.7969
4676,controllerType=0 controllerNumber=1 scan=4885,1,Unknown,ms1,1553.96,42487.6602,595.2625,42487.6602
4677,controllerType=0 controllerNumber=1 scan=4886,1,Unknown,ms1,1554.32,268086.7344,595.2633,158735.0938
4678,controllerType=0 controllerNumber=1 scan=4887,1,Unknown,ms1,1554.64,73096.7422,595.2625,73096.7422
4679,controllerType=0 controllerNumber=1 scan=4888,1,Unknown,ms1,1554.96,25090.6055,595.2626,25090.6055
4680,controllerType=0 controllerNumber=1 scan=4889,1,Unknown,ms1,1555.27,42644.2266,595.2626,42644.2266
4681,controllerType=0 controllerNumber=1 scan=4890,1,Unknown,ms1,1555.64,34561.0234,595.2625,34561.0234
4682,controllerType=0 controllerNumber=1 scan=4892,1,Unknown,ms1,1556.11,259921.1250,595.2640,150209.4375
4683,controllerType=0 controllerNumber=1 scan=4894,1,Unknown,ms1,1556.53,77462.9688,595.2626,77462.9688
4684,controllerType=0 controllerNumber=1 scan=4896,1,Unknown,ms1,1556.95,115207.2578,595.2624,115207.2578
4685,controllerType=0 controllerNumber=1 scan=4897,1,Unknown,ms1,1557.32,30841.8770,595.2626,30841.8770
4686,controllerType=0 controllerNumber=1 scan=4898,1,Unknown,ms1,1557.63,30770.5957,595.2626,30770.5957
4687,controllerType=0 controllerNumber=1 scan=4899,1,Unknown,ms1,1557.95,92653.6641,595.2626,92653.6641
4689,controllerType=0 controllerNumber=1 scan=4903,1,Unknown,ms1,1558.81,29815.4434,595.2627,29815.4434
4690,controllerType=0 controllerNumber=1 scan=4904,1,Unknown,ms1,1559.17,103579.2188,595.2626,103579.2188
4691,controllerType=0 controllerNumber=1 scan=4905,1,Unknown,ms1,1559.49,109226.6172,595.2626,109226.6172
4692,controllerType=0 controllerNumber=1 scan=4906,1,Unknown,ms1,1559.80,240396.7813,595.2630,240396.7813
4695,controllerType=0 controllerNumber=1 scan=4911,1,Unknown,ms1,1561.00,22135.7461,595.2627,22135.7461
4696,controllerType=0 controllerNumber=1 scan=4912,1,Unknown,ms1,1561.36,84302.5391,595.2627,84302.5391
4697,controllerType=0 controllerNumber=1 scan=4913,1,Unknown,ms1,1561.68,78469.3984,595.2627,78469.3984
4698,controllerType=0 controllerNumber=1 scan=4914,1,Unknown,ms1,1561.99,129801.2109,595.2627,129801.2109
4699,controllerType=0 controllerNumber=1 scan=4915,1,Unknown,ms1,1562.31,113092.2109,595.2626,113092.2109
4700,controllerType=0 controllerNumber=1 scan=4917,1,Unknown,ms1,1562.75,58788.9297,595.2627,58788.9297
4701,controllerType=0 controllerNumber=1 scan=4918,1,Unknown,ms1,1563.12,40815.3633,595.2626,40815.3633
4703,controllerType=0 controllerNumber=1 scan=4922,1,Unknown,ms1,1563.98,76332.2422,595.2627,76332.2422
4704,controllerType=0 controllerNumber=1 scan=4923,1,Unknown,ms1,1564.34,14113.4297,595.2627,14113.4297
4705,controllerType=0 controllerNumber=1 scan=4924,1,Unknown,ms1,1564.66,262625.2109,595.2633,164941.4063
4706,controllerType=0 controllerNumber=1 scan=4925,1,Unknown,ms1,1564.97,38328.8828,595.2626,38328.8828
4707,controllerType=0 controllerNumber=1 scan=4926,1,Unknown,ms1,1565.29,76622.4063,595.2626,76622.4063
4709,controllerType=0 controllerNumber=1 scan=4929,1,Unknown,ms1,1566.01,19856.4316,595.2626,19856.4316
4710,controllerType=0 controllerNumber=1 scan=4930,1,Unknown,ms1,1566.37,113702.8750,595.2626,113702.8750
4711,controllerType=0 controllerNumber=1 scan=4931,1,Unknown,ms1,1566.69,36475.6211,595.2627,36475.6211
4715,controllerType=0 controllerNumber=1 scan=4935,1,Unknown,ms1,1567.95,89710.5625,595.2627,89710.5625
4717,controllerType=0 controllerNumber=1 scan=4937,1,Unknown,ms1,1568.58,35665.5078,595.2627,35665.5078
4718,controllerType=0 controllerNumber=1 scan=4939,1,Unknown,ms1,1568.99,28096.7734,595.2627,28096.7734
4719,controllerType=0 controllerNumber=1 scan=4940,1,Unknown,ms1,1569.36,69141.3828,595.2626,69141.3828
4720,controllerType=0 controllerNumber=1 scan=4941,1,Unknown,ms1,1569.67,32796.7188,595.2626,32796.7188
4721,controllerType=0 controllerNumber=1 scan=4942,1,Unknown,ms1,1569.99,85806.9844,595.2626,85806.9844
4722,controllerType=0 controllerNumber=1 scan=4944,1,Unknown,ms1,1570.40,73865.1641,595.2627,73865.1641
4723,controllerType=0 controllerNumber=1 scan=4946,1,Unknown,ms1,1570.98,22330.5586,595.2626,22330.5586
4724,controllerType=0 controllerNumber=1 scan=4947,1,Unknown,ms1,1571.35,94949.1641,595.2626,94949.1641
4725,controllerType=0 controllerNumber=1 scan=4948,1,Unknown,ms1,1571.72,81219.8203,595.2627,81219.8203
4726,controllerType=0 controllerNumber=1 scan=4950,1,Unknown,ms1,1572.12,81214.4609,595.2626,81214.4609
