# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
18,controllerType=0 controllerNumber=1 scan=19,1,Unknown,ms1,6.07,1260.0366,0.0000
18,controllerType=0 controllerNumber=1 scan=19,1,Unknown,ms1,6.07,1260.0472,9817.6533
139,controllerType=0 controllerNumber=1 scan=142,1,Unknown,ms1,45.62,1260.0377,28530.1953
166,controllerType=0 controllerNumber=1 scan=169,1,Unknown,ms1,54.40,1260.0375,0.0000
285,controllerType=0 controllerNumber=1 scan=288,1,Unknown,ms1,92.81,1260.0376,0.0000
293,controllerType=0 controllerNumber=1 scan=296,1,Unknown,ms1,95.33,1260.0377,0.0000
295,controllerType=0 controllerNumber=1 scan=298,1,Unknown,ms1,95.97,1260.0376,0.0000
678,controllerType=0 controllerNumber=1 scan=681,1,Unknown,ms1,220.37,1260.0374,22546.7695
714,controllerType=0 controllerNumber=1 scan=717,1,Unknown,ms1,232.69,1260.0373,0.0000
714,controllerType=0 controllerNumber=1 scan=717,1,Unknown,ms1,232.69,1260.0479,0.0000
844,controllerType=0 controllerNumber=1 scan=847,1,Unknown,ms1,274.82,1260.0374,27417.9414
874,controllerType=0 controllerNumber=1 scan=877,1,Unknown,ms1,284.40,1260.0376,0.0000
925,controllerType=0 controllerNumber=1 scan=928,1,Unknown,ms1,301.00,1260.0377,0.0000
1278,controllerType=0 controllerNumber=1 scan=1281,1,Unknown,ms1,414.96,1260.0379,0.0000
1307,controllerType=0 controllerNumber=1 scan=1310,1,Unknown,ms1,424.27,1260.0379,0.0000
1355,controllerType=0 controllerNumber=1 scan=1359,1,Unknown,ms1,440.58,1260.0376,0.0000
1373,controllerType=0 controllerNumber=1 scan=1377,1,Unknown,ms1,446.51,1260.0377,13287.4873
1388,controllerType=0 controllerNumber=1 scan=1392,1,Unknown,ms1,451.40,1260.0376,0.0000
1410,controllerType=0 controllerNumber=1 scan=1414,1,Unknown,ms1,458.69,1260.0374,41425.1758
1426,controllerType=0 controllerNumber=1 scan=1430,1,Unknown,ms1,463.89,1260.0375,0.0000
1433,controllerType=0 controllerNumber=1 scan=1437,1,Unknown,ms1,466.10,1260.0375,0.0000
1471,controllerType=0 controllerNumber=1 scan=1476,1,Unknown,ms1,478.63,1260.0375,0.0000
1498,controllerType=0 controllerNumber=1 scan=1504,1,Unknown,ms1,487.70,1260.0378,17021.6738
1509,controllerType=0 controllerNumber=1 scan=1515,1,Unknown,ms1,491.33,1260.0375,32617.9902
1519,controllerType=0 controllerNumber=1 scan=1525,1,Unknown,ms1,494.58,1260.0376,30644.3047
1521,controllerType=0 controllerNumber=1 scan=1527,1,Unknown,ms1,495.21,1260.0374,0.0000
1584,controllerType=0 controllerNumber=1 scan=1591,1,Unknown,ms1,515.79,1260.0375,0.0000
1621,controllerType=0 controllerNumber=1 scan=1629,1,Unknown,ms1,527.71,1260.0376,0.0000
1628,controllerType=0 controllerNumber=1 scan=1636,1,Unknown,ms1,529.97,1260.0377,0.0000
1629,controllerType=0 controllerNumber=1 scan=1637,1,Unknown,ms1,530.28,1260.0375,24658.8965
1638,controllerType=0 controllerNumber=1 scan=1646,1,Unknown,ms1,533.58,1260.0374,0.0000
1638,controllerType=0 controllerNumber=1 scan=1646,1,Unknown,ms1,533.58,1260.0480,16831.7012
1653,controllerType=0 controllerNumber=1 scan=1661,1,Unknown,ms1,538.36,1260.0375,0.0000
1662,controllerType=0 controllerNumber=1 scan=1671,1,Unknown,ms1,541.50,1260.0375,0.0000
1677,controllerType=0 controllerNumber=1 scan=1686,1,Unknown,ms1,546.33,1260.0375,0.0000
1698,controllerType=0 controllerNumber=1 scan=1708,1,Unknown,ms1,553.20,1260.0375,17094.4492
1725,controllerType=0 controllerNumber=1 scan=1735,1,Unknown,ms1,561.82,1260.0375,0.0000
